"logFC"	"logCPM"	"PValue"	"FDR"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"RP11-134F2.7"	0.76460917257407	-0.112762330595262	0.0289483886485303	0.0674960437487481	TRUE	FALSE	FALSE
"EIF5AL1"	-0.189410588857311	4.26157496747679	0.0289670492728245	0.0675320783511865	TRUE	FALSE	FALSE
"SMARCA5-AS1"	-0.803957105624053	-1.3816382630104	0.0290122085138382	0.067629875462268	TRUE	FALSE	FALSE
"GOLGA7B"	-0.594462481840969	0.0282203052761189	0.0290205694565066	0.0676418805234309	TRUE	FALSE	FALSE
"KLF7"	-0.186476602069529	3.75263114473855	0.0290252947034173	0.0676432285055095	TRUE	FALSE	FALSE
"CCDC87"	0.920287677114713	-2.06184072949799	0.0290275698134342	0.0676432285055095	TRUE	FALSE	FALSE
"AC073283.4"	0.578257608090069	-0.438014365505908	0.0290427796717072	0.0676711864355916	TRUE	FALSE	FALSE
"NR2E1"	0.427708253377704	0.630453998324919	0.0290498075557394	0.0676800758647651	TRUE	FALSE	FALSE
"ZNF142"	0.154601317379743	4.53392312088403	0.0290563908396807	0.0676879276156932	TRUE	FALSE	FALSE
"STAG3L2"	0.359868817213329	1.42499065813268	0.0291268539432057	0.0678445715576705	TRUE	FALSE	FALSE
"CCDC77"	0.199481373175094	5.05953022995563	0.029132136323863	0.0678493735542839	TRUE	FALSE	FALSE
"CINP"	0.157591394679537	4.31827771623095	0.0291440876420964	0.06786970487159	TRUE	FALSE	FALSE
"C14orf166"	0.153272892348711	6.58755935450044	0.029150233146715	0.0678765128184701	TRUE	FALSE	FALSE
"PRR14L"	-0.13477003950777	6.40014836705253	0.0291614888757825	0.0678952171371833	TRUE	FALSE	FALSE
"C19orf18"	0.592452201832146	-0.826805053452288	0.0292110148446101	0.068003010135546	TRUE	FALSE	FALSE
"CSTB"	-0.153227019323085	7.5209611186051	0.0292380428090538	0.0680584099243676	TRUE	FALSE	FALSE
"AMMECR1"	0.164227435948057	4.30289455310621	0.0292532620840522	0.0680863130110092	TRUE	FALSE	FALSE
"PSMC3"	-0.13574231192054	6.57609986982747	0.0292931208029753	0.0681657271173484	TRUE	FALSE	FALSE
"OR2T8"	1.29249080474031	-3.32798710971742	0.0292938539634176	0.0681657271173484	TRUE	TRUE	FALSE
"CTD-3065J16.9"	0.624948307708321	-1.23492319669981	0.0293203040532842	0.0682191668487982	TRUE	FALSE	FALSE
"RP5-832C2.5"	1.10383075256518	-2.4554869243626	0.029323296108225	0.0682191668487982	TRUE	FALSE	FALSE
"NAALADL1"	0.952141069913699	-2.4492686446705	0.0293290259299889	0.0682249624824588	TRUE	FALSE	FALSE
"SRSF2"	0.142349876190359	7.55966653367088	0.0293692381670856	0.068310960718541	TRUE	FALSE	FALSE
"EXOC3"	-0.11114622711795	6.32123937895014	0.0293792558577905	0.0683254417197958	TRUE	FALSE	FALSE
"LYAR"	-0.240468845003248	2.82035092496902	0.0293819508468447	0.0683254417197958	TRUE	FALSE	FALSE
"RP11-923I11.6"	0.693549287469408	-0.449532002888584	0.0294016779897302	0.0683637691536045	TRUE	FALSE	FALSE
"RP13-88F20.1"	-1.39659759026665	-3.45567067676142	0.0294135640100394	0.0683783859698519	TRUE	TRUE	FALSE
"BIN1"	-0.264234689253253	2.01288661714423	0.0294144561691255	0.0683783859698519	TRUE	FALSE	FALSE
"TBX1"	-0.320581588844646	1.66268328255099	0.0294650805957478	0.0684885123943532	TRUE	FALSE	FALSE
"CTC-338M12.6"	1.93502863366297	-4.05288130941578	0.0294754857920915	0.0684997537522197	TRUE	TRUE	TRUE
"RBPMS-AS1"	-0.414004279829872	0.935789824198949	0.029476420191962	0.0684997537522197	TRUE	FALSE	FALSE
"CCDC127"	-0.133996783883512	4.86277770930126	0.0294868776981762	0.0685130226204964	TRUE	FALSE	FALSE
"CTD-2026K11.6"	0.737660940605534	-1.17592991260045	0.0294886345817925	0.0685130226204964	TRUE	FALSE	FALSE
"EIF4G3"	0.131869860249568	5.74505330008281	0.029493837418332	0.0685175539319125	TRUE	FALSE	FALSE
"LINC00271"	1.05527185822873	-2.6621765142126	0.0295038566614921	0.0685332720731054	TRUE	FALSE	FALSE
"GPAT2"	-1.29009991125199	-3.12379613993412	0.0295091645341475	0.0685380441098512	TRUE	TRUE	FALSE
"NBEAP3"	0.737830187615302	-0.2575917403025	0.0295485226168736	0.0686218914614773	TRUE	FALSE	FALSE
"RRM1"	0.200208937239321	5.90822706682324	0.029581975595694	0.0686920081458212	TRUE	FALSE	FALSE
"NDUFB4"	0.125562803337527	6.72926147027424	0.029586410140044	0.0686947333858886	TRUE	FALSE	FALSE
"ABL1"	0.142354633747406	5.5579550619807	0.0295990301566369	0.0687164612386724	TRUE	FALSE	FALSE
"LINC01002"	-0.270323309792719	2.21809373638316	0.0296138483490692	0.0687432869775747	TRUE	FALSE	FALSE
"MZT1"	0.137984950284914	4.7690951101104	0.0296341498152897	0.0687828338484896	TRUE	FALSE	FALSE
"NOL8"	-0.156197196908458	4.59896338480296	0.0296383034346003	0.0687848959076005	TRUE	FALSE	FALSE
"ARMCX3"	-0.152889127191278	4.62173045128067	0.0296607106362519	0.0688293159576208	TRUE	FALSE	FALSE
"MRAS"	0.194286422969419	3.14261479942693	0.0296771263496676	0.0688598241746996	TRUE	FALSE	FALSE
"CHID1"	0.131338455965059	6.22482189657184	0.0296956812137188	0.0688952885956168	TRUE	FALSE	FALSE
"TRHDE"	-0.196822107205676	4.34421078287794	0.0297098787518462	0.0689206371309759	TRUE	FALSE	FALSE
"TSPAN31"	0.138241219870549	4.96382115725201	0.0297247084912982	0.0689474464961119	TRUE	FALSE	FALSE
"AACSP1"	-0.44159421246742	0.04994402649451	0.0297349795830041	0.0689636771876654	TRUE	FALSE	FALSE
"MSANTD3-TMEFF1"	0.30845422996983	1.66996169935539	0.0297413865442396	0.0689709433004129	TRUE	FALSE	FALSE
"RP11-428J1.4"	-0.541983906805756	-0.421663470931833	0.0297610480720281	0.0690089420677318	TRUE	FALSE	FALSE
"RP11-68I18.10"	1.62951481538646	-3.59254092793099	0.0297682384205973	0.069018017892175	TRUE	TRUE	TRUE
"RP11-379F4.9"	1.76967306738374	-3.83100876836201	0.0297968212211896	0.0690766849175283	TRUE	TRUE	TRUE
"KCTD12"	0.176500089043891	4.00710530851674	0.0298122154535887	0.0691047679077135	TRUE	FALSE	FALSE
"RAB7A"	-0.120091880785149	7.45873897535118	0.0298558367420799	0.069198267885208	TRUE	FALSE	FALSE
"ZCCHC6"	-0.175442794641801	4.31887157729421	0.0299048291497806	0.069304194815102	TRUE	FALSE	FALSE
"RPS18P9"	0.388220928313942	0.480630786599335	0.0299173491719115	0.0693255832862708	TRUE	FALSE	FALSE
"LBHD1"	0.159129264668957	4.27503167588078	0.0299331158836137	0.0693544895737139	TRUE	FALSE	FALSE
"KDELR2"	-0.13822310513411	8.39527093919136	0.0299573479164607	0.0693973911729774	TRUE	FALSE	FALSE
"TBP"	-0.14983391719239	4.27269372319979	0.0299582206079491	0.0693973911729774	TRUE	FALSE	FALSE
"ATPAF2"	0.150642945870752	4.38103979116441	0.0299631205393172	0.0694011102013476	TRUE	FALSE	FALSE
"DVL3"	-0.116778810613961	8.0770722465845	0.0299967968006404	0.0694714733291876	TRUE	FALSE	FALSE
"PLBD2"	0.150254873397066	6.15876514922232	0.0300381222347338	0.0695595342417173	TRUE	FALSE	FALSE
"PKN3"	-0.131060674077805	5.528422286248	0.0300753418948564	0.0696380690654039	TRUE	FALSE	FALSE
"RNF139"	0.135756391440416	5.11954075910152	0.0300898802783489	0.0696640749471037	TRUE	FALSE	FALSE
"CTD-2189E23.2"	1.4619799237968	-3.83021759527658	0.0300974555680102	0.0696739559335937	TRUE	TRUE	FALSE
"METTL10"	0.160289702007076	4.30744569206918	0.0301132980384772	0.0697029707151478	TRUE	FALSE	FALSE
"C1orf74"	-0.166586882756728	4.27592845060957	0.0301251995113417	0.0697228579329734	TRUE	FALSE	FALSE
"ANXA7"	0.138468317525257	6.05212061775877	0.0301564319779	0.0697874762217336	TRUE	FALSE	FALSE
"C2CD2L"	0.26426691250752	1.81464746262015	0.0302059512310391	0.0698943946213829	TRUE	FALSE	FALSE
"ALYREF"	-0.128606910320492	5.97247630760301	0.0302163590904745	0.069910798528274	TRUE	FALSE	FALSE
"ZNF317"	-0.133888265376652	4.90609060444506	0.0302240345557048	0.0699208776576407	TRUE	FALSE	FALSE
"LINC01176"	0.210464087110228	4.14210698504441	0.0302462591658959	0.0699646091565569	TRUE	FALSE	FALSE
"TUBA4A"	1.15097403152136	-2.94587901475675	0.0303045980295118	0.0700918601328168	TRUE	FALSE	FALSE
"MOSPD3"	0.18193310787121	3.87132564701698	0.0303241876413595	0.0701294694096915	TRUE	FALSE	FALSE
"CMAHP"	-0.499122908241868	0.645537955241626	0.0303528966368459	0.0701881581286275	TRUE	FALSE	FALSE
"CCDC90B"	0.159286407440077	4.18290171849166	0.0303624901060075	0.0702026359974925	TRUE	FALSE	FALSE
"KIAA0141"	-0.112024608413934	6.07846454047662	0.0303798056928668	0.0702349634247072	TRUE	FALSE	FALSE
"ZKSCAN2"	-0.142157549609335	4.527203380529	0.0303858588212425	0.070241248977098	TRUE	FALSE	FALSE
"NMB"	1.12686639713622	-2.75692483878457	0.030441173192651	0.070361395048978	TRUE	FALSE	FALSE
"RP11-248J23.7"	1.27114125902777	-2.84610882715095	0.0304448153108118	0.0703620931802042	TRUE	TRUE	FALSE
"CDC37L1"	0.227778937483171	2.95101612785261	0.030461385812539	0.0703926671266944	TRUE	FALSE	FALSE
"RP11-285J16.1"	1.37715587153484	-3.13542624860507	0.0304965666502888	0.0704662359389035	TRUE	TRUE	FALSE
"MMP15"	-0.123856743048698	7.46004541622489	0.0305341643758272	0.0705453725313857	TRUE	FALSE	FALSE
"LINC01424"	0.666392603122713	-0.951110381644377	0.0305416495770096	0.070551793711945	TRUE	FALSE	FALSE
"FCF1P2"	0.322021383455524	1.13792369993991	0.0305436418234567	0.070551793711945	TRUE	FALSE	FALSE
"RP11-758P17.3"	0.665448354565147	-0.480881566091226	0.0305600259551894	0.0705818996570572	TRUE	FALSE	FALSE
"BBC3"	0.209223922967151	2.73487033240225	0.0305770214741183	0.0706134109157834	TRUE	FALSE	FALSE
"DSCAS"	1.73819272558055	-3.88365528619345	0.0305880835239992	0.0706312142405532	TRUE	TRUE	TRUE
"ST7L"	0.24572092196478	2.57512012321792	0.0306033037409126	0.0706510276895251	TRUE	FALSE	FALSE
"LINC00441"	1.78175352446716	-3.15761009363275	0.0306033716731661	0.0706510276895251	TRUE	TRUE	TRUE
"AC005176.2"	-1.60566349887054	-3.53730344587781	0.0306634063639276	0.0707818670241616	TRUE	TRUE	TRUE
"TUBBP1"	0.15503708031422	4.85717355137418	0.0306749540431039	0.0708007649689961	TRUE	FALSE	FALSE
"ISL1"	0.812014668353349	-1.99667466487411	0.0306989668199753	0.0708422448464508	TRUE	FALSE	FALSE
"DNAAF2"	0.155351475203549	4.06880777425468	0.0307012799671117	0.0708422448464508	TRUE	FALSE	FALSE
"TBC1D13"	0.121142270631163	5.93186942924496	0.0307030141198185	0.0708422448464508	TRUE	FALSE	FALSE
"BOLA2"	0.308835881648396	1.37189353623537	0.0307217926054776	0.0708778099909092	TRUE	FALSE	FALSE
"XRN2"	-0.108694803587374	7.35639677846529	0.0307459393992536	0.0709257511371744	TRUE	FALSE	FALSE
"DAG1"	-0.122189249781199	9.99288547262051	0.0307540680090531	0.0709367345536749	TRUE	FALSE	FALSE
"POC1A"	0.140145602216243	5.09321917669589	0.0308035915762265	0.0710371581029594	TRUE	FALSE	FALSE
"AC060834.2"	-1.00293040842999	-2.06688419730904	0.030804350103035	0.0710371581029594	TRUE	FALSE	FALSE
"AP2M1"	0.110065359601402	7.67586001964232	0.0308091750783433	0.0710405081217578	TRUE	FALSE	FALSE
"NSUN6"	0.2391368983296	2.82018943741127	0.0308173777620595	0.0710516449529984	TRUE	FALSE	FALSE
"ZNF252P"	0.260283143076347	2.36389106030078	0.0308220085122572	0.071054544902518	TRUE	FALSE	FALSE
"NECAB3"	-0.135297747696562	5.10109798743705	0.0308823954012132	0.0711816365260361	TRUE	FALSE	FALSE
"ADGRE1"	1.49417652991578	-3.714888101305	0.0308838962236765	0.0711816365260361	TRUE	TRUE	FALSE
"RP11-344B5.4"	-0.128513945660396	5.08777864339836	0.0309067919628421	0.0712266141001238	TRUE	FALSE	FALSE
"CIC"	-0.129075451942264	5.62219316822736	0.0309419820475665	0.0712999118151429	TRUE	FALSE	FALSE
"CNOT6"	-0.121460451901313	6.96744918460626	0.0309536782335205	0.0713190621970187	TRUE	FALSE	FALSE
"RP1-30M3.5"	0.822440085026415	-1.83059726700581	0.0309676280546265	0.0713434003279486	TRUE	FALSE	FALSE
"RP1-101K10.6"	0.608016556012675	-0.257826079689423	0.0309742136171738	0.0713507691699708	TRUE	FALSE	FALSE
"CTB-181H17.1"	-1.51563318381125	-3.79647690551585	0.0309885156726246	0.0713729554930982	TRUE	TRUE	TRUE
"RP11-540B6.3"	-3.03726364446588	-3.86747248767991	0.0309906210906375	0.0713729554930982	TRUE	TRUE	TRUE
"HAUS6P2"	1.10766893633508	-2.49741616863882	0.0310208369185935	0.0714347344257859	TRUE	FALSE	FALSE
"GS1-293C5.1"	1.59477541873945	-3.76206240628222	0.031077088418025	0.0715564482035321	TRUE	TRUE	TRUE
"CAMSAP1"	-0.138973464566897	5.43813423701311	0.0310894940154947	0.0715771891727226	TRUE	FALSE	FALSE
"RP11-512F24.1"	-0.190355071885551	4.14240298013035	0.0311293463613089	0.0716611092172803	TRUE	FALSE	FALSE
"MT-TS2"	-0.517695565055368	0.238868387252631	0.0311366283306802	0.071670040692101	TRUE	FALSE	FALSE
"RP11-556H2.3"	3.0843094771381	-4.93818824421978	0.0311422852964391	0.0716752302037349	TRUE	TRUE	TRUE
"RP13-895J2.6"	-1.34305792845199	-2.61171569885895	0.031149738224342	0.0716845516095684	TRUE	TRUE	FALSE
"ZBED4"	-0.128399454671847	5.38247056123872	0.031156162457479	0.0716915039136268	TRUE	FALSE	FALSE
"MARK4"	-0.115269272473437	5.65617503272492	0.0311831182771516	0.0717456934934989	TRUE	FALSE	FALSE
"HGS"	-0.105151872822872	6.40022131616233	0.0311942507284072	0.0717634690231107	TRUE	FALSE	FALSE
"ZSCAN30"	0.204273424753596	3.58208988066475	0.0312107938179536	0.0717936866749302	TRUE	FALSE	FALSE
"TMEM37"	0.575180694209059	-0.752050373574211	0.0312382017609252	0.0718488872470413	TRUE	FALSE	FALSE
"RP11-339B21.13"	1.00156139678322	-3.09173053072514	0.0312832285620893	0.0719445952935559	TRUE	FALSE	FALSE
"DTWD1"	-0.206399935038793	3.1988348779227	0.0313032893625232	0.0719828723622873	TRUE	FALSE	FALSE
"TRIM67"	1.60126569067956	-3.95533086185599	0.0313469311398657	0.0720753603353427	TRUE	TRUE	TRUE
"GAL"	-0.921175040584348	-1.97644333971511	0.0313576360096164	0.0720902260537389	TRUE	FALSE	FALSE
"RP11-783K16.5"	-0.646751634912036	-1.11778605884064	0.0313626962306285	0.0720902260537389	TRUE	FALSE	FALSE
"NCLN"	-0.122880411872365	6.27737466553068	0.0313650579642013	0.0720902260537389	TRUE	FALSE	FALSE
"RPS3AP24"	-1.4145331975538	-3.23434782581855	0.0313670849714503	0.0720902260537389	TRUE	TRUE	FALSE
"C14orf28"	0.209284238931433	3.01793892238957	0.0313932626098229	0.0721425188326092	TRUE	FALSE	FALSE
"AP006621.8"	-0.91320186233831	-1.88859255210917	0.0314671543803914	0.0723044365376663	TRUE	FALSE	FALSE
"CTD-2292M16.7"	0.745446425014434	-0.862354661393264	0.0315509196979976	0.0724890036381304	TRUE	FALSE	FALSE
"RP11-646I6.6"	1.06043587100554	-2.49648665033003	0.0315916561279797	0.0725746813513653	TRUE	FALSE	FALSE
"RP11-1277A3.3"	0.644211130177633	-1.5256410949988	0.0316011263264883	0.0725885211202488	TRUE	FALSE	FALSE
"SNORD100"	1.03370176254334	-2.10807257603495	0.0316193652462666	0.072622497631689	TRUE	FALSE	FALSE
"RP11-283G6.3"	-0.491273891825222	0.424116342316487	0.0316657864457467	0.0727211879718849	TRUE	FALSE	FALSE
"INTS3"	-0.819282098475078	4.96743709247967	0.0316895235521888	0.0727677679475048	TRUE	FALSE	FALSE
"AFDN-AS1"	0.28665885121585	1.58084796665919	0.0316951335902563	0.072772717625323	TRUE	FALSE	FALSE
"FOXC1"	0.830744029089289	-1.46260181662661	0.0317165103836576	0.0728138630930832	TRUE	FALSE	FALSE
"LMAN2L"	0.142982974385187	5.10164233338474	0.0317328582414888	0.0728434555644768	TRUE	FALSE	FALSE
"TSSK3"	1.05099417984073	-2.12481718542748	0.0317539656694517	0.072883966092032	TRUE	FALSE	FALSE
"METTL5"	0.165196352736813	4.76982846905252	0.0317692025892166	0.0729109948517744	TRUE	FALSE	FALSE
"SETD8P1"	-0.375663789740022	0.758040609828602	0.0317822182577886	0.0729329204595398	TRUE	FALSE	FALSE
"PRX"	0.212597033398425	3.16239116620882	0.031831813163101	0.0730387731286227	TRUE	FALSE	FALSE
"LRRC46"	-0.486037657224691	-0.553275809493666	0.0318449963404121	0.0730610643549467	TRUE	FALSE	FALSE
"SERINC3"	-0.101327426290028	7.47118139421546	0.0319018788101307	0.0731835978453896	TRUE	FALSE	FALSE
"CSTF3-AS1"	2.64396742622767	-4.29175751709354	0.0319204666182711	0.073218265437772	TRUE	TRUE	TRUE
"HLA-V"	-1.04509934795476	-2.28850431667046	0.0319350399656517	0.0732399071041384	TRUE	FALSE	FALSE
"GOLGA7"	0.150429784569776	4.95250094610698	0.0319368549633825	0.0732399071041384	TRUE	FALSE	FALSE
"ATG4C"	0.202154550782396	3.90103649848569	0.0319490042352871	0.0732597935365797	TRUE	FALSE	FALSE
"NHP2"	-0.122046180787696	7.62066917747265	0.0319553692175157	0.0732664135759889	TRUE	FALSE	FALSE
"EIF1AX"	0.147412893597375	4.88587256573061	0.0319666096929583	0.0732842093581303	TRUE	FALSE	FALSE
"WIPF1"	-0.158012180618574	4.01205341311006	0.0319920846116715	0.0733346305146323	TRUE	FALSE	FALSE
"RHOXF1P3"	-0.45875351569913	0.0375407052168029	0.0320002135059014	0.0733452831808639	TRUE	FALSE	FALSE
"ANKRD36C"	0.415269477632489	0.492842762119085	0.032027452384317	0.0733997293220215	TRUE	FALSE	FALSE
"L3HYPDH"	0.248786700671363	2.45553041779969	0.0320401974426074	0.0734145840623387	TRUE	FALSE	FALSE
"RP11-250B2.5"	0.667282862805097	-1.2513227347533	0.0320419153050963	0.0734145840623387	TRUE	FALSE	FALSE
"RP11-1006G14.4"	0.52830534248372	-0.43430470139964	0.0320443890844586	0.0734145840623387	TRUE	FALSE	FALSE
"EPSTI1"	-0.624261490951081	-0.847809078973205	0.0320812426711755	0.0734910241529995	TRUE	FALSE	FALSE
"ZNF155"	0.237775297971487	2.37674069294435	0.0320956652687007	0.0735160687779112	TRUE	FALSE	FALSE
"RP11-215A21.2"	0.473342025386366	0.612510855692901	0.0321186014409443	0.073560606431282	TRUE	FALSE	FALSE
"CARS-AS1"	-1.17405055749449	-2.55227105526902	0.0321263203341017	0.0735702863526672	TRUE	FALSE	FALSE
"DOCK6"	-0.115688591983434	5.70044893698658	0.0321512344224598	0.0736193374286454	TRUE	FALSE	FALSE
"RP11-91J19.3"	-0.461708616826271	-0.176604238461398	0.0321739544341215	0.0736623713128129	TRUE	FALSE	FALSE
"NBPF26"	-0.449195459817392	0.554913919612136	0.0321770217801436	0.0736623713128129	TRUE	FALSE	FALSE
"FAM101B"	0.164049582404106	3.92209363104939	0.0321854365246759	0.0736736287980901	TRUE	FALSE	FALSE
"PIM1"	-0.131692702795504	5.88418638818691	0.0321920911581471	0.0736808553169847	TRUE	FALSE	FALSE
"TDP2"	0.177101150208709	4.29696254435897	0.0322136758850558	0.0737169826973893	TRUE	FALSE	FALSE
"RP5-1024N4.4"	1.73049926858912	-3.899899032083	0.032214874333626	0.0737169826973893	TRUE	TRUE	TRUE
"FASTKD3"	0.178708365853331	3.60740780554974	0.0323605580789869	0.0740423065593502	TRUE	FALSE	FALSE
"ACOT8"	0.167892089728496	3.53806988756104	0.0324184529081415	0.0741667168726008	TRUE	FALSE	FALSE
"PREP"	-0.126214976903102	6.13006977866708	0.0324519127843368	0.0742352041171505	TRUE	FALSE	FALSE
"OGDHL"	0.271872321536099	2.04349160312605	0.0324584539553551	0.0742421054314343	TRUE	FALSE	FALSE
"PPP6R3"	-0.116182897836999	6.82928207977927	0.0325053124871621	0.0743412129903981	TRUE	FALSE	FALSE
"ODF3L1"	1.22068384876024	-2.95281306193573	0.032515546666882	0.0743565464703144	TRUE	TRUE	FALSE
"RP3-355L5.4"	1.23440215174291	-3.04321154905854	0.0325654337614153	0.0744625450578503	TRUE	TRUE	FALSE
"ORAOV1"	0.190163243141298	3.78484445742037	0.0325766331941968	0.0744800689026428	TRUE	FALSE	FALSE
"RP11-332J15.3"	-0.643111375071725	-1.18986973518692	0.0325869858724768	0.074495653216451	TRUE	FALSE	FALSE
"PAX2"	-1.9840977059425	-3.2527345707881	0.0325970626109059	0.0745106034029235	TRUE	TRUE	TRUE
"PLXNB1"	-0.106575536986834	6.43723248367441	0.0326107946589862	0.0745339047722907	TRUE	FALSE	FALSE
"CTB-33G10.1"	-0.249723535197571	2.42973654052277	0.032644042793439	0.0745966737216063	TRUE	FALSE	FALSE
"LSM5"	0.161931139900922	4.47246269361746	0.0326453401233974	0.0745966737216063	TRUE	FALSE	FALSE
"SPPL3"	0.127518558283228	6.14925712891905	0.0326560693271227	0.0746130972283261	TRUE	FALSE	FALSE
"B4GALNT4"	-0.223191575967724	2.71079564742365	0.0326823006884053	0.0746649329033668	TRUE	FALSE	FALSE
"C9orf163"	0.601114254554617	-0.510977439677722	0.0326973862529926	0.0746912967691978	TRUE	FALSE	FALSE
"RP11-629O1.2"	-0.359373011915632	1.09099694127332	0.032783491445747	0.0748798688925628	TRUE	FALSE	FALSE
"MEI1"	0.877186065628541	-1.82019541717852	0.0328881366320799	0.0751107422258668	TRUE	FALSE	FALSE
"ZNF568"	0.380420527234532	0.456198741265626	0.0328917764078722	0.0751109118491312	TRUE	FALSE	FALSE
"UNC45B"	-0.259544775711388	2.01834844075548	0.0329542682382487	0.0752454600809612	TRUE	FALSE	FALSE
"RP11-379B18.5"	-0.179948279527909	4.09576667838922	0.0329659421620695	0.0752639576878894	TRUE	FALSE	FALSE
"MED13"	-0.146759715093252	6.49288919200186	0.0330073533817063	0.0753459347372017	TRUE	FALSE	FALSE
"CFAP206"	0.820664015220872	-1.96005960487787	0.0330095364629136	0.0753459347372017	TRUE	FALSE	FALSE
"TUBBP10"	-0.633136740835565	-0.953180147189688	0.033012578449842	0.0753459347372017	TRUE	FALSE	FALSE
"P4HB"	-0.108356879328855	10.0575790174139	0.0330298777419147	0.0753772510574341	TRUE	FALSE	FALSE
"GALNT16"	-1.5028836160788	-3.69973826766705	0.0330527713747431	0.0754213260160678	TRUE	TRUE	TRUE
"CBWD1"	0.186342421103054	4.78218440540856	0.0330683751726606	0.0754487589502078	TRUE	FALSE	FALSE
"EIF5AP4"	-0.205287539045691	3.5651388188257	0.0330953441765206	0.075502113972556	TRUE	FALSE	FALSE
"KANK2"	0.194308806073334	4.56026510819738	0.0331010459980628	0.0755069447747906	TRUE	FALSE	FALSE
"ZNF192P1"	0.606418921933154	-0.461609247378982	0.0331076648130344	0.0755138660622979	TRUE	FALSE	FALSE
"RP11-44F14.10"	1.23818748252251	-2.6236751050395	0.0331395170363006	0.0755783334293286	TRUE	TRUE	FALSE
"GUCY1B2"	-0.368524231527039	1.11820694327272	0.0331673998024954	0.0756264583443269	TRUE	FALSE	FALSE
"ALKBH1"	-0.146043970852296	4.28652193966635	0.0331690788396308	0.0756264583443269	TRUE	FALSE	FALSE
"DHX9P1"	-1.53728195860192	-3.56522255676099	0.033171388735478	0.0756264583443269	TRUE	TRUE	TRUE
"PYGM"	1.1848647691667	-2.34111663519813	0.0331770203905444	0.075631112601148	TRUE	FALSE	FALSE
"EVI5L"	0.156759712326736	5.52862585788757	0.0332664650565705	0.0758268072799951	TRUE	FALSE	FALSE
"SUMO2P6"	1.0551537019364	-2.52266695690652	0.0332963958482087	0.0758868197488222	TRUE	FALSE	FALSE
"RP11-182L21.6"	0.250988993148283	1.75948318479936	0.0333139938002223	0.0759187141275945	TRUE	FALSE	FALSE
"MKLN1-AS"	0.573971356415739	-1.18556436637309	0.033327505821487	0.0759412912531578	TRUE	FALSE	FALSE
"ACTBP11"	-0.670100106689104	-1.26488777723899	0.0333477905974217	0.0759792944760204	TRUE	FALSE	FALSE
"CDKN2AIP"	0.174414905963885	3.58560837201773	0.033363796682549	0.0760075420043882	TRUE	FALSE	FALSE
"TMEM255B"	1.26700081241961	-3.12556568164808	0.0333705632995194	0.0760147368585289	TRUE	TRUE	FALSE
"ARPC4"	-0.125984033524261	6.10655897178441	0.0333771737065406	0.0760215743650107	TRUE	FALSE	FALSE
"RP11-85I17.2"	1.20600725496021	-2.50326827756357	0.0333870357870365	0.0760358157718606	TRUE	TRUE	FALSE
"SLC4A1AP"	-0.125340097766264	5.0282926344643	0.0334032468968329	0.0760638013044131	TRUE	FALSE	FALSE
"EGFL7"	0.146517003119314	5.58060555081669	0.0334065456027926	0.0760638013044131	TRUE	FALSE	FALSE
"GNB2"	-0.112465311414295	7.34468685451437	0.0334384644064094	0.0761231820086452	TRUE	FALSE	FALSE
"ERP44"	0.140962977422837	5.79493424348665	0.0334398521934873	0.0761231820086452	TRUE	FALSE	FALSE
"PRKAG2-AS1"	0.394872839414902	0.587720663690316	0.0334802938728423	0.0762070092625927	TRUE	FALSE	FALSE
"RP13-30A9.1"	-0.444945065785376	0.407306168813423	0.033544531847467	0.0763449770849979	TRUE	FALSE	FALSE
"MYLIP"	-0.166181932198375	4.36279358931791	0.0335554407675157	0.0763615550619515	TRUE	FALSE	FALSE
"MORC3"	-0.15781722461564	6.00757751739357	0.0335702370803808	0.0763869749768094	TRUE	FALSE	FALSE
"RP11-1280N14.3"	1.05772376405627	-2.6065242729294	0.0335952235176861	0.0764355738874149	TRUE	FALSE	FALSE
"JUND"	-0.141031324463798	6.57349568121734	0.0336069077477686	0.0764539004983254	TRUE	FALSE	FALSE
"NUDT22"	0.14172817230844	4.60112983260295	0.0336912842033952	0.0766375761827797	TRUE	FALSE	FALSE
"MCM4"	-0.101001899287913	6.84509586534693	0.0337170928062404	0.0766880022734033	TRUE	FALSE	FALSE
"CTD-2287O16.5"	0.545895803745894	-0.597156162947052	0.0337230178375912	0.0766924914031618	TRUE	FALSE	FALSE
"RP11-250B2.4"	0.955145385557189	-2.60778821742296	0.0337263476862665	0.0766924914031618	TRUE	FALSE	FALSE
"CTD-3075F15.1"	-0.404781293573759	0.364304334581991	0.0337461826655436	0.0767293129014939	TRUE	FALSE	FALSE
"RNF128"	-0.163942895387742	4.95256208851398	0.0337512076503843	0.0767324563309945	TRUE	FALSE	FALSE
"RP11-1055B8.3"	1.31899245850251	-2.80492196599768	0.033756998014537	0.0767335774360747	TRUE	TRUE	FALSE
"ZNF189"	0.175149461926218	3.46727287356951	0.0337589858386756	0.0767335774360747	TRUE	FALSE	FALSE
"SSUH2"	1.35912920313699	-3.24631865593255	0.0338148637231946	0.0768522946588432	TRUE	TRUE	FALSE
"SCMH1"	-1.61369731967875	-3.62298679853333	0.0338241875215078	0.0768651924841514	TRUE	TRUE	TRUE
"ANKDD1B"	1.46326289920769	-3.45514229458856	0.0338646098246755	0.07694875100492	TRUE	TRUE	FALSE
