"logFC"	"logCPM"	"PValue"	"FDR"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"PIGX"	0.554175278887917	3.64419887640417	1.75102649096899e-12	2.63291392282318e-11	TRUE	FALSE	FALSE
"KCND1"	1.2902449913737	0.921108917664067	1.86300481914601e-12	2.79929097861125e-11	TRUE	TRUE	FALSE
"TEAD3"	-0.352237675079583	7.45690349506163	1.87027320206869e-12	2.80820921416814e-11	TRUE	FALSE	FALSE
"MRPL41"	0.51957771403232	4.70783782791139	1.88117336163663e-12	2.82256396269496e-11	TRUE	FALSE	FALSE
"RP11-216L13.17"	-0.422487183657935	5.74263496456782	1.88587853193436e-12	2.82760976183126e-11	TRUE	FALSE	FALSE
"SPAG1"	-0.956849639085604	2.3988754390849	1.89446949212079e-12	2.83847043534968e-11	TRUE	FALSE	FALSE
"SLC30A1"	-0.367959969421693	6.39874367111339	1.9097228886863e-12	2.85929085807146e-11	TRUE	FALSE	FALSE
"SIPA1L1"	-0.396913024432285	7.06502706136597	2.0019653083064e-12	2.99526997051013e-11	TRUE	FALSE	FALSE
"IPO5P1"	0.651025331161564	3.34538199300483	2.00544828221236e-12	2.99826626032697e-11	TRUE	FALSE	FALSE
"NT5DC3"	-0.474302451036217	4.66551562324706	2.00681450064607e-12	2.99826626032697e-11	TRUE	FALSE	FALSE
"STK39"	0.710900074966825	2.5463318840663	2.00924698362816e-12	2.99977299483422e-11	TRUE	FALSE	FALSE
"IARS"	-0.379990314440744	7.59375304951803	2.05941920108752e-12	3.07250176275564e-11	TRUE	FALSE	FALSE
"VWA5A"	0.7973202449342	2.48508037707139	2.06355259472018e-12	3.07648966457008e-11	TRUE	FALSE	FALSE
"IFI35"	0.868219795113479	1.78836406170385	2.09270995457459e-12	3.11775303416325e-11	TRUE	FALSE	FALSE
"C4orf33"	0.743443081182258	3.51044584735754	2.11728216845904e-12	3.15213188415251e-11	TRUE	FALSE	FALSE
"SETD5"	-0.451042924043415	8.00628673263144	2.12251794850202e-12	3.15769513440279e-11	TRUE	FALSE	FALSE
"SLC30A2"	1.03253115597643	1.0188576835302	2.12615625305993e-12	3.16087562646157e-11	TRUE	FALSE	FALSE
"FBXO42"	-0.451171085656329	5.01144717459351	2.13064648779985e-12	3.16531727164962e-11	TRUE	FALSE	FALSE
"ACBD3"	-0.408557032184243	6.69695527077128	2.15148631805809e-12	3.19402471995854e-11	TRUE	FALSE	FALSE
"ITSN1"	-0.392022600240405	8.02288552955397	2.15700050400865e-12	3.19805427332195e-11	TRUE	FALSE	FALSE
"RNF19B"	-0.358299756695908	6.34944179830467	2.15723683774351e-12	3.19805427332195e-11	TRUE	FALSE	FALSE
"MMP24"	-0.597494052966827	3.33980861689627	2.16382802224058e-12	3.20556969877076e-11	TRUE	FALSE	FALSE
"PIAS1"	-0.463918389508845	5.57284114541145	2.1973923090898e-12	3.25215439814091e-11	TRUE	FALSE	FALSE
"CASC3"	-0.392663844510705	6.67608608262181	2.19836127549258e-12	3.25215439814091e-11	TRUE	FALSE	FALSE
"SPEN"	-0.575391394462468	6.57927919094974	2.22438606565312e-12	3.28834504274025e-11	TRUE	FALSE	FALSE
"PLPP6"	0.676945128152587	2.86209579750808	2.22675645618964e-12	3.28954077882825e-11	TRUE	FALSE	FALSE
"NCOA1"	-0.405738370852913	6.98117019306371	2.23907765883939e-12	3.30542466440859e-11	TRUE	FALSE	FALSE
"RHNO1"	0.413068847873986	5.23255371808317	2.28030050517943e-12	3.36392229986764e-11	TRUE	FALSE	FALSE
"KANSL1L"	0.752257041057729	2.45391731926282	2.38887287312716e-12	3.52162322920201e-11	TRUE	FALSE	FALSE
"AK4P1"	-0.734026024354711	2.93220059269588	2.42234552966168e-12	3.56847069425545e-11	TRUE	FALSE	FALSE
"SPAG4"	-0.441679307559519	5.05935601275956	2.49557527134033e-12	3.67377978099618e-11	TRUE	FALSE	FALSE
"ACIN1"	-0.360877058376461	8.31257900417804	2.51990643217331e-12	3.70700760475999e-11	TRUE	FALSE	FALSE
"KIF26A"	0.419257721385988	5.06072124238664	2.55344597013468e-12	3.75372594604726e-11	TRUE	FALSE	FALSE
"PNCK"	-0.427318449948145	7.89632653427663	2.58213153710513e-12	3.79324846308623e-11	TRUE	FALSE	FALSE
"ZNF672"	0.437402588940482	5.22190559801884	2.63781561967787e-12	3.87235009366788e-11	TRUE	FALSE	FALSE
"DHX37"	-0.367449769413179	5.89642881476805	2.64674047805881e-12	3.88274616370382e-11	TRUE	FALSE	FALSE
"BCAP29"	0.580065354904655	3.75352766420653	2.65203862629431e-12	3.88781111353625e-11	TRUE	FALSE	FALSE
"C1orf226"	2.0625585457019	-1.37905884670956	2.66248670565585e-12	3.89956013307401e-11	TRUE	TRUE	TRUE
"UBE2G1"	-0.38612284741264	6.18410074226548	2.66375535530879e-12	3.89956013307401e-11	TRUE	FALSE	FALSE
"MARC1"	0.361002624544227	6.31924894030589	2.69133946645373e-12	3.93720536113294e-11	TRUE	FALSE	FALSE
"TMEM14A"	0.611691519082993	3.79705331495446	2.73679984118865e-12	4.0009316762304e-11	TRUE	FALSE	FALSE
"FAM60CP"	-0.766835598951947	2.79495240552844	2.76276127606727e-12	4.03608384477345e-11	TRUE	FALSE	FALSE
"KIF13A"	-0.417744520200052	5.37962089301032	2.79013997084321e-12	4.07325631502308e-11	TRUE	FALSE	FALSE
"FJX1"	-0.655430919145333	2.79271946942474	2.79356057741535e-12	4.07542570109638e-11	TRUE	FALSE	FALSE
"BTN3A1"	1.42365745207985	0.0700050483046002	2.81189720747302e-12	4.09933747907451e-11	TRUE	TRUE	FALSE
"RP11-20D14.6"	-0.860996447858083	2.45550954213918	2.84405879274639e-12	4.14335702129983e-11	TRUE	FALSE	FALSE
"WAC-AS1"	0.536323021464078	4.05268342962558	2.86722593054537e-12	4.17422124760669e-11	TRUE	FALSE	FALSE
"TTC30A"	0.728516517024701	2.54510010772329	2.8971493987668e-12	4.21487218469761e-11	TRUE	FALSE	FALSE
"MDM4"	-0.418326295589558	7.27687137563218	3.01991588865894e-12	4.39044500417455e-11	TRUE	FALSE	FALSE
"TGM6"	-4.03287940869841	-2.38352335817588	3.03989464927983e-12	4.41644280563648e-11	TRUE	TRUE	TRUE
"LINC01164"	-1.17850664190793	1.40503401414732	3.04897669524019e-12	4.42641290488602e-11	TRUE	FALSE	FALSE
"ADGRB2"	0.665791682847522	2.72069701779896	3.05095962114046e-12	4.42641290488602e-11	TRUE	FALSE	FALSE
"CABIN1"	-0.348033873469233	6.959686039289	3.14366147834266e-12	4.55776825208303e-11	TRUE	FALSE	FALSE
"RP11-65J21.1"	-1.06085979750551	1.10430327909151	3.19454689145576e-12	4.62835796529622e-11	TRUE	FALSE	FALSE
"CHST11"	-0.498478960809575	4.28165462395799	3.2085162636403e-12	4.64540230995509e-11	TRUE	FALSE	FALSE
"EFR3B"	1.37319487824774	0.329184829999145	3.40578913593603e-12	4.92763419901294e-11	TRUE	TRUE	FALSE
"CNTRL"	-0.478752009218655	5.65899048689425	3.42544382744753e-12	4.95266984687781e-11	TRUE	FALSE	FALSE
"TESK2"	-0.396621051658269	5.78873115018415	3.43885578056947e-12	4.96865129447713e-11	TRUE	FALSE	FALSE
"FAXDC2"	0.637662475313937	3.24675577486268	3.53378712709695e-12	5.10231388755479e-11	TRUE	FALSE	FALSE
"AKAP3"	1.37919551581112	0.23813896328547	3.54428224325153e-12	5.11396231070799e-11	TRUE	TRUE	FALSE
"ADGRL2"	1.44939803675369	-0.142142356114889	3.59615488046082e-12	5.18525658533796e-11	TRUE	TRUE	FALSE
"DDB2"	-0.343106686103026	6.32007696695719	3.63678671121428e-12	5.24025641986593e-11	TRUE	FALSE	FALSE
"CXorf57"	0.521047208914191	4.27382291682167	3.65447109691415e-12	5.26213862799681e-11	TRUE	FALSE	FALSE
"DENND1B"	0.774291287388133	2.85831169832167	3.75957719128376e-12	5.40978504860544e-11	TRUE	FALSE	FALSE
"BCAR4"	-0.637468325044445	3.4223062099155	3.85627868946533e-12	5.54211816335624e-11	TRUE	FALSE	FALSE
"RUSC2"	-0.478484781187377	4.27080488074967	3.85680491193404e-12	5.54211816335624e-11	TRUE	FALSE	FALSE
"PRMT6"	0.565752758033256	4.09987232356256	3.89553442611638e-12	5.59395557059084e-11	TRUE	FALSE	FALSE
"MED8"	-0.479044601002302	5.17502184996052	3.95331226775602e-12	5.67305696407006e-11	TRUE	FALSE	FALSE
"PIGM"	0.63903854838143	3.09209418780833	3.97842194518448e-12	5.70520331499362e-11	TRUE	FALSE	FALSE
"SNX8"	-0.4042124295555	6.42180410955469	3.99274852138687e-12	5.72185308513849e-11	TRUE	FALSE	FALSE
"WDR74"	-0.396357874531883	5.25291781057499	4.00659277545369e-12	5.73778949066672e-11	TRUE	FALSE	FALSE
"DNAJB9"	-0.549492930489412	5.21310948160885	4.04666661861437e-12	5.79124177905777e-11	TRUE	FALSE	FALSE
"MTHFD2"	-0.712665835852504	6.97823322248942	4.06254137912991e-12	5.81001335320778e-11	TRUE	FALSE	FALSE
"PATL1"	-0.42060745811308	6.19277374778037	4.12325598594981e-12	5.89284332428893e-11	TRUE	FALSE	FALSE
"TMEM50A"	0.404964479631833	5.57574709076444	4.14317045439955e-12	5.91729008761904e-11	TRUE	FALSE	FALSE
"SSX2IP"	0.653835419191014	3.39506343761515	4.18011662516381e-12	5.96397052116156e-11	TRUE	FALSE	FALSE
"MFSD4A"	1.32338637708728	0.60345948869714	4.18151735486358e-12	5.96397052116156e-11	TRUE	TRUE	FALSE
"MAP7D3"	-0.456124364278808	4.89602930021015	4.20663817488698e-12	5.99574017538357e-11	TRUE	FALSE	FALSE
"CNKSR3"	1.21326994945923	0.628516100508453	4.37538697262678e-12	6.23204205310045e-11	TRUE	TRUE	FALSE
"SETD1A"	-0.391780753447239	5.98532881436994	4.51582675547245e-12	6.42773016424207e-11	TRUE	FALSE	FALSE
"MYO1E"	-0.365631412042206	7.24059892611838	4.56931017320073e-12	6.4994657737101e-11	TRUE	FALSE	FALSE
"SPDYC"	0.629245996836508	3.88185514613683	4.60220107614983e-12	6.54183318962027e-11	TRUE	FALSE	FALSE
"C1QBP"	-0.392629348049461	7.25813597096191	4.75081111933259e-12	6.74852238974108e-11	TRUE	FALSE	FALSE
"HSPH1"	0.516610069434679	5.0696845780967	4.83393683406441e-12	6.86197529288415e-11	TRUE	FALSE	FALSE
"IGF2BP2"	-0.412535473400617	5.97668631283816	4.97923743833944e-12	7.0634758165696e-11	TRUE	FALSE	FALSE
"C16orf62"	-0.428628820976961	4.71790641206608	4.98892686486332e-12	7.07245850169655e-11	TRUE	FALSE	FALSE
"FGF11"	0.659009447182267	3.2598805152764	5.07241782636812e-12	7.18598210694491e-11	TRUE	FALSE	FALSE
"ASCC2"	-0.362871190169971	6.05332251132285	5.14646072857655e-12	7.28597726533559e-11	TRUE	FALSE	FALSE
"RIMS3"	1.36751478166836	0.0577310795332236	5.15031705515013e-12	7.28653989817278e-11	TRUE	TRUE	FALSE
"C1orf132"	-0.654037429468232	3.96193254999943	5.26074561502862e-12	7.43777631719416e-11	TRUE	FALSE	FALSE
"GATA6"	-0.425508958975996	6.73683083701132	5.31678101543277e-12	7.51195901214667e-11	TRUE	FALSE	FALSE
"ULK1"	-0.359563264355453	7.7308990904284	5.35418872866944e-12	7.55974127065352e-11	TRUE	FALSE	FALSE
"SF3B3"	-0.351983121991874	8.84193844074489	5.47691657191463e-12	7.72784490984284e-11	TRUE	FALSE	FALSE
"TBRG4"	-0.332581954124474	6.54372343462222	5.53694415067645e-12	7.80731361968875e-11	TRUE	FALSE	FALSE
"TMEM131"	-0.433686211604254	6.71420515102774	5.5436711586271e-12	7.80841889266172e-11	TRUE	FALSE	FALSE
"PGAP1"	-0.511957222249059	5.38461697624836	5.54514130039966e-12	7.80841889266172e-11	TRUE	FALSE	FALSE
"CCDC22"	-0.433455241225092	4.81180807365967	5.63222146256193e-12	7.92574330863925e-11	TRUE	FALSE	FALSE
"KCNAB2"	-0.407181958085386	4.65833760509646	5.67940208208517e-12	7.98680135255047e-11	TRUE	FALSE	FALSE
"TNFRSF1A"	-0.425669444320827	6.2514492522035	5.69642036999779e-12	8.00538969408762e-11	TRUE	FALSE	FALSE
"MED12"	-0.433040663156811	7.46901503639412	6.29185106517851e-12	8.83147696881591e-11	TRUE	FALSE	FALSE
"NFRKB"	-0.398890374285758	6.19097237895311	6.29262647403051e-12	8.83147696881591e-11	TRUE	FALSE	FALSE
"MAB21L3"	-0.73572170652464	2.64032984183174	6.33961077000324e-12	8.89149404000588e-11	TRUE	FALSE	FALSE
"RBPMS"	-0.487681933410419	7.56775299547139	6.46237868827987e-12	9.05764933115794e-11	TRUE	FALSE	FALSE
"DISP1"	0.763245359553877	2.27385233789274	6.6550461118894e-12	9.32091264321438e-11	TRUE	FALSE	FALSE
"PVT1"	-0.552731033369944	3.48428841488605	6.65905892340152e-12	9.32091264321438e-11	TRUE	FALSE	FALSE
"NFKBIA"	-0.455985836951248	6.7819176770979	6.68168014375790e-12	9.3463661293761e-11	TRUE	FALSE	FALSE
"JDP2"	-0.402552963544583	5.95719895987929	6.76083486525647e-12	9.45081269220257e-11	TRUE	FALSE	FALSE
"FXYD5"	-0.416331912513703	7.07533634646782	6.76733930316492e-12	9.45363194698091e-11	TRUE	FALSE	FALSE
"MSI2"	-0.348548477745705	7.02206650571158	7.0792981751433e-12	9.88286914231734e-11	TRUE	FALSE	FALSE
"CDK19"	-0.451031906393744	6.26986531007393	7.11762892207139e-12	9.92979939552026e-11	TRUE	FALSE	FALSE
"AP000350.10"	-0.543608291129796	4.64218833535615	7.17205270860549e-12	9.99910406085263e-11	TRUE	FALSE	FALSE
"TPM3P9"	-0.550378436402211	4.07738313017252	7.19962783514552e-12	1.00309100512682e-10	TRUE	FALSE	FALSE
"FRYL"	-0.475427193785158	5.46521852816859	7.31781266209299e-12	1.01888328843127e-10	TRUE	FALSE	FALSE
"MC1R"	0.674714253651031	2.70129226645103	7.33371749889416e-12	1.02042333442341e-10	TRUE	FALSE	FALSE
"CNOT1"	-0.348216108429089	8.70750238230018	7.43474542707538e-12	1.03379767106779e-10	TRUE	FALSE	FALSE
"OGFRL1"	1.03858127265309	1.95422859316865	7.46415727435414e-12	1.03669988437111e-10	TRUE	FALSE	FALSE
"NIPSNAP1"	0.358110391755884	5.97308274782196	7.46545962494528e-12	1.03669988437111e-10	TRUE	FALSE	FALSE
"CBX7"	0.531448372232559	3.34524842214003	7.55808753482806e-12	1.04887135710598e-10	TRUE	FALSE	FALSE
"GPT"	-1.44701449384411	0.155727792768263	7.78208512482641e-12	1.07924559078073e-10	TRUE	TRUE	FALSE
"NPM2"	1.54425086020762	0.0765631498797043	7.84155534551207e-12	1.08677766387209e-10	TRUE	TRUE	TRUE
"C9orf16"	0.513511690148079	5.55249420679232	7.91149133413278e-12	1.09574935203709e-10	TRUE	FALSE	FALSE
"RALGDS"	-0.371839067125422	6.69027932477962	7.95416287956042e-12	1.10093557963745e-10	TRUE	FALSE	FALSE
"DOC2A"	0.638095232919015	4.15713132915553	8.04153507108131e-12	1.11229795014707e-10	TRUE	FALSE	FALSE
"CCDC121"	0.8237963390701	2.53375858622564	8.08207772329183e-12	1.1171722396251e-10	TRUE	FALSE	FALSE
"NFX1"	-0.378449900844226	5.33570375618005	8.09496977107335e-12	1.11822054555693e-10	TRUE	FALSE	FALSE
"WDR5B"	0.826433284860734	2.40924243555363	8.45001729812564e-12	1.16650107734151e-10	TRUE	FALSE	FALSE
"UIMC1"	-0.404053534819743	5.36986220877846	8.49432599556331e-12	1.17184984559618e-10	TRUE	FALSE	FALSE
"RILPL2"	0.886290501559899	1.90615077982397	8.59734016217628e-12	1.1852851299503e-10	TRUE	FALSE	FALSE
"LCLAT1"	-0.415407340192039	5.07631713626149	8.70551957658858e-12	1.19941448921135e-10	TRUE	FALSE	FALSE
"MAP3K14"	-0.583794553650459	3.55457495195246	8.73030966487804e-12	1.20204381307399e-10	TRUE	FALSE	FALSE
"PTK2"	-0.33810395461721	7.04563186002015	8.76750541704299e-12	1.20637667612951e-10	TRUE	FALSE	FALSE
"TOMM40"	-0.380854009035274	6.65775409277901	9.13706708519685e-12	1.25640636564463e-10	TRUE	FALSE	FALSE
"FUT4"	0.958265245014139	1.86189410005899	9.40896405724675e-12	1.29295001193712e-10	TRUE	FALSE	FALSE
"CCDC24"	0.776224348169891	2.2978043771162	9.47078119704154e-12	1.30059632788056e-10	TRUE	FALSE	FALSE
"GRB7"	-0.440666021597119	4.96675539371574	9.63183212073546e-12	1.32185130589846e-10	TRUE	FALSE	FALSE
"MGAT4B"	0.338177157969977	6.31151867301404	9.68058240268789e-12	1.32767675061864e-10	TRUE	FALSE	FALSE
"PLOD1"	-0.405289043702965	7.71064415494225	9.90310974363828e-12	1.35731236082943e-10	TRUE	FALSE	FALSE
"ZNF664"	0.363916098987555	6.95983120850691	9.91253154747016e-12	1.35772034836805e-10	TRUE	FALSE	FALSE
"ZHX1"	0.725210630280038	2.47475346525074	1.01621426955424e-11	1.39100518534306e-10	TRUE	FALSE	FALSE
"DNAJA1"	0.573099572940752	5.56984491790968	1.02525033277199e-11	1.40180346814481e-10	TRUE	FALSE	FALSE
"LPCAT3"	0.50076710908438	6.21423230748013	1.02543394304147e-11	1.40180346814481e-10	TRUE	FALSE	FALSE
"STK11IP"	-0.411007931517367	4.88709231361419	1.06642404684595e-11	1.45689292936814e-10	TRUE	FALSE	FALSE
"ECHDC2"	0.404284939805622	6.28847279002097	1.07236138406292e-11	1.46405475804727e-10	TRUE	FALSE	FALSE
"NR3C1"	-2.08229351031085	-1.21038060215166	1.088185761455e-11	1.48469697220278e-10	TRUE	TRUE	TRUE
"ZNF143"	-0.497507698661896	4.39307264391466	1.10906715799659e-11	1.51220768610719e-10	TRUE	FALSE	FALSE
"PTPRF"	-0.370019022632973	10.9858223525717	1.11729278645177e-11	1.52243789388053e-10	TRUE	FALSE	FALSE
"PYURF"	0.460889615120504	4.49456421534318	1.130788449204e-11	1.53883652912994e-10	TRUE	FALSE	FALSE
"PIGY"	0.460889615120504	4.49456421534318	1.130788449204e-11	1.53883652912994e-10	TRUE	FALSE	FALSE
"CH17-270A2.2"	0.879651312920324	1.81754871037863	1.13468109959245e-11	1.54313699444897e-10	TRUE	FALSE	FALSE
"ABCA5"	2.15159893839206	-0.701956986582862	1.14530381650499e-11	1.5565787224835e-10	TRUE	TRUE	TRUE
"CSNK2A2"	-0.375358849803603	7.41146759130956	1.15174880889974e-11	1.56432884643984e-10	TRUE	FALSE	FALSE
"CBS"	-0.695541907036019	5.07526701406326	1.18492029832218e-11	1.60834606987468e-10	TRUE	FALSE	FALSE
"TXNDC12"	0.36350819547979	6.07839046428695	1.20602963781624e-11	1.635944645862e-10	TRUE	FALSE	FALSE
"ATP6V1B2"	-0.393718732573552	7.19709509445553	1.25461706023587e-11	1.70075694922322e-10	TRUE	FALSE	FALSE
"ZNF536"	-1.96289167091177	-0.853501167112367	1.26602782889191e-11	1.71512168768084e-10	TRUE	TRUE	TRUE
"PRKAR1B"	-0.511866885690182	4.13952584874368	1.29612593535604e-11	1.75476792764848e-10	TRUE	FALSE	FALSE
"PYGL"	-0.354641155902554	7.96210581051917	1.32462161187898e-11	1.79219517507018e-10	TRUE	FALSE	FALSE
"ELF4"	-0.346075029834757	7.3032864820412	1.33543202485074e-11	1.80566181229176e-10	TRUE	FALSE	FALSE
"CSTF3"	0.523165034662961	5.27295999785426	1.36186862948113e-11	1.84022607752723e-10	TRUE	FALSE	FALSE
"PBX3"	0.629736000007511	3.39595028424628	1.36526275808718e-11	1.84362982447849e-10	TRUE	FALSE	FALSE
"MICAL2"	-0.461533624326045	4.884492795807	1.37129575681101e-11	1.8505904172313e-10	TRUE	FALSE	FALSE
"VPS37B"	-0.347273552243577	6.53475541343574	1.3820831473956e-11	1.86395413463736e-10	TRUE	FALSE	FALSE
"RERE"	-0.40496727396483	6.29770218020595	1.39878807546863e-11	1.88527636582355e-10	TRUE	FALSE	FALSE
"SPA17"	0.710997608368432	2.99256055899016	1.40157229483659e-11	1.88782109738028e-10	TRUE	FALSE	FALSE
"BICDL1"	1.04313858865989	1.49386703011247	1.41120471898585e-11	1.899580741863e-10	TRUE	FALSE	FALSE
"CHTOP"	-0.330312015305934	6.7225798754969	1.41370351630525e-11	1.90172913630181e-10	TRUE	FALSE	FALSE
"NFYC"	-0.381077849252268	6.58047381856668	1.4269569967901e-11	1.91833287137079e-10	TRUE	FALSE	FALSE
"FHDC1"	-0.436325214180334	5.16196622243789	1.43909550008729e-11	1.9334174620433e-10	TRUE	FALSE	FALSE
"TMEM263"	-0.364118509165668	6.39421594468738	1.44967399483056e-11	1.9463882966922e-10	TRUE	FALSE	FALSE
"KANK1"	-0.47642265229926	5.05252044729869	1.45493946176594e-11	1.95221367525868e-10	TRUE	FALSE	FALSE
"HTRA4"	-0.354061568819838	8.64450498175266	1.46959959408951e-11	1.97062922018393e-10	TRUE	FALSE	FALSE
"FZD8"	0.868390711153996	1.74879571834226	1.47617722177417e-11	1.9781901624615e-10	TRUE	FALSE	FALSE
"AC067956.1"	-1.38153060787108	0.167495133325824	1.48456311448407e-11	1.9881631640001e-10	TRUE	TRUE	FALSE
"HTR2C"	1.33112821008628	1.03338598886306	1.50171924852732e-11	2.00986135257157e-10	TRUE	TRUE	FALSE
"SERINC2"	-0.439997998862106	5.43705232844027	1.50647966456754e-11	2.01495241992252e-10	TRUE	FALSE	FALSE
"BIRC7"	-0.972612361482789	2.03989406130119	1.51647156804223e-11	2.02702982565848e-10	TRUE	FALSE	FALSE
"GGT7"	0.373385636588844	5.52917715572146	1.5263290032398e-11	2.03891228803105e-10	TRUE	FALSE	FALSE
"HSPA2"	-0.404181762664378	7.12015743436926	1.57659599598684e-11	2.10472568133452e-10	TRUE	FALSE	FALSE
"HECTD2"	1.14110781399484	1.05067724086605	1.60732686929036e-11	2.14439188274039e-10	TRUE	FALSE	FALSE
"CATSPERG"	1.51776357693858	-0.192797115398815	1.61393083497135e-11	2.15183968161433e-10	TRUE	TRUE	TRUE
"PER1"	-0.407282488173826	5.80013639607926	1.62508602461948e-11	2.16534232730133e-10	TRUE	FALSE	FALSE
"OSBPL7"	0.717881102077995	2.68274916880223	1.64229742808121e-11	2.18689239064215e-10	TRUE	FALSE	FALSE
"CXADR"	1.14191748313233	0.54549515473618	1.70912983086659e-11	2.27354187610954e-10	TRUE	FALSE	FALSE
"CHML"	-0.408612680803138	5.38992153732189	1.70952735771267e-11	2.27354187610954e-10	TRUE	FALSE	FALSE
"HOXD8"	1.77530660708956	-0.461332600047647	1.7156543342599e-11	2.28025073851855e-10	TRUE	TRUE	TRUE
"BMPR1A"	1.4101489490325	0.18209471023864	1.76472671427514e-11	2.34399325112989e-10	TRUE	TRUE	FALSE
"HSP90B1"	-0.361061931986713	10.5931775926816	1.7660595388435e-11	2.3442854596898e-10	TRUE	FALSE	FALSE
"DNAJC2"	-0.440764016133321	4.70821881202583	1.79492109918216e-11	2.38109621381432e-10	TRUE	FALSE	FALSE
"YIPF1"	0.444508300236521	4.30998082521101	1.79701322662898e-11	2.38237134249001e-10	TRUE	FALSE	FALSE
"CORO6"	-1.1504790858049	2.03443050747687	1.80104796683892e-11	2.38621864587602e-10	TRUE	FALSE	FALSE
"SLC22A18"	1.04476520037253	1.43876979162848	1.81690097877445e-11	2.40570936636471e-10	TRUE	FALSE	FALSE
"NUP160"	-0.401938656325795	7.09077104884653	1.86081932815739e-11	2.46231281199519e-10	TRUE	FALSE	FALSE
"CBX2"	0.618380474964931	3.66380184912927	1.86782714600779e-11	2.47003431624608e-10	TRUE	FALSE	FALSE
"MFN2"	-0.358425638141095	6.4828485359428	1.87269312026265e-11	2.47410843998316e-10	TRUE	FALSE	FALSE
"FAM102B"	0.631225782562957	3.88412340657134	1.8732568887179e-11	2.47410843998316e-10	TRUE	FALSE	FALSE
"UTP4"	-0.484766300346975	4.33543661899947	1.88054053684253e-11	2.48217211460682e-10	TRUE	FALSE	FALSE
"HES6"	0.74005965728177	2.21501444718314	1.89556855148951e-11	2.50044127148892e-10	TRUE	FALSE	FALSE
"PLXNB2"	-0.337882165126119	7.73868199800575	1.90199302590875e-11	2.50734574992452e-10	TRUE	FALSE	FALSE
"CANX"	-0.339723533929708	10.3995940497821	1.91317027852423e-11	2.52050313241973e-10	TRUE	FALSE	FALSE
"UNC119"	0.549734693125804	3.68078119534006	1.93184922567751e-11	2.54284016679556e-10	TRUE	FALSE	FALSE
"MARS"	-0.431806872405691	7.50773432859694	1.93253921344332e-11	2.54284016679556e-10	TRUE	FALSE	FALSE
"TPM1"	-0.348857504735823	9.69220359584368	1.93590006095392e-11	2.54567232734427e-10	TRUE	FALSE	FALSE
"MARCH2"	0.651005728090928	2.97786812718531	1.94675966957015e-11	2.55835553332282e-10	TRUE	FALSE	FALSE
"APMAP"	0.357571904733477	7.29245991876689	1.97239235801546e-11	2.59042502580758e-10	TRUE	FALSE	FALSE
"IKZF3"	-2.18989846532607	-1.3386970907324	1.99884867192058e-11	2.62353558396753e-10	TRUE	TRUE	TRUE
"SPDYA"	-0.396884485143514	6.18551194702898	2.01193104903535e-11	2.63906223405845e-10	TRUE	FALSE	FALSE
"SAMD12"	1.68994575467186	-0.533866638471055	2.02118447616306e-11	2.64955022867772e-10	TRUE	TRUE	TRUE
"FAM89B"	0.582343517792979	3.93374786723626	2.03892031967669e-11	2.67113777700928e-10	TRUE	FALSE	FALSE
"AC090505.5"	-1.07698637202244	1.27365578289563	2.04107840691746e-11	2.67230315227614e-10	TRUE	FALSE	FALSE
"MRPS31P5"	-0.834800980329063	2.41799239794246	2.04235385387858e-11	2.67231219166498e-10	TRUE	FALSE	FALSE
"TES"	-0.393292380022843	5.70745442257948	2.05858527954852e-11	2.69044572235994e-10	TRUE	FALSE	FALSE
"GPR32P1"	-0.61645436321086	3.19725572475916	2.05876697258342e-11	2.69044572235994e-10	TRUE	FALSE	FALSE
"PITPNB"	-0.33643501851691	6.13367713682445	2.08702078475772e-11	2.72543927168496e-10	TRUE	FALSE	FALSE
"RGS16"	-0.388126560706435	7.27022400713451	2.08813205378312e-11	2.72543927168496e-10	TRUE	FALSE	FALSE
"ZCRB1"	0.602761350720243	4.47067040385322	2.10238377350528e-11	2.74234158344658e-10	TRUE	FALSE	FALSE
"CTNND1"	-0.397084629247685	9.7374084968067	2.13386255185532e-11	2.7816799825114e-10	TRUE	FALSE	FALSE
"FTCDNL1"	1.74639695170058	-0.448039781922706	2.14677774758958e-11	2.79678540697106e-10	TRUE	TRUE	TRUE
"INPPL1"	-0.368349489007049	7.28525232216503	2.17291070534335e-11	2.82908139176533e-10	TRUE	FALSE	FALSE
"DIEXF"	-0.401934133971991	5.22185283830785	2.25238339249703e-11	2.93074172614838e-10	TRUE	FALSE	FALSE
"LLGL2"	0.441109672625519	5.0963375094523	2.26405051775004e-11	2.94410421030385e-10	TRUE	FALSE	FALSE
"CPOX"	-0.343566162084125	6.73589094922681	2.34152982622713e-11	3.04217585970574e-10	TRUE	FALSE	FALSE
"TST"	0.732841168230278	2.64958408593543	2.34235699441883e-11	3.04217585970574e-10	TRUE	FALSE	FALSE
"GAPDHP1"	-0.340236942346846	6.02823618170583	2.35725207882485e-11	3.05963476848578e-10	TRUE	FALSE	FALSE
"MPP7"	-0.456637772354622	5.49325880216921	2.3706933909145e-11	3.07466067731593e-10	TRUE	FALSE	FALSE
"SPOP"	-0.378396722639477	5.65714631775656	2.37174765054514e-11	3.07466067731593e-10	TRUE	FALSE	FALSE
"EZR"	-0.340394457056432	9.17409178281191	2.38723455369477e-11	3.09283413949163e-10	TRUE	FALSE	FALSE
