"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"DCLRE1A"	0.164220340949396	3.87941526034979	2.65685475655538	0.0157544301560891	0.160888778930272	-3.29845057793399	FALSE	FALSE	FALSE
"RP11-423H2.3"	-1.12844503931741	-1.06372249575045	-2.59809220703129	0.0178530560654588	0.170804408998506	-3.29882821043965	FALSE	FALSE	FALSE
"LRIG3"	0.275630342511408	2.40392413061681	2.51945055684126	0.0210781423614398	0.18728348812781	-3.30035411887936	FALSE	FALSE	FALSE
"TFAP2C"	-0.124449469338611	8.6137980828877	-2.84187296113337	0.0105754125044755	0.133386286111977	-3.30207248312166	FALSE	FALSE	FALSE
"KCTD9"	-0.143958726139282	5.38558967512447	-2.76216122842135	0.0125674209027901	0.143517453361076	-3.30337622905117	FALSE	FALSE	FALSE
"NEIL2"	-0.204562006833915	2.99241143308412	-2.58337142476735	0.0184188590694373	0.173374300784972	-3.30353159322729	FALSE	FALSE	FALSE
"TAF1A-AS1"	0.331610638409887	1.01028019787568	2.42948041183305	0.0254385021492203	0.206762080992113	-3.30438255578792	FALSE	FALSE	FALSE
"TBC1D3I"	-1.10157434345559	-1.58125447982817	-2.71108190745123	0.0140276587590559	0.150691820203096	-3.30524655027672	FALSE	FALSE	FALSE
"DMTN"	-0.214895455724924	2.99868855966023	-2.58643588590564	0.0182996936911542	0.172755751440108	-3.30543838190338	FALSE	FALSE	FALSE
"CCDC25"	0.244591652043851	4.36807863792869	2.68357145031446	0.0148798245461827	0.156027070129361	-3.30600423160866	FALSE	FALSE	FALSE
"CHMP7"	0.136248285683166	5.22251020448298	2.74236954299857	0.0131150905484775	0.145912892298084	-3.3062928186552	FALSE	FALSE	FALSE
"SYTL5"	-1.0689875094885	-2.26904487923026	-2.79521128017276	0.0117013333214954	0.139581136891632	-3.30680238758039	FALSE	FALSE	FALSE
"RP4-613B23.5"	0.194424928780037	4.92567575379265	2.7222154486656	0.0136961897964107	0.14887715905634	-3.3072184348573	FALSE	FALSE	FALSE
"AC008079.10"	-0.796576411103877	-1.8513771478937	-2.68142810817232	0.0149482482775339	0.156420806877115	-3.30776163370307	FALSE	FALSE	FALSE
"DENND2A"	0.139552018236355	6.02002850580812	2.77659554816401	0.0121818703143915	0.141514671194196	-3.30876144054085	FALSE	FALSE	FALSE
"LYRM5"	0.290116015030773	2.35731773031627	2.50795736499119	0.0215931385948321	0.189454834501763	-3.31087409439524	FALSE	FALSE	FALSE
"RWDD1"	0.187811177469838	3.9762560101188	2.65377600477291	0.015858302640194	0.16136041723584	-3.31113721680186	FALSE	FALSE	FALSE
"AP5M1"	0.206936716906829	3.74329467013178	2.63061924391059	0.0166606938021881	0.165319627847257	-3.31203605923025	FALSE	FALSE	FALSE
"RNF214"	-0.162412907620006	4.331771100016	-2.69826719456537	0.01441865241763	0.152840621011893	-3.31238533849801	FALSE	FALSE	FALSE
"ZNF48"	0.166001373835291	3.8755662554093	2.64458046107264	0.0161724357616964	0.162683045946968	-3.31240929448701	FALSE	FALSE	FALSE
"STAM2"	0.178410044643535	4.5623608086405	2.70012344074492	0.0143613792753517	0.152488314422661	-3.31264636878665	FALSE	FALSE	FALSE
"SREBF1"	-0.129094400373575	6.07266469198427	-2.78041456880478	0.012081771943235	0.141514671194196	-3.31618642598514	FALSE	FALSE	FALSE
"MAP7D3"	-0.15470528447997	4.88479088142186	-2.73023416456522	0.0134621015546741	0.147627606117004	-3.31665592846785	FALSE	FALSE	FALSE
"ORMDL1"	0.172393345429652	5.10684276849899	2.73194588557869	0.0134126289857098	0.147627606117004	-3.31705245518034	FALSE	FALSE	FALSE
"SORBS3"	-0.137678773732675	5.83515375741109	-2.77196769432157	0.0123042331005907	0.142183749038422	-3.31820545430634	FALSE	FALSE	FALSE
"ELMO2"	0.213546078820494	2.81735513000244	2.5396878341091	0.0201993456948372	0.182391520106061	-3.3208857972246	FALSE	FALSE	FALSE
"NPC1L1"	-0.459962467452176	-0.641304289181084	-2.41616519940415	0.0261514258306351	0.210508703317791	-3.32153780851221	FALSE	FALSE	FALSE
"RP11-119D9.1"	-0.269240929544961	2.49977403121007	-2.55143883360226	0.0197050400583239	0.179777554728735	-3.32159721474308	FALSE	FALSE	FALSE
"SLC22A5"	0.160187260733182	4.59941255924981	2.68993970617994	0.0146782807021018	0.154529066102187	-3.32220684552149	FALSE	FALSE	FALSE
"XXYLT1"	0.223225696010001	4.00618312592354	2.64039423526139	0.0163173933740205	0.163764749317349	-3.32254241990349	FALSE	FALSE	FALSE
"RP11-634H22.1"	0.764865934679218	-0.962339622895158	2.56683710069856	0.0190745833118655	0.176937548237675	-3.32268414196872	FALSE	FALSE	FALSE
"ADCY9"	0.151309584897182	4.77025340100841	2.70893973022329	0.0140923078027654	0.150924532879032	-3.32293181464035	FALSE	FALSE	FALSE
"CADPS2"	0.435599948186889	0.0301709457975699	2.41912456660961	0.0259913796323139	0.20962266590135	-3.32317960400484	FALSE	FALSE	FALSE
"KIAA0355"	-0.182623203487292	5.58501795031933	-2.76557963409264	0.0124750711956303	0.143361031662398	-3.32480557622714	FALSE	FALSE	FALSE
"LRRC29"	0.652489291864002	-0.832778386838179	2.51520372222554	0.0212670759007078	0.187688404241437	-3.3249117087462	FALSE	FALSE	FALSE
"LA16c-380H5.5"	0.330067057724757	1.34701589617293	2.4315007416483	0.0253319312509342	0.20629626600518	-3.32552691231952	FALSE	FALSE	FALSE
"KRT8P12"	0.47507152288453	0.426804728111201	2.41043320679182	0.0264640413507617	0.21197395250766	-3.3264625239575	FALSE	FALSE	FALSE
"CNTD2"	-0.675966747383159	-1.08986449907116	-2.5288013366385	0.0206677023683399	0.184955742604693	-3.32704629193409	FALSE	FALSE	FALSE
"SYT16"	-0.976596302756568	-2.24936301086971	-2.60960078662645	0.0174222217582323	0.169366185306378	-3.3273623512227	FALSE	FALSE	FALSE
"BTBD7"	0.442699279713214	2.98582906636632	2.58639040879997	0.0183014567799086	0.172755751440108	-3.32766293743856	FALSE	FALSE	FALSE
"OR7E145P"	-1.07981408139275	-1.98007887865106	-2.70611198503078	0.0141780819502601	0.151458151300293	-3.32990508949003	FALSE	FALSE	FALSE
"CAMKK1"	0.599538919681965	-0.38332419569982	2.45932144053959	0.0239062733919423	0.200322018804557	-3.33084968096206	FALSE	FALSE	FALSE
"BIRC2"	0.221675709173725	5.11993892815063	2.72642328202063	0.0135728712325997	0.148116432049876	-3.33175915758441	FALSE	FALSE	FALSE
"ARNT"	-0.135460765312143	6.4030554387376	-2.78321457579485	0.0120088834814402	0.141514671194196	-3.33295091719346	FALSE	FALSE	FALSE
"AC090505.5"	-0.307482489356098	1.18456710223803	-2.45445247153379	0.0241502272052495	0.201804318249023	-3.33299373869903	FALSE	FALSE	FALSE
"CAPN3"	-0.460817559369551	-0.0629307516364209	-2.41296290820831	0.026325646764042	0.211347589455529	-3.33305219538809	FALSE	FALSE	FALSE
"SARS2"	-0.127520646906473	5.79564236584408	-2.76507302483657	0.0124887163545187	0.14337182491787	-3.33341032500023	FALSE	FALSE	FALSE
"TRAF3"	-0.164670008748939	4.62486929983138	-2.70457197449681	0.0142250043517265	0.15180544157724	-3.33346721838266	FALSE	FALSE	FALSE
"CEP78"	0.196555826780101	4.07878287308917	2.64838879322726	0.0160416269484177	0.161912829645836	-3.33438306337217	FALSE	FALSE	FALSE
"FHL3"	-0.190641028997538	3.34639437029893	-2.60582446131873	0.017562494216572	0.170101840536233	-3.33496615533057	FALSE	FALSE	FALSE
"CABLES1"	-0.230483661830325	2.57933522058639	-2.52736017292298	0.0207304656124238	0.185359927245891	-3.33733312991626	FALSE	FALSE	FALSE
"PNCK"	-0.152115364411681	7.88588499026299	-2.81365854664459	0.011243102772507	0.137014396218034	-3.33734663254209	FALSE	FALSE	FALSE
"PYCR1"	-0.128518346535083	6.3925991433969	-2.78039193360162	0.0120823628953442	0.141514671194196	-3.33784413702238	FALSE	FALSE	FALSE
"RP11-216L13.17"	-0.145096406573884	5.73152197792666	-2.75911397138116	0.0126502950299685	0.143660978491276	-3.33839474002703	FALSE	FALSE	FALSE
"SOGA1"	0.157850534646419	6.06643585193241	2.76549848883729	0.0124772558251163	0.143361031662398	-3.33848518469965	FALSE	FALSE	FALSE
"RP5-1028K7.3"	-0.134309991382146	5.49193019068556	-2.74810771672813	0.012953999895059	0.144845521119593	-3.33859300494603	FALSE	FALSE	FALSE
"INSR"	-0.138476225167771	7.21480006709981	-2.80103651680849	0.011554733382611	0.13881957706606	-3.3390046601845	FALSE	FALSE	FALSE
"PGF"	-0.133295789435625	8.43205375496664	-2.82136768042599	0.0110567531668785	0.135990278633558	-3.33922879423307	FALSE	FALSE	FALSE
"ATF6B"	-1.49758068831782	0.158994331691989	-2.39998267578211	0.0270430000447106	0.214168360504464	-3.33994466656296	FALSE	TRUE	FALSE
"CHST8"	0.261205975210552	1.88373535645749	2.45004446679689	0.0243730954843355	0.202382195298783	-3.34060652385341	FALSE	FALSE	FALSE
"MBTPS1"	0.121263232417411	7.07134938164717	2.79210263704911	0.0117802945460465	0.139959510947085	-3.34128685055528	FALSE	FALSE	FALSE
"AC114271.2"	0.291484892259001	2.5500142176128	2.49117548411742	0.0223664186122344	0.193499373505269	-3.34141148703408	FALSE	FALSE	FALSE
"ZFP36L1"	-0.182397893859678	8.88657881234337	-2.82623989731805	0.010940512263421	0.13533343003008	-3.34330904274253	FALSE	FALSE	FALSE
"BARD1"	0.193304418874793	4.03405398961884	2.64358001117192	0.0162069669713619	0.162811619560663	-3.34386409110077	FALSE	FALSE	FALSE
"FBXO4"	0.16781177420417	3.52574724125586	2.60032300737722	0.0177687632675532	0.170804408998506	-3.34480764983375	FALSE	FALSE	FALSE
"C17orf58"	0.233671200463371	2.4520065638318	2.49278253796946	0.022291256088923	0.193253277720451	-3.34522452296685	FALSE	FALSE	FALSE
"ASAH1"	0.23473630891446	3.87666124437333	2.61154819376159	0.0173503004994241	0.169133306068921	-3.34621443103978	FALSE	FALSE	FALSE
"CCDC85B"	0.429362706080951	1.82708002252916	2.43959595822133	0.0249090909847299	0.204747431005801	-3.35051526832179	FALSE	FALSE	FALSE
"RABGGTB"	0.214457482878348	5.32120438850469	2.72564924441108	0.0135954760203694	0.148241354992288	-3.35112077431089	FALSE	FALSE	FALSE
"ARF1"	-0.11152814827655	9.18170482066	-2.82566013606425	0.0109542823950407	0.135424244679534	-3.35205478104733	FALSE	FALSE	FALSE
"NR3C1"	-0.580502070969672	-1.51727954601261	-2.45190174302491	0.0242789578599997	0.202118341823837	-3.3521512586086	FALSE	FALSE	FALSE
"TM2D3"	0.205187175695782	4.43467140473004	2.66556077636852	0.0154641917047486	0.159144436957613	-3.35300588372511	FALSE	FALSE	FALSE
"FOXH1"	-0.330229491938199	1.14252803071712	-2.43129560340069	0.0253427330588903	0.20629626600518	-3.35324987269557	FALSE	FALSE	FALSE
"HAVCR2"	-0.316127295683967	1.17780680455987	-2.43268859055251	0.0252694682371551	0.206008753051048	-3.35407511932571	FALSE	FALSE	FALSE
"SENP8"	0.462528012351621	0.800642682838826	2.39160151868628	0.0275158339405903	0.215491858525007	-3.35626116779503	FALSE	FALSE	FALSE
"MYH3"	-0.555168068208782	-0.657585254329399	-2.42309058432714	0.0257783278299215	0.208703402792132	-3.35666612262708	FALSE	FALSE	FALSE
"CTD-3051D23.4"	1.12635279379169	-1.98011415857918	2.90313518579742	0.00925442249538667	0.124331672450679	-3.35679306106893	FALSE	FALSE	FALSE
"TLE4"	0.343456599280012	1.2429144854054	2.40270343217286	0.0268911424520415	0.213688723838064	-3.35829056613521	FALSE	FALSE	FALSE
"DDX46"	-0.133757321496559	6.65835702317126	-2.77729714422902	0.0121634217862955	0.141514671194196	-3.35927242745823	FALSE	FALSE	FALSE
"RP11-295G20.2"	0.408200316639176	1.04591773153888	2.40159659018092	0.0269528239725019	0.214017410405098	-3.36011910369361	FALSE	FALSE	FALSE
"EGR4"	-1.44332517698522	-2.83871042402277	-3.16033355268746	0.00525142238102304	0.0901601172604982	-3.36179051652835	FALSE	TRUE	FALSE
"NUDT4"	-0.145076986394174	5.92484257624223	-2.7523865783817	0.0128351103073429	0.144513326421425	-3.36185166347364	FALSE	FALSE	FALSE
"STARD9"	0.474226821945036	0.0826973379734905	2.39551892508236	0.0272938765488155	0.214935821635534	-3.36217278241448	FALSE	FALSE	FALSE
"MRPS36P1"	1.25914777882797	-2.7201046987938	3.07836309142552	0.00629709788938709	0.100268075689969	-3.36350373008943	FALSE	TRUE	FALSE
"DUSP18"	0.275076295741102	1.78117267994618	2.4327601447922	0.0252657101643751	0.206008753051048	-3.36403599656989	FALSE	FALSE	FALSE
"TP53TG3D"	0.488436408958639	0.191639699974315	2.39098963059899	0.0275506547002108	0.215537348724879	-3.36470423450924	FALSE	FALSE	FALSE
"MAP4K3"	0.145956379867195	5.6219667197563	2.73621337588301	0.0132900440152205	0.147042052113779	-3.36520560202744	FALSE	FALSE	FALSE
"PCAT7"	0.288759034400239	2.05353152508177	2.45348720790634	0.0241988668982867	0.201963314040068	-3.36569591103847	FALSE	FALSE	FALSE
"DAZAP1"	-0.133315012251741	7.39492273116585	-2.78902247536831	0.0118590359057137	0.140551678578416	-3.36695996266213	FALSE	FALSE	FALSE
"ATG5"	0.17117190516621	4.30841662981245	2.6514516416818	0.0159371540853958	0.161642796323037	-3.36776829752607	FALSE	FALSE	FALSE
"LBR"	0.120188542403369	7.02576487254265	2.77697450000063	0.0121719024181989	0.141514671194196	-3.36804249394552	FALSE	FALSE	FALSE
"CTSB"	0.116926211550226	8.28427786158643	2.80057288327357	0.0115663365364912	0.13881957706606	-3.36835795385404	FALSE	FALSE	FALSE
"RHNO1"	0.140736928823717	5.22409222364848	2.7091079602552	0.014087220501405	0.150924532879032	-3.36887461007183	FALSE	FALSE	FALSE
"CNN2"	-0.139950048319124	6.9637490526003	-2.77752651820766	0.0121573961839893	0.141514671194196	-3.36896427649666	FALSE	FALSE	FALSE
"PCNX2"	0.577204457507665	-0.61655053454086	2.44886062521537	0.0244332778506373	0.202722107602019	-3.36938440402921	FALSE	FALSE	FALSE
"RP11-347I19.7"	0.780592193152153	-1.68509549839262	2.66991786007376	0.0153208532661743	0.158132824549353	-3.3741842914782	FALSE	FALSE	FALSE
"UGCG"	-0.177794707087334	4.06874505415941	-2.64796769977102	0.0160560411064452	0.161913145978159	-3.37642641063173	FALSE	FALSE	FALSE
"TRMT1"	-0.122154881425509	5.48737390889651	-2.72889642783826	0.0135008864133679	0.147747531121114	-3.37871186714856	FALSE	FALSE	FALSE
"NEIL1"	-0.178117412298823	4.29859602781665	-2.65681139289254	0.0157558886800129	0.160888778930272	-3.37892043569442	FALSE	FALSE	FALSE
"EFHC1"	0.22029617503922	3.85165754712479	2.60867693833368	0.0174564398781467	0.169384363565572	-3.38013312243248	FALSE	FALSE	FALSE
"SAFB"	-0.141635237290072	7.1935319274645	-2.77906120469243	0.0121171538107443	0.141514671194196	-3.38030368539657	FALSE	FALSE	FALSE
"TM9SF1"	-0.155307743714748	6.30853475682089	-2.75654673186092	0.0127205199946759	0.144009648417827	-3.38154063928564	FALSE	FALSE	FALSE
"RGMA"	-0.153473583945809	4.64827970840241	-2.68248010034815	0.0149146272835358	0.156158816279804	-3.38300566265844	FALSE	FALSE	FALSE
"GTF2F1"	-0.149510492791216	6.26939612269493	-2.75352586870433	0.0128036310764071	0.144459457969074	-3.38453929497335	FALSE	FALSE	FALSE
"TARSL2"	0.241632851942497	2.68078938584086	2.49410955330949	0.0222293701101247	0.192937533162806	-3.3851803009658	FALSE	FALSE	FALSE
"MBIP"	0.185557949493899	4.3497911122447	2.65003934532938	0.0159852465115633	0.161853647170122	-3.38553593368278	FALSE	FALSE	FALSE
"PRAME"	-0.689545227679579	1.91078173267427	-2.44713262089428	0.0245213735024212	0.203210558298038	-3.38658698852122	FALSE	FALSE	FALSE
"CBR3-AS1"	-0.185022163396902	3.99911015334626	-2.62967768971343	0.0166941210420552	0.16541785224456	-3.387000095694	FALSE	FALSE	FALSE
"APLF"	0.445198362969135	0.387349265309543	2.37066409246879	0.0287309361594448	0.220089418594496	-3.38700184693813	FALSE	FALSE	FALSE
"TMEM187"	0.296824339088924	1.76722252799313	2.40938104219837	0.026521802892438	0.212114009009908	-3.38759050323373	FALSE	FALSE	FALSE
"TNFRSF1A"	-0.15180492031193	6.24156155810411	-2.75157992858123	0.012857443233383	0.144568324204571	-3.38772222254043	FALSE	FALSE	FALSE
"CLDN10"	-0.568518888972118	-0.186071188462294	-2.36921181794985	0.0288170455307889	0.220369585931567	-3.38789198945171	FALSE	FALSE	FALSE
"LINC00205"	0.219340128851323	3.49334556503108	2.56278896508979	0.0192384556134095	0.17775320436495	-3.38800272316013	FALSE	FALSE	FALSE
"SFI1"	0.172238223068514	3.61890366897243	2.5811531886171	0.0185055755931547	0.173570104828761	-3.38819990608865	FALSE	FALSE	FALSE
"MAP9"	0.363115721563862	1.33148023029462	2.38908078026934	0.0276595460016196	0.215651477501419	-3.38824330479265	FALSE	FALSE	FALSE
"RBBP8NL"	0.122671744031117	5.31772171296993	2.71047186804901	0.0140460403487139	0.150716778227456	-3.38906810852738	FALSE	FALSE	FALSE
"TEAD2"	-0.169983413791407	4.52870325570003	-2.66795702845586	0.0153852031689052	0.158563938334715	-3.38938583405853	FALSE	FALSE	FALSE
"PLEKHM3"	-0.165056110206255	5.85241886906083	-2.74141710533903	0.0131420134172301	0.145940413833959	-3.38956259612142	FALSE	FALSE	FALSE
"AF011889.5"	0.15800106130393	5.13664396321637	2.69339568417238	0.0145699965644754	0.153688311399217	-3.38994886507638	FALSE	FALSE	FALSE
"PPP1R12B"	-0.124004979948635	5.53081217614258	-2.72407369382135	0.0136415990737386	0.14836031290004	-3.39306617897818	FALSE	FALSE	FALSE
"OPHN1"	0.16248694036367	3.97873316648225	2.61304227393653	0.0172953123037914	0.168974768770644	-3.3934085735865	FALSE	FALSE	FALSE
"ZNF860"	-0.184185582347757	3.17043279264953	-2.56850182435152	0.0190075772432839	0.176471406878369	-3.39654024086887	FALSE	FALSE	FALSE
"PKN1"	-0.118950929788105	6.44437298694784	-2.75136111082308	0.0128635078315616	0.144568324204571	-3.39683129530308	FALSE	FALSE	FALSE
"REEP1"	-0.20297243874049	3.2443775741552	-2.56289691356464	0.0192340685490912	0.17775320436495	-3.3968901876193	FALSE	FALSE	FALSE
"TMPPE"	0.217833447733482	3.18352342706854	2.54014626587163	0.0201798444465752	0.182356331200629	-3.3985128884816	FALSE	FALSE	FALSE
"TSC22D3"	-0.160605245479589	4.13711383281981	-2.65109439022418	0.01594930643368	0.161660813290856	-3.39871180187474	FALSE	FALSE	FALSE
"CTSH"	-0.145003207977698	5.83679803614447	-2.73114990192978	0.0134356130565289	0.147627606117004	-3.39933498220488	FALSE	FALSE	FALSE
"MGEA5"	0.124194420256095	6.86916292411485	2.75784637985824	0.0126849225928642	0.143821625049126	-3.40008774059459	FALSE	FALSE	FALSE
"SGK223"	-0.167973644876439	4.44902989821446	-2.65411781540095	0.0158467384147378	0.16136041723584	-3.40107218300437	FALSE	FALSE	FALSE
"SLX1A-SULT1A3"	-0.237785630442439	2.52653770743358	-2.47632828509853	0.0230721798049401	0.196659751343782	-3.40223897808602	FALSE	FALSE	FALSE
"KIAA1551"	0.349228593015932	2.96371545838685	2.49852224806593	0.0220247416307469	0.191645273520576	-3.40307931367979	FALSE	FALSE	FALSE
"RP11-325K4.2"	-0.367359149993031	0.532356261180537	-2.36490983350396	0.0290735338520903	0.221249270454961	-3.40321212925011	FALSE	FALSE	FALSE
"RAB36"	-0.231732521927154	2.0400646955895	-2.44434390662492	0.0246641731570622	0.203835022254481	-3.40362920627546	FALSE	FALSE	FALSE
"ANKRD24"	-0.206361568058692	2.61221953367065	-2.48856880624221	0.022488840652585	0.194080261035377	-3.40399669200307	FALSE	FALSE	FALSE
"RNASEH2C"	0.182017493148244	4.12696709577298	2.61223429397425	0.0173250286894544	0.169123750867492	-3.40492699503803	FALSE	FALSE	FALSE
"KIF26A"	0.140688282603287	5.05196189968587	2.68296072298213	0.0148992908684943	0.156153463400846	-3.40497211680302	FALSE	FALSE	FALSE
"WDR74"	-0.130517211768368	5.2450851821863	-2.70330178081394	0.014263817134146	0.151988655411189	-3.40604365399406	FALSE	FALSE	FALSE
"ZFP42"	-0.119330540266138	6.90953509997488	-2.75929354193573	0.0126453969115457	0.143660978491276	-3.40652929424306	FALSE	FALSE	FALSE
"ADAMTS3"	1.02632644250794	-1.81703704955013	2.75511312423176	0.012759897387487	0.144265455183842	-3.40688546989455	FALSE	FALSE	FALSE
"HUNK"	-0.251839312170803	4.98024907514064	-2.68800405306553	0.0147392639197138	0.154861513083637	-3.4075875759101	FALSE	FALSE	FALSE
"DMXL2"	0.223692369559933	4.19852505053188	2.61952326181859	0.017058692856906	0.167846064326755	-3.40775596181469	FALSE	FALSE	FALSE
"CHN2"	-0.121448400870578	5.63418152142524	-2.71988928995557	0.013764820631958	0.149030069936652	-3.40849348946807	FALSE	FALSE	FALSE
"RPE"	0.185684011189339	6.0916457174781	2.73086946643607	0.0134437196041229	0.147627606117004	-3.40902691996975	FALSE	FALSE	FALSE
"C21orf58"	0.182629901001284	3.90989649274414	2.59268315687943	0.018059016887062	0.17167475168901	-3.40942218136056	FALSE	FALSE	FALSE
"GS1-259H13.2"	1.23573855266738	-2.08484928882455	2.97901166748178	0.00783782224383161	0.113951710952109	-3.41009687355638	FALSE	TRUE	FALSE
"PCDHA6"	0.266764032785364	2.71480826483094	2.47867953319112	0.0229590366617267	0.196368277026364	-3.41059239881837	FALSE	FALSE	FALSE
"FAR1"	0.226138448968057	5.00702720165024	2.67629398942219	0.0151133694754	0.157457092665072	-3.41203972442358	FALSE	FALSE	FALSE
"AC006978.6"	-0.170620418774671	4.55891574450746	-2.66577180957833	0.0154572198781821	0.159144436957613	-3.41268679466509	FALSE	FALSE	FALSE
"DNAJC25-GNG10"	0.20933073585816	3.55877777122582	2.55970235461418	0.019364297236342	0.178406036925152	-3.41277998239084	FALSE	FALSE	FALSE
"DDHD1"	-0.138196912734744	5.80740998752863	-2.72488820741158	0.0136177361830706	0.148253865856623	-3.41279453889121	FALSE	FALSE	FALSE
"EML2"	0.123068094229906	5.52758100494502	2.70757566425952	0.0141336221170763	0.151213247089044	-3.41310265711205	FALSE	FALSE	FALSE
"INPP5F"	0.153616149316398	3.72115950713311	2.57777431048342	0.0186384070761269	0.17391370123462	-3.41530787571036	FALSE	FALSE	FALSE
"DUSP27"	-1.21287227504158	-2.80559635800149	-2.74647087008649	0.0129997580629276	0.145049207284763	-3.41533241585226	FALSE	TRUE	FALSE
"STOX2"	0.285514152268248	2.47273209263494	2.46080093114959	0.0238326042037402	0.200034017957779	-3.41567317959306	FALSE	FALSE	FALSE
"XBP1"	-0.131123326999454	7.37105228217253	-2.76442276096553	0.0125062516820272	0.143494933515024	-3.41770998009438	FALSE	FALSE	FALSE
"BRI3BP"	0.158799821972839	5.13730772711391	2.67751568032485	0.0150739212985924	0.157279458185313	-3.41845517040125	FALSE	FALSE	FALSE
"NPIPA5"	0.658367505143157	-1.30241701448796	2.5225254432201	0.0209423344060492	0.186699626152277	-3.41907795565421	FALSE	FALSE	FALSE
"PGRMC2"	-0.124463567260204	6.21557864212097	-2.73504609016018	0.0133234678973045	0.147257174566955	-3.41924296514429	FALSE	FALSE	FALSE
"IL32"	-0.444392650413318	-0.331160597854968	-2.35418083950126	0.029722489429258	0.2230763416828	-3.41967172390438	FALSE	FALSE	FALSE
"CCDC102A"	-0.251350590407953	2.14862417472105	-2.45210733641401	0.0242685581546986	0.202118341823837	-3.41981512773238	FALSE	FALSE	FALSE
"RMND5A"	0.118612823068615	6.59373365185493	2.7415042365365	0.0131395482576781	0.145940413833959	-3.42078643452932	FALSE	FALSE	FALSE
"GAR1"	-0.150795999238587	4.62592626905484	-2.65972901125399	0.0156580411749584	0.160341215190523	-3.42129510493888	FALSE	FALSE	FALSE
"RPL39L"	-0.232232660563077	2.40522044834982	-2.46247585737142	0.0237494605042572	0.199723007977119	-3.42165823171729	FALSE	FALSE	FALSE
"TMC5"	-0.149095100188693	4.69988521104514	-2.67055702845782	0.0152999326583237	0.158132824549353	-3.42225340231066	FALSE	FALSE	FALSE
"RP11-767N6.7"	0.909729111692401	-1.4974249310875	2.58196630482993	0.0184737440587306	0.173503295738394	-3.42291755475985	FALSE	FALSE	FALSE
"RXRB"	1.23163748946292	-0.424946781797084	2.36289437274207	0.0291944268280705	0.221625151553201	-3.42293425919797	FALSE	TRUE	FALSE
"TNFRSF21"	-0.138877612708598	5.99406191806117	-2.72525706732598	0.0136069427705606	0.148253865856623	-3.42327945184292	FALSE	FALSE	FALSE
"SMARCD2"	-0.121611455663765	7.26277670764356	-2.75844789594976	0.0126684793246538	0.143789970610537	-3.4233607987426	FALSE	FALSE	FALSE
"ACTG2"	-0.821086296398089	-2.09541046888324	-2.54672893415879	0.0199017752437723	0.180633691204355	-3.42427252461464	FALSE	FALSE	FALSE
"TBKBP1"	-0.16255316129373	3.65624580339258	-2.58611750073597	0.0183120404507526	0.172755751440108	-3.42566157632001	FALSE	FALSE	FALSE
"OXSR1"	-0.116527885062435	7.47461469800584	-2.76199498556355	0.0125719286652321	0.143517453361076	-3.42600269319493	FALSE	FALSE	FALSE
"MAP4K1"	-0.434469035703514	0.00404952718801683	-2.3466239330586	0.0301876334826122	0.225028818395164	-3.42712234168349	FALSE	FALSE	FALSE
"SMARCAL1"	-0.136035719936309	5.38972121672247	-2.70023369634006	0.0143579842503214	0.152488314422661	-3.42728831773326	FALSE	FALSE	FALSE
"TEX9"	0.537406228289682	-0.0187761570739707	2.35700025985575	0.0295506610356963	0.222724230904464	-3.42792599872926	FALSE	FALSE	FALSE
"PAPD7"	-0.131055381144975	6.97213662022873	-2.75121908630003	0.0128674455465476	0.144568324204571	-3.428036425497	FALSE	FALSE	FALSE
"MPV17L2"	0.192145645888603	4.24912854624599	2.61077825776744	0.0173787019232941	0.169133306068921	-3.42822727541508	FALSE	FALSE	FALSE
"PCDHA9"	0.262404922366632	2.68488897439266	2.46516212684964	0.023616681291453	0.1990036032343	-3.42969928088252	FALSE	FALSE	FALSE
"JADE1"	-0.125836891036287	6.30290456850572	-2.73176532579421	0.0134178393636995	0.147627606117004	-3.43059605036168	FALSE	FALSE	FALSE
"RP11-394I13.3"	-0.897905558631109	-2.0130290281796	-2.71390294680749	0.0139429537685067	0.150247815715276	-3.43116906520845	FALSE	FALSE	FALSE
"LDLR"	-0.150613417323697	6.05174868483639	-2.72489254036463	0.0136176093467187	0.148253865856623	-3.43220237486008	FALSE	FALSE	FALSE
"HBM"	-0.473823140098084	0.947487135454874	-2.3938128717426	0.0273903342128374	0.215229203640577	-3.43327955641979	FALSE	FALSE	FALSE
"GSN"	-0.106037761945854	7.58697885574384	-2.75937369108904	0.0126432112811009	0.143660978491276	-3.43339610222895	FALSE	FALSE	FALSE
"RRAGA"	-0.149166440535087	6.45910057612076	-2.73336155822011	0.0133718441242087	0.147482339434859	-3.43397443796669	FALSE	FALSE	FALSE
"RP11-694I15.7"	0.350871853179031	0.909567527428828	2.34559455086516	0.0302515150652018	0.225186719563088	-3.43400672949716	FALSE	FALSE	FALSE
"SGK3"	0.530825458522778	0.345670255209413	2.34128516412843	0.0305203133695193	0.226069241013465	-3.43473396295307	FALSE	FALSE	FALSE
"C1orf226"	0.974887034899667	-1.64264014692138	2.82691438829921	0.0109245130890687	0.13533343003008	-3.43522198412078	FALSE	FALSE	FALSE
