"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"RP11-455F5.6"	0.942168019333601	1.98508864658555	6.58391324484093	2.95271876737073e-06	2.85199328534763e-05	4.72898176127946	TRUE	FALSE	FALSE
"HMGB1"	0.462322547419601	7.26976725002394	6.89390010686187	1.59032488877496e-06	1.69801237237371e-05	4.72838076651926	TRUE	FALSE	FALSE
"TIMD4"	-1.22667802276556	0.434781312116679	-6.57316461287706	3.01745726479744e-06	2.90519902834657e-05	4.7238512866147	TRUE	TRUE	FALSE
"WDR43"	-0.364059941743769	6.31332770494085	-6.86387083829007	1.68761197134473e-06	1.7864941602185e-05	4.72289171294649	TRUE	FALSE	FALSE
"SRC"	-0.297909627750705	7.09795701490162	-6.8867869980832	1.61283238847314e-06	1.72030010610507e-05	4.72164764179895	TRUE	FALSE	FALSE
"IKZF4"	-0.498540500991892	4.08283525545016	-6.73698897762764	2.17176646126251e-06	2.20165699099885e-05	4.72007395157146	TRUE	FALSE	FALSE
"UBE2O"	-0.324463527335443	6.34947701944416	-6.86317547807083	1.68993634044422e-06	1.78776195836994e-05	4.71746348451454	TRUE	FALSE	FALSE
"ZNF737"	0.656568348281511	2.13159453082651	6.58442602550145	2.94966640576121e-06	2.85166005065469e-05	4.71517613468935	TRUE	FALSE	FALSE
"TPSP2"	1.26118573123997	0.129549098187195	6.57458533731788	3.0088168964471e-06	2.89820469778485e-05	4.71315613595697	TRUE	TRUE	FALSE
"PHTF1"	0.69732463870213	1.74520852402389	6.56865188532472	3.04507253723058e-06	2.92445768891001e-05	4.70914762951182	TRUE	FALSE	FALSE
"RHBDF2"	0.416366381759324	4.38294230354243	6.75910101644146	2.07804649407495e-06	2.1236495622145e-05	4.70738838428677	TRUE	FALSE	FALSE
"RP11-119D9.1"	-0.768737657870184	2.49977403121007	-6.6042480615578	2.83413839913907e-06	2.75387267141438e-05	4.70601406846019	TRUE	FALSE	FALSE
"DTD2"	0.630875264970337	2.38640929760718	6.60131119844333	2.85095581195489e-06	2.76766060528303e-05	4.70495144594314	TRUE	FALSE	FALSE
"EPHX1"	0.560807390020602	3.70260147409221	6.70016079425188	2.33767757128961e-06	2.34614176830809e-05	4.70441661091498	TRUE	FALSE	FALSE
"WDR91"	0.420804845448876	4.2325696041912	6.7391895353326	2.16224686473813e-06	2.19517553988306e-05	4.70397722144511	TRUE	FALSE	FALSE
"ZMIZ1"	-0.365264621654517	6.64255387982143	-6.86403933855659	1.68704922628045e-06	1.7864941602185e-05	4.70366963730755	TRUE	FALSE	FALSE
"EPRS"	-0.341611195518503	7.68009123225431	-6.88619507980949	1.61472014642573e-06	1.72135449032736e-05	4.70149280207571	TRUE	FALSE	FALSE
"PSKH1"	0.370146515985905	5.38883455596267	6.81402553255249	1.86291363960037e-06	1.93893966066312e-05	4.69919087346413	TRUE	FALSE	FALSE
"KTN1"	-0.309152750825538	7.1812628557045	-6.87549489500048	1.64924242313475e-06	1.75292335447813e-05	4.69869907466816	TRUE	FALSE	FALSE
"TMEM206"	0.522907233676153	3.12575739971041	6.65494297234564	2.55945719471528e-06	2.52304750883819e-05	4.69613581747841	TRUE	FALSE	FALSE
"CD99L2"	0.429534536031884	4.00603779044783	6.72844699548552	2.20913146807367e-06	2.23018688970474e-05	4.69537473313198	TRUE	FALSE	FALSE
"AARS2"	-0.361918995931885	5.64158466347268	-6.82094027935683	1.83751100815866e-06	1.9162874701916e-05	4.69122433919826	TRUE	FALSE	FALSE
"KLF12"	1.07469543662034	0.919821093920765	6.52677238448416	3.31414718883808e-06	3.12794913441142e-05	4.68793840071682	TRUE	FALSE	FALSE
"KCNC4"	0.793990621993094	1.69485064872417	6.55010325185528	3.16134953744933e-06	3.01207550230247e-05	4.6847066951067	TRUE	FALSE	FALSE
"ZBTB47"	0.907701055416887	1.40435189931044	6.53611716475459	3.25205110928885e-06	3.07761494466662e-05	4.68281609505543	TRUE	FALSE	FALSE
"MLXIP"	0.434157987908198	3.56721581900816	6.68584420631683	2.40566212642007e-06	2.40292453082813e-05	4.68263713918309	TRUE	FALSE	FALSE
"AIM1L"	-0.319896611451325	6.3871004198484	-6.84335962324962	1.75758545579881e-06	1.84113849884922e-05	4.67447657436687	TRUE	FALSE	FALSE
"KRT19"	-0.315686121477137	9.95116704217373	-6.90832245876929	1.54568122531589e-06	1.66129187206656e-05	4.67252994657709	TRUE	FALSE	FALSE
"SEPW1"	0.467466471352098	3.56680087790707	6.68011272810126	2.43344878712041e-06	2.42722690101698e-05	4.67012202925238	TRUE	FALSE	FALSE
"MAPKBP1"	-0.374083462403408	5.74431712319971	-6.81232338635429	1.86922232595907e-06	1.94454506264956e-05	4.66252226575023	TRUE	FALSE	FALSE
"AIP"	-0.463716694021462	4.98256443621649	-6.76815854309934	2.04087354262435e-06	2.0880544948482e-05	4.65872333872858	TRUE	FALSE	FALSE
"GJA5"	-0.757448577354838	3.44703548062752	-6.6621066328545	2.52292160723772e-06	2.49637701165194e-05	4.65821614308832	TRUE	FALSE	FALSE
"SF3B1"	-0.335079957404185	8.82709057712999	-6.88407406746346	1.62150331633029e-06	1.72692562496531e-05	4.65597034601054	TRUE	FALSE	FALSE
"ADIPOR2"	-0.293682147216237	7.70887351235561	-6.86542852702122	1.6824171060502e-06	1.78278665774917e-05	4.65572218032485	TRUE	FALSE	FALSE
"PODXL2"	0.340455089301915	5.58734971302844	6.80657019902945	1.89070948172288e-06	1.96205349467853e-05	4.65571787774942	TRUE	FALSE	FALSE
"EAPP"	-0.339162427528772	5.72912033851198	-6.80392392085367	1.90067848977092e-06	1.96875456061281e-05	4.64783302749366	TRUE	FALSE	FALSE
"CENPB"	0.509696428261043	4.76786902807538	6.7536828857002	2.10061700280359e-06	2.14189727885094e-05	4.64265190028734	TRUE	FALSE	FALSE
"ITIH5"	-0.419301902354797	3.82241279123769	-6.69273270882687	2.37269951056667e-06	2.3756315536881e-05	4.64197485836017	TRUE	FALSE	FALSE
"KAT2B"	0.484566652055493	4.62189061502121	6.743698064911	2.14287749541973e-06	2.17919311252484e-05	4.64013182630342	TRUE	FALSE	FALSE
"CBX6"	0.651501616565272	2.74729575349435	6.59657478320877	2.8782955523872e-06	2.79162864210814e-05	4.63988239253615	TRUE	FALSE	FALSE
"LRCH1"	-0.347101810669856	5.91872430516673	-6.8078643339428	1.88585394621507e-06	1.95894473525476e-05	4.63911840670866	TRUE	FALSE	FALSE
"ATXN7"	-0.462907646626951	5.77550384730868	-6.8005316234546	1.91353745216285e-06	1.97989096106398e-05	4.63877951753914	TRUE	FALSE	FALSE
"NIPAL3"	0.461346313801388	3.97246003953967	6.69157267126833	2.37821762102027e-06	2.38002529237117e-05	4.63751365760851	TRUE	FALSE	FALSE
"RRP1B"	-0.355937724387408	5.80437682856732	-6.8038639224027	1.90090514396965e-06	1.96875456061281e-05	4.63625050049236	TRUE	FALSE	FALSE
"PSD4"	-0.347956216819242	6.60451737461659	-6.82763444132368	1.81325994031442e-06	1.89474870548927e-05	4.63489214235151	TRUE	FALSE	FALSE
"LMO1"	-2.12064079789427	-1.53993956045214	-7.24520352724461	8.01225683085618e-07	9.62841998852346e-06	4.63429111032504	TRUE	TRUE	TRUE
"TMEM9B-AS1"	0.795888115746371	1.41489206702345	6.50548839156784	3.46019183431456e-06	3.24254453655118e-05	4.63006975211933	TRUE	FALSE	FALSE
"BDH2"	0.631617072776555	3.52513137326226	6.65833752307101	2.54207687309395e-06	2.51061375567731e-05	4.62883632136317	TRUE	FALSE	FALSE
"HPS4"	-0.332689549171535	5.54908388756908	-6.7864808687633	1.9677643242545e-06	2.0247468888994e-05	4.62524177947545	TRUE	FALSE	FALSE
"ELMO1"	-0.461915979776113	4.0671326529266	-6.68644618585517	2.4027627740223e-06	2.40116701126916e-05	4.62388343269324	TRUE	FALSE	FALSE
"ZNF395"	-0.311908574178787	8.96327567221478	-6.87085336779255	1.66445412242371e-06	1.76730799107751e-05	4.62371170415297	TRUE	FALSE	FALSE
"BNIP1"	-0.563059925180045	3.77253905416289	-6.66103564667563	2.52834932474961e-06	2.50057309273123e-05	4.62113893137372	TRUE	FALSE	FALSE
"LPCAT1"	-0.398981526006053	7.85089902202296	-6.84980535957381	1.73527828301121e-06	1.82321058902315e-05	4.62022647200984	TRUE	FALSE	FALSE
"CCNE2"	0.858999379174493	1.65606523990119	6.51086655291972	3.42267214490327e-06	3.21399618212255e-05	4.61936415790505	TRUE	FALSE	FALSE
"ELMO2"	0.542102241651345	2.81735513000244	6.58020247131833	2.97490486027797e-06	2.86816227856365e-05	4.60929445481808	TRUE	FALSE	FALSE
"NPC1"	-0.359617111825019	6.31476639385808	-6.80708948269449	1.88875960165569e-06	1.96099604576041e-05	4.60894826576209	TRUE	FALSE	FALSE
"CDK5R2"	1.59172764653145	-0.418957343037349	6.61628645303268	2.76626665234709e-06	2.69413653714026e-05	4.60613641802232	TRUE	TRUE	TRUE
"CYB5R1"	-0.36969571946889	6.98680748528082	-6.82510115998593	1.82239813581898e-06	1.90335345211515e-05	4.6055047258938	TRUE	FALSE	FALSE
"BOLA3-AS1"	-0.469897906644807	4.08864893489346	-6.68450259842145	2.41213681479053e-06	2.40824995925958e-05	4.60538473262885	TRUE	FALSE	FALSE
"H19"	-0.33279475111884	13.6755464856019	-6.91214302516661	1.53407352250236e-06	1.65387885491478e-05	4.60534417223395	TRUE	FALSE	FALSE
"CHST14"	0.404684593002949	5.5049823003485	6.77820709243875	2.0004368345949e-06	2.0516651585967e-05	4.60457875716099	TRUE	FALSE	FALSE
"ZNF503-AS1"	1.83160820763836	-1.04361509012271	6.84990559230662	1.7349337230519e-06	1.82321058902315e-05	4.60200256042242	TRUE	TRUE	TRUE
"CLDN10"	-2.42193641609355	-0.186071188462294	-6.67568654180617	2.45513416025772e-06	2.4434828342298e-05	4.60143138077177	TRUE	TRUE	TRUE
"COQ5"	0.3274722360839	5.52094517380437	6.77356877083976	2.01899811068545e-06	2.06868746107488e-05	4.60138041944051	TRUE	FALSE	FALSE
"ZNF397"	0.384970896037687	4.3245850976309	6.70049144206944	2.33613111080903e-06	2.34570724405638e-05	4.59819900651307	TRUE	FALSE	FALSE
"ADAM11"	1.25980947276011	0.194583062050539	6.51483222133151	3.39527567629008e-06	3.19450100030044e-05	4.59222693354743	TRUE	TRUE	FALSE
"DNM2"	-0.305193898541768	8.84714446789624	-6.85121660849441	1.7304334861233e-06	1.82175471357689e-05	4.58773987126548	TRUE	FALSE	FALSE
"RBM38"	0.423353231954428	4.57625738220002	6.71648093259269	2.26259531723862e-06	2.27838589641246e-05	4.58656866360345	TRUE	FALSE	FALSE
"TRIT1"	-0.41762600836237	5.29188477632301	-6.74917897748006	2.11957196836772e-06	2.15809101428876e-05	4.57661768762425	TRUE	FALSE	FALSE
"SLC22A17"	0.473632453559877	4.02512780350972	6.66621514560006	2.50221126888271e-06	2.48054506307215e-05	4.57634232065191	TRUE	FALSE	FALSE
"TYSND1"	0.433219094585531	4.88781628811616	6.72837775951195	2.20943702592509e-06	2.23018688970474e-05	4.57227480472217	TRUE	FALSE	FALSE
"CRIP1"	0.479607284016875	5.74271381499204	6.77652576034609	2.0071445860681e-06	2.05754296107594e-05	4.57157870774941	TRUE	FALSE	FALSE
"SMG1"	-0.421306953314185	6.84927457720484	-6.80267221314517	1.90541282146021e-06	1.97245339051011e-05	4.56863437243569	TRUE	FALSE	FALSE
"CDK2AP1"	-0.397348650704481	5.15775721014421	-6.7374485467641	2.16977479514379e-06	2.20069695881074e-05	4.56202278778028	TRUE	FALSE	FALSE
"LACTB2"	0.687369523130771	2.43308440599222	6.52585957257109	3.32027810822525e-06	3.13093010867829e-05	4.5598019773176	TRUE	FALSE	FALSE
"INAFM1"	0.704561301836328	1.66165335505086	6.47910731588065	3.6504808458623e-06	3.3906979496885e-05	4.55853806628312	TRUE	FALSE	FALSE
"LINC00342"	0.837174780285475	2.60480903985291	6.54797742784982	3.17496562022141e-06	3.0231815642132e-05	4.55836374239384	TRUE	FALSE	FALSE
"RAD23A"	-0.332371952407277	7.0412088184539	-6.79974318985855	1.91653898125583e-06	1.98202308194086e-05	4.55081337174936	TRUE	FALSE	FALSE
"ADPRHL1"	1.02570191884776	1.10614016124048	6.45571768560256	3.82822339918419e-06	3.52470953353209e-05	4.54870714210354	TRUE	FALSE	FALSE
"ITGAV"	0.477745294760241	5.63930191489256	6.75267104939423	2.10486005685611e-06	2.14518538740836e-05	4.54827420770545	TRUE	FALSE	FALSE
"SLC12A8"	-0.580294401571052	2.75527414396375	-6.54783559884841	3.17587619937521e-06	3.0231815642132e-05	4.54288589156894	TRUE	FALSE	FALSE
"ENTPD4"	0.367827795951478	4.92251239984075	6.71447519557937	2.27168693019416e-06	2.2856100719025e-05	4.54105856579236	TRUE	FALSE	FALSE
"GDAP1"	1.23762698634259	-0.401443810104627	6.53701272646696	3.24616353257608e-06	3.07480579933668e-05	4.54058813111566	TRUE	TRUE	FALSE
"SEC31B"	0.735872755262962	2.19919923932478	6.50053496683506	3.49512412073102e-06	3.26801086228671e-05	4.53827602813364	TRUE	FALSE	FALSE
"MTA3"	-0.31698562800623	6.56511333470117	-6.78239430483109	1.98383231876838e-06	2.03661850034965e-05	4.53809724552533	TRUE	FALSE	FALSE
"POLR2K"	0.449121836822827	3.99505410740165	6.64914402433396	2.58943280568062e-06	2.54307652608242e-05	4.53288638142818	TRUE	FALSE	FALSE
"CTDNEP1"	-0.340359309366288	7.21193469281264	-6.79438904672693	1.93705117572757e-06	1.9983310513162e-05	4.53124693745837	TRUE	FALSE	FALSE
"TFIP11"	-0.337911522802965	5.18382736479201	-6.7186244334846	2.25292081480902e-06	2.2697288323657e-05	4.52814127374205	TRUE	FALSE	FALSE
"EVL"	-0.349163988324975	7.24993845078616	-6.79243766514087	1.94458342711275e-06	2.00413867297247e-05	4.52535428663977	TRUE	FALSE	FALSE
"PXMP2"	0.729613900654102	2.33511744604512	6.50349778895595	3.47418633432214e-06	3.25276485861468e-05	4.52107800586287	TRUE	FALSE	FALSE
"ZNF18"	0.61927214313513	2.04263703561127	6.47611524875286	3.67273468493596e-06	3.40236714480479e-05	4.51740020370027	TRUE	FALSE	FALSE
"PLCE1"	-0.605577708472633	2.60015596232551	-6.5204026585621	3.35717467179418e-06	3.16006441626525e-05	4.51500400546181	TRUE	FALSE	FALSE
"INO80C"	-0.449437606320246	3.60517545576161	-6.59434834284733	2.89124054817999e-06	2.80289339107039e-05	4.51335419238899	TRUE	FALSE	FALSE
"PCDHGB4"	0.412382618237316	4.81299545549209	6.69457143927453	2.36398006510772e-06	2.36963325295368e-05	4.51070577925094	TRUE	FALSE	FALSE
"WARS2"	-0.446891632529206	4.13137997334574	-6.63019493036261	2.689937856336e-06	2.62708534453288e-05	4.51001876960773	TRUE	FALSE	FALSE
"AP5B1"	0.404749627302794	5.53683710345212	6.73089785024314	2.19834325166761e-06	2.22431791256628e-05	4.50935143252816	TRUE	FALSE	FALSE
"H1F0"	-0.340068710716615	9.73268265948605	-6.8218603444296	1.834158083417e-06	1.91373819639735e-05	4.50357482581746	TRUE	FALSE	FALSE
"ARID1A"	-0.410460840389793	7.71227930812192	-6.7889923702521	1.95795615793457e-06	2.01693420161612e-05	4.50129782161062	TRUE	FALSE	FALSE
"SCPEP1"	0.380987842582619	6.57927202439823	6.75983440876119	2.07501069896444e-06	2.12195026137791e-05	4.4883790698978	TRUE	FALSE	FALSE
"TBX2"	1.16046827278422	0.16975542717059	6.43762958959866	3.9717895168316e-06	3.63297153305276e-05	4.48635229025766	TRUE	FALSE	FALSE
"CIB1"	0.376664527991463	4.38385931566024	6.65345893342793	2.56709410420188e-06	2.52702824294938e-05	4.483859799257	TRUE	FALSE	FALSE
"DNAJC19"	0.415981477034451	4.67331367551909	6.66881842076946	2.48917958954659e-06	2.46995088240172e-05	4.48384470695622	TRUE	FALSE	FALSE
"LINC01138"	0.797313848867135	1.58993084549675	6.43536754763202	3.99013035154707e-06	3.64036751778652e-05	4.48309994540992	TRUE	FALSE	FALSE
"WBP11"	-0.357586054224153	7.81839227192986	-6.78246217819568	1.98356434185344e-06	2.03661850034965e-05	4.48173147068583	TRUE	FALSE	FALSE
"SNRNP200"	-0.282915024831659	9.19749387699167	-6.80420443474746	1.8996191723011e-06	1.96875456061281e-05	4.48091922346268	TRUE	FALSE	FALSE
"CCDC28B"	1.17099647666105	0.796533665763315	6.41916383560396	4.12409336369504e-06	3.74152242892333e-05	4.47930755642534	TRUE	FALSE	FALSE
"GNPTAB"	0.348375385842422	5.20679247216982	6.6951899882938	2.36105429346671e-06	2.36847474981761e-05	4.46506158618586	TRUE	FALSE	FALSE
"RNPC3"	0.530994349872841	3.44773366829835	6.56547169583931	3.06469014352963e-06	2.93725034411261e-05	4.45859512606921	TRUE	FALSE	FALSE
"CNNM4"	0.37443143912852	5.85762901539223	6.71441962085933	2.27193937651374e-06	2.2856100719025e-05	4.45439664300817	TRUE	FALSE	FALSE
"RNFT1"	0.600359774345452	3.20562297142425	6.53966210819989	3.22881040465295e-06	3.06387927857744e-05	4.45364230353169	TRUE	FALSE	FALSE
"FAR2"	-0.640706780006057	2.07464557495653	-6.45214706210704	3.85613318015296e-06	3.54448443256669e-05	4.45057134790035	TRUE	FALSE	FALSE
"GOLT1A"	1.51064898888598	-0.810093134225653	6.56853528645851	3.04578950416243e-06	2.92445768891001e-05	4.4499381112537	TRUE	TRUE	TRUE
"TFAP4"	-0.423442789325257	4.70049231600212	-6.65209895307105	2.57411328162915e-06	2.53157191366945e-05	4.44522978935709	TRUE	FALSE	FALSE
"POU6F1"	-0.51491473398002	2.89437361124212	-6.50581973804461	3.45786803110838e-06	3.24180898724206e-05	4.44505891318674	TRUE	FALSE	FALSE
"LINC01521"	1.30833358253621	-0.459169656714496	6.5128204573971	3.40914535773715e-06	3.20325852391128e-05	4.44293465075373	TRUE	TRUE	FALSE
"WAC"	-0.301304436012003	7.54573998583011	-6.75564497449312	2.09241432420416e-06	2.13663597448788e-05	4.44054884517833	TRUE	FALSE	FALSE
"CDKN2B-AS1"	1.1069659431928	0.134565857230164	6.42608729505535	4.06629512168854e-06	3.69704674292148e-05	4.43725800386051	TRUE	FALSE	FALSE
"COBL"	-0.360063487916787	7.0071907570582	-6.74333391501363	2.14443526168423e-06	2.17919311252484e-05	4.43537281055931	TRUE	FALSE	FALSE
"BRPF1"	-0.383831169123956	5.53598458070319	-6.69000904998954	2.38567651047262e-06	2.38635619039013e-05	4.43474514137629	TRUE	FALSE	FALSE
"DHFR2"	0.835495735197572	1.82783022992837	6.42976446884311	4.03593796700419e-06	3.67861281737954e-05	4.4338242184984	TRUE	FALSE	FALSE
"RNASEH2A"	-0.341674871163406	5.76787401861091	-6.70207874719828	2.32872189519042e-06	2.33938271073349e-05	4.43265430724766	TRUE	FALSE	FALSE
"ELOVL5"	0.311216730042421	6.63540341196206	6.73032937183332	2.20084072908654e-06	2.22577584248377e-05	4.42955648440497	TRUE	FALSE	FALSE
"TNIK"	-0.40439155142405	4.35767633045594	-6.61118821874577	2.79480285722384e-06	2.71941417968949e-05	4.42840053072647	TRUE	FALSE	FALSE
"KCNK5"	-0.33818709044691	4.44625530046596	-6.63048867810539	2.6883494592246e-06	2.62675184174515e-05	4.42805777367059	TRUE	FALSE	FALSE
"WFS1"	-0.309814488499927	7.70728825154943	-6.75373080604304	2.1004162721721e-06	2.14189727885094e-05	4.42682037449646	TRUE	FALSE	FALSE
"HSPD1P6"	-0.662229205565699	2.12145782530756	-6.45577953134437	3.82774182307965e-06	3.52470953353209e-05	4.42529434659881	TRUE	FALSE	FALSE
"SMARCA1"	-0.351176989043729	6.89304017528796	-6.73525523630152	2.17929712492522e-06	2.20822863076838e-05	4.42483835196361	TRUE	FALSE	FALSE
"PHF20"	-0.310376155360423	6.79617153278746	-6.72865184331522	2.20822767271533e-06	2.23018688970474e-05	4.41893296434038	TRUE	FALSE	FALSE
"RNPEPL1"	0.378338548242088	5.04857131811581	6.66040224772068	2.53156504407235e-06	2.5025785649192e-05	4.41253044559083	TRUE	FALSE	FALSE
"CELSR3"	0.689239292565073	2.23774876268209	6.43713827894101	3.97576569664326e-06	3.63297153305276e-05	4.41248825684157	TRUE	FALSE	FALSE
"CTDSPL"	-0.323449949740876	7.10582485265154	-6.73385704818563	2.18538994464924e-06	2.21333771990293e-05	4.41248663183023	TRUE	FALSE	FALSE
"HES1"	-0.65656409102917	1.80025660251743	-6.4242511003205	4.08154206545349e-06	3.70930824636943e-05	4.41205321849646	TRUE	FALSE	FALSE
"TAF13"	0.447880370959724	3.76008088380601	6.56800394493819	3.04905893379384e-06	2.9249305782924e-05	4.4101517687301	TRUE	FALSE	FALSE
"ENPP5"	0.902555736010265	1.62474532459625	6.39439524580031	4.33790111500031e-06	3.90355509989733e-05	4.39977239017459	TRUE	FALSE	FALSE
"CRYZ"	0.433362116200766	5.03958057467089	6.65027544335281	2.58355597990742e-06	2.53848835227284e-05	4.39847346789594	TRUE	FALSE	FALSE
"CEP19"	1.22089338378106	-0.0680686734942055	6.40715009142829	4.22640639377418e-06	3.82281996956835e-05	4.39791532975133	TRUE	TRUE	FALSE
"IPMK"	-0.452529425813325	5.61868630797031	-6.67730325104577	2.44719029940219e-06	2.43862397574298e-05	4.39739648184488	TRUE	FALSE	FALSE
"GAL3ST4"	0.477595435502203	2.75119465626641	6.48633114576752	3.59732466195721e-06	3.34870708478968e-05	4.39567488855324	TRUE	FALSE	FALSE
"GOLGA3"	-0.294114476910247	7.06679670314782	-6.72487091213729	2.22497102258036e-06	2.24479116674703e-05	4.39512898047783	TRUE	FALSE	FALSE
"PRSS8"	-0.33941771626732	9.75565180788239	-6.76877808800286	2.03835613012499e-06	2.086492236988e-05	4.39092205661004	TRUE	FALSE	FALSE
"CD22"	-1.38652898451036	-0.228031997887737	-6.43677515831728	3.97870707381041e-06	3.63309246713871e-05	4.38939737068104	TRUE	TRUE	FALSE
"ATP6V0A1"	-0.33848268212176	5.85464578581446	-6.67507196522144	2.45816092990675e-06	2.44493003538317e-05	4.37231531039218	TRUE	FALSE	FALSE
"PPM1L"	0.557538670579309	3.05281837858808	6.48604491376845	3.59941560702769e-06	3.34917355024935e-05	4.36887766841999	TRUE	FALSE	FALSE
"PIGN"	0.36489952572318	5.11112128339991	6.64064610403609	2.63401664355674e-06	2.58204721326972e-05	4.36441167123915	TRUE	FALSE	FALSE
"KHDC1"	0.66381246775038	1.98354129143399	6.40305802715296	4.26185079639793e-06	3.84497425597083e-05	4.36419205963579	TRUE	FALSE	FALSE
"C7orf50"	0.350095430010644	6.55511752849829	6.68735089797735	2.39841214234009e-06	2.39795681967424e-05	4.34802391713558	TRUE	FALSE	FALSE
"SRD5A1"	0.464745533245788	3.34323268759441	6.49668128717538	3.52255254295417e-06	3.28781975497885e-05	4.34632747938066	TRUE	FALSE	FALSE
"ELP3"	-0.342862313261761	5.31325904743116	-6.63309750822653	2.67428505134041e-06	2.61908363047592e-05	4.34226643876913	TRUE	FALSE	FALSE
"SESN3"	2.08488562730788	-0.851992045470519	6.69371032258406	2.36805943665889e-06	2.37211317606544e-05	4.33740724699176	TRUE	TRUE	TRUE
"RP11-123K3.4"	-0.374763194368893	6.33083576816361	-6.67244648466189	2.47113482788284e-06	2.4555153907632e-05	4.33508740366338	TRUE	FALSE	FALSE
"MME"	-1.96710206609574	0.551548746618597	-6.35221425334779	4.72872178104252e-06	4.17674016936863e-05	4.33460905530984	TRUE	TRUE	TRUE
"PDK3"	-0.402004138924496	4.93837749588609	-6.61081066876745	2.79692816533622e-06	2.72022570318434e-05	4.33103526432957	TRUE	FALSE	FALSE
"FYN"	2.04332875991827	-1.25782806160046	6.79706570560414	1.92676843057337e-06	1.99064756049332e-05	4.32497361596141	TRUE	TRUE	TRUE
"RYR1"	-0.715732464290996	2.02315352578679	-6.38716443259626	4.40245185498238e-06	3.94647024583229e-05	4.3246153554382	TRUE	FALSE	FALSE
"PRCP"	0.379274791069923	6.7333495988046	6.67954056598447	2.43624082430399e-06	2.42886177022186e-05	4.31785290978195	TRUE	FALSE	FALSE
"MIA-RAB4B"	0.595927498166722	3.21221564900582	6.47374233793732	3.69048302599016e-06	3.41730617254983e-05	4.31756560342178	TRUE	FALSE	FALSE
"MED26"	-0.372298157691348	4.72700904568974	-6.58502042406242	2.94613228650182e-06	2.84955109033275e-05	4.31551565338583	TRUE	FALSE	FALSE
"TNS3"	-0.329300529040955	6.92896329172926	-6.68027350574655	2.43266481958439e-06	2.42722690101698e-05	4.31065963485021	TRUE	FALSE	FALSE
"IDH3G"	-0.33210286882019	6.14535581181381	-6.65555666318112	2.55630598818724e-06	2.52112087767567e-05	4.30785808693882	TRUE	FALSE	FALSE
"SLC35B3"	0.50348892055559	3.17140423819664	6.46205204658754	3.779222760831e-06	3.48568768299763e-05	4.30701056347696	TRUE	FALSE	FALSE
"PIP5KL1"	0.692216816441533	2.39706904238807	6.40424557562816	4.25153308118456e-06	3.83895396006146e-05	4.3056235187814	TRUE	FALSE	FALSE
"PKP3"	-0.330232783265809	6.45822570600463	-6.66328286018733	2.51697440372e-06	2.4940067163107e-05	4.30143929021836	TRUE	FALSE	FALSE
"TRIM71"	-0.364881455693003	6.92542830632892	-6.67560287715848	2.45554597933375e-06	2.4434828342298e-05	4.30088766115588	TRUE	FALSE	FALSE
"PMF1-BGLAP"	-0.427438399354898	5.03086567702572	-6.59192314309607	2.90540962764999e-06	2.81403950418734e-05	4.29492813595783	TRUE	FALSE	FALSE
"CBLC"	-0.36762030646162	4.78682167471875	-6.58317113385449	2.95714201219358e-06	2.85495662827085e-05	4.29340755126619	TRUE	FALSE	FALSE
"KCMF1"	-0.270012646400315	6.49808910968359	-6.65886453248274	2.53938950769916e-06	2.50913599292639e-05	4.29283916907277	TRUE	FALSE	FALSE
"C3"	-0.613009688885059	3.63866275102958	-6.49884284396204	3.50714048769558e-06	3.2777915489705e-05	4.29223104627742	TRUE	FALSE	FALSE
"SLC25A35"	0.805790629704988	1.26675573886745	6.32926880956363	4.95639847486558e-06	4.34866681680626e-05	4.29052917001328	TRUE	FALSE	FALSE
"PIK3R5"	-0.754358492530687	1.75624376297971	-6.34897960482482	4.76015302988566e-06	4.19922042410265e-05	4.28894935900066	TRUE	FALSE	FALSE
"DYNC2H1"	0.775198590841309	1.91256870774578	6.35704222862327	4.68220577376751e-06	4.13912491943711e-05	4.28586889668248	TRUE	FALSE	FALSE
"ADCY9"	0.365721588390688	4.77025340100841	6.58092492715812	2.97057195873412e-06	2.8652961942625e-05	4.28410772695112	TRUE	FALSE	FALSE
"AC007040.8"	-1.88064440797043	-1.4027794183709	-6.81963327640085	1.84228492489554e-06	1.92031539969567e-05	4.27211909782771	TRUE	TRUE	TRUE
"GNB1"	-0.298478611221753	7.69894807610608	-6.67574127643066	2.45486478087678e-06	2.4434828342298e-05	4.2671182051365	TRUE	FALSE	FALSE
"RAB4B"	0.600436302142249	3.26318113851847	6.45210905779769	3.85643136781679e-06	3.54448443256669e-05	4.26496505121316	TRUE	FALSE	FALSE
"FBF1"	0.663480835949258	2.32676492395287	6.37539984397914	4.50960228752945e-06	4.02709969432367e-05	4.26086911151015	TRUE	FALSE	FALSE
"DDX56"	-0.360106100359117	5.81014408711186	-6.61977686374859	2.74690360700033e-06	2.6765157902437e-05	4.2586294805805	TRUE	FALSE	FALSE
"SUPT6H"	-0.310167993226957	7.35319629841504	-6.66266887872547	2.52007698779569e-06	2.49590699693953e-05	4.25613710595846	TRUE	FALSE	FALSE
"SETD2"	-0.314014299146797	6.60304520284471	-6.64276478915983	2.62282738048509e-06	2.5722756795763e-05	4.25579179556814	TRUE	FALSE	FALSE
