"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"CTSK"	0.605508322493079	1.32325509439389	4.40211491244274	0.000320258726446069	0.00151065166397512	0.241754755601003	TRUE	FALSE	FALSE
"TBX3"	-0.307782419743837	5.0514937409575	-4.72596784299149	0.000155030887623214	0.000813217300465794	0.237881338578954	TRUE	FALSE	FALSE
"ANKRD49"	0.325288445578145	3.50673337960535	4.6080669527976	0.000201736846605721	0.00101840124864513	0.236738460158115	TRUE	FALSE	FALSE
"RHOV"	2.22055086574532	-2.39826317020781	4.52083933022539	0.000245279724315617	0.001201921998705	0.236179412168211	TRUE	TRUE	TRUE
"CTC-232P5.1"	1.75020569949991	-2.42674356133261	4.5977311919025	0.000206457778183961	0.00103949320153521	0.235827868401681	TRUE	TRUE	TRUE
"QKI"	-0.269446012529557	7.34508159171285	-4.8039653712138	0.000130318474796556	0.000700328823995984	0.234170346387491	TRUE	FALSE	FALSE
"ZNF10"	0.534298974202743	2.40651343964162	4.50434691902457	0.000254526253889359	0.00124088175524953	0.23392258092337	TRUE	FALSE	FALSE
"TFE3"	-0.256799801943475	5.03200150837958	-4.72004068744064	0.000157093155608387	0.0008217840615958	0.22837337414613	TRUE	FALSE	FALSE
"EIF4E"	0.264571043117696	4.56315070650791	4.69455639116687	0.000166282168594885	0.000862783291531984	0.228176333791683	TRUE	FALSE	FALSE
"ZNF543"	-0.331901151475478	3.33895977826628	-4.58463515568941	0.000212600645714363	0.00106609026484617	0.227581584430199	TRUE	FALSE	FALSE
"PRR11"	-0.306065111936873	7.11358696389704	-4.79607794951367	0.000132624117846225	0.00071126773588304	0.226209388107132	TRUE	FALSE	FALSE
"RP11-532F12.5"	0.718751756970827	0.588658090079331	4.34952127470341	0.00036051099228824	0.00166802648002286	0.225133945019575	TRUE	FALSE	FALSE
"CCDC186"	-0.308204808941735	3.80496813840144	-4.6265774082981	0.000193553696284804	0.000980954965732002	0.222281693427371	TRUE	FALSE	FALSE
"SLC25A25-AS1"	0.452209192551712	3.34041539589747	4.6029901031124	0.000204041906713688	0.00102880488435389	0.221760087456238	TRUE	FALSE	FALSE
"ZNF254"	0.373882942235435	3.46133252379027	4.59431662858622	0.000208041880425249	0.00104621872834526	0.219672032240996	TRUE	FALSE	FALSE
"HOTAIRM1_5"	1.0985264246538	-0.799195531073942	4.30890989976264	0.000395056689706251	0.00180330752445328	0.215480830893795	TRUE	FALSE	FALSE
"ASCC3"	-0.299498494962337	6.54926430651399	-4.77602990744318	0.000138672932962635	0.000739378386684604	0.214768205966887	TRUE	FALSE	FALSE
"MAP2K4"	0.266784237805756	4.84756441046882	4.70212575605723	0.000163497277420807	0.000851268820105466	0.210998769903344	TRUE	FALSE	FALSE
"CTA-212A2.3"	-0.944321457034978	-0.341660100123834	-4.30660812851157	0.000397111785030431	0.00181148551872065	0.210688627887392	TRUE	FALSE	FALSE
"RNF122"	-0.379752580549319	2.90921018538295	-4.54108536195829	0.000234391990095181	0.00115664128914151	0.210501162779889	TRUE	FALSE	FALSE
"HMMR"	0.33054589718293	5.95464153502093	4.75817278757315	0.000144296488511468	0.000764909367635277	0.208851430986165	TRUE	FALSE	FALSE
"PGBD2"	0.488468761974958	2.71164732664099	4.51761929842961	0.000247057951907985	0.00120894838905775	0.205737773171723	TRUE	FALSE	FALSE
"BCAM"	0.257366856514515	6.88767584757542	4.78361583169608	0.000136351843056754	0.000729461045207268	0.204668716727164	TRUE	FALSE	FALSE
"TOMM20P4"	-0.475923839264125	2.55555369480806	-4.48923528040017	0.00026330805751894	0.00127807546997557	0.200709059808261	TRUE	FALSE	FALSE
"GUSB"	0.230891975709421	5.66692008571226	4.74140180484189	0.000149788876186478	0.000790444004444977	0.199979934720682	TRUE	FALSE	FALSE
"CBR3-AS1"	-0.336630946066517	3.99911015334626	-4.63396337674771	0.000190383143140825	0.000967344740329142	0.198905774562708	TRUE	FALSE	FALSE
"TEP1"	0.270546549857391	4.63269854306574	4.67983097992403	0.000171838580622918	0.000885723400881426	0.198297553168969	TRUE	FALSE	FALSE
"C4orf32"	0.623411792345837	1.06854829265394	4.37147384136453	0.000343123033802035	0.00160129149979479	0.19807397483539	TRUE	FALSE	FALSE
"TRIM59"	0.230966064522213	5.539724245011	4.73538451469891	0.000151810851272472	0.000798703376560235	0.197824929893927	TRUE	FALSE	FALSE
"PPP5C"	-0.273442805075892	6.08922722943378	-4.75487180587356	0.000145361132501061	0.000770359148998078	0.196867757572594	TRUE	FALSE	FALSE
"UNC13B"	0.212780161004544	5.66182216773563	4.73637824793205	0.000151475028914859	0.000797497799760223	0.194360337016286	TRUE	FALSE	FALSE
"FOXM1"	0.243350047080617	7.51188120364356	4.79156389409613	0.000133962270414751	0.000717713425370585	0.194024975389419	TRUE	FALSE	FALSE
"LINC00992"	0.772850687842383	0.608025980712583	4.33994968273715	0.000368368181364908	0.00169766880521399	0.193724070183451	TRUE	FALSE	FALSE
"FN3K"	0.544949369758669	2.33685690528617	4.48757892077518	0.000264289068053852	0.00128165596400148	0.193474081885364	TRUE	FALSE	FALSE
"AC093838.4"	-0.272928488681503	4.70367174963707	-4.68377859514371	0.000170330780816121	0.000879673505435747	0.19340482989278	TRUE	FALSE	FALSE
"WWTR1"	-0.237176966929304	6.60137271816121	-4.76901879602085	0.000140853833237263	0.00074892146667748	0.192707782524797	TRUE	FALSE	FALSE
"KRT223P"	-1.99673272669164	-2.74222120656352	-4.59978498913483	0.000205510861443966	0.00103497293979885	0.192498529761606	TRUE	TRUE	TRUE
"RP1-37E16.12"	-0.353451713878355	3.53909964372408	-4.59051883390282	0.000209818244357311	0.00105364270217666	0.187153101861552	TRUE	FALSE	FALSE
"TLR5"	1.76294887918483	-2.11430949675731	4.44943405079125	0.00028793295642518	0.00137760519192661	0.185899834356967	TRUE	TRUE	TRUE
"EFNB2"	0.443907536032941	1.93528308593506	4.43989513967222	0.000294172786518988	0.0014026808331392	0.184833641592724	TRUE	FALSE	FALSE
"KAT8"	-0.255992354387646	5.45076336058459	-4.72072376468134	0.000156854075905115	0.000820941108824137	0.184242450007499	TRUE	FALSE	FALSE
"DERA"	0.254640156961122	5.06968895211095	4.70600719102045	0.000162087640843669	0.000844138007914147	0.182487255688721	TRUE	FALSE	FALSE
"PRKCQ"	-0.486880614107489	2.22742728778235	-4.4620133754141	0.000279908275918639	0.00134562933375218	0.18176406720691	TRUE	FALSE	FALSE
"TSKS"	0.410117909920149	2.29882081388459	4.47994982856494	0.000268855488075139	0.00130047670574201	0.180369686141604	TRUE	FALSE	FALSE
"DARS"	-0.25827439457282	7.77420391269552	-4.78788548946311	0.000135062841899493	0.00072324194902255	0.178808634869752	TRUE	FALSE	FALSE
"RP11-87C12.2"	0.314166112213553	4.0673572722166	4.63172825336311	0.00019133701267641	0.000971488433126355	0.178515103745642	TRUE	FALSE	FALSE
"ATP1A2"	-2.20223821637386	-2.33978128354597	-4.54938295903083	0.00023007232468947	0.00113879313719652	0.178343028281507	TRUE	TRUE	TRUE
"SPATA33"	0.383449344449247	2.72747515841235	4.51461765958442	0.000248727321700117	0.00121655206847798	0.178043360305999	TRUE	FALSE	FALSE
"EFNB1"	0.350106253250605	3.14416653115759	4.56011566541207	0.000224604262529256	0.00111882558393032	0.17756212626664	TRUE	FALSE	FALSE
"EMG1"	-0.223430984518419	6.3134893644202	-4.75289007038456	0.000146004117668259	0.000773183193262833	0.17580165988782	TRUE	FALSE	FALSE
"MAT2B"	0.225673983973252	6.02762702938984	4.74365176601162	0.000149039870252487	0.000787477779467996	0.175301949104707	TRUE	FALSE	FALSE
"PPP3R1"	-0.239996483538379	6.06591671934343	-4.74528228282937	0.000148499453343009	0.000785016181712381	0.174194757900992	TRUE	FALSE	FALSE
"PTRHD1"	-0.337522427425152	4.93227757558113	-4.68484010713324	0.000169927628840134	0.000878126290556985	0.167887508217376	TRUE	FALSE	FALSE
"TBC1D25"	-0.292996927229318	4.14032863520088	-4.62657764897942	0.000193553592100901	0.000980954965732002	0.167679883443155	TRUE	FALSE	FALSE
"PRKCH"	-0.193301889853664	7.2648821286568	-4.7729755327582	0.000139618788701603	0.000743668622702393	0.166532315082315	TRUE	FALSE	FALSE
"MCM7"	-0.188099736177135	7.40277026585766	-4.77730238223391	0.000138280805904235	0.00073803482573565	0.166450719702321	TRUE	FALSE	FALSE
"COPS2"	-0.338676902827833	5.71385515620413	-4.7245269125183	0.000155529696214466	0.00081502203493879	0.166417833011703	TRUE	FALSE	FALSE
"LGSN"	0.987241707136199	-0.432003649400642	4.28201842654204	0.000419750392542484	0.00189833872247745	0.159843763210868	TRUE	FALSE	FALSE
"ARMC7"	0.461128633701041	2.79765633858148	4.5099211626595	0.000251362223361947	0.00122772932931666	0.157610654499911	TRUE	FALSE	FALSE
"ACSL5"	-0.736221759667666	0.86805858070168	-4.3379041053309	0.000370069648703795	0.00170439160900615	0.156203126314958	TRUE	FALSE	FALSE
"TM9SF1"	-0.269999425214679	6.30853475682089	-4.74587366483268	0.000148303938373075	0.000784179409078114	0.156030160790002	TRUE	FALSE	FALSE
"COA1"	0.260471011930025	5.16496922788501	4.69566956956317	0.000165869612628361	0.000861066845645406	0.154773905434513	TRUE	FALSE	FALSE
"DARS2"	0.244917301789877	6.23873994711812	4.74314408552372	0.000149208542766704	0.00078817130439403	0.154726623294625	TRUE	FALSE	FALSE
"ANO1"	-1.32641699433111	-0.689790953089459	-4.28789805825739	0.000414221649197378	0.00187938687529442	0.152333155799439	TRUE	TRUE	FALSE
"SMIM13"	-0.273595968419123	4.88180199110428	-4.67477387715776	0.000173789955108797	0.000893595116993389	0.149905029054841	TRUE	FALSE	FALSE
"RWDD3"	0.491473510869204	2.83786071426161	4.51110696024615	0.000250694295203698	0.00122503503195572	0.149213649776215	TRUE	FALSE	FALSE
"AC005540.3"	-1.54561645186058	-1.26033620217947	-4.34543756010296	0.000363842365274463	0.00167975088031379	0.146950500883637	TRUE	TRUE	TRUE
"RDH14"	0.282220604029341	4.25142223897137	4.63580703236548	0.00018959996700753	0.000964062974892742	0.146113920447662	TRUE	FALSE	FALSE
"ACTG2"	-1.81094132340544	-2.09541046888324	-4.46386553393153	0.000278745981345847	0.00134169264570711	0.145204535966793	TRUE	TRUE	TRUE
"NDUFA5"	0.307153217445579	5.03403628317698	4.68545161145902	0.000169695825045763	0.000877469870008355	0.143707880336696	TRUE	FALSE	FALSE
"LRR1"	0.413453522849453	3.30559008432157	4.54922417650382	0.000230154224554763	0.00113893091249016	0.139733870491607	TRUE	FALSE	FALSE
"C18orf65"	0.914499029971866	-0.143989461355938	4.27758177478123	0.000423971448604613	0.00191415259394828	0.139474666149745	TRUE	FALSE	FALSE
"IER3"	-1.09813624868385	-0.963432089699592	-4.27392295125643	0.000427484637994692	0.00192652708190597	0.138725794329851	TRUE	FALSE	FALSE
"TP53TG3D"	0.847587941753919	0.191639699974315	4.28292798974555	0.000418890273299159	0.00189566970941355	0.137153578404592	TRUE	FALSE	FALSE
"GLUD1"	-0.208976252712412	6.87709205186783	-4.75084185336147	0.000146671708995395	0.000776328196406281	0.136141744690099	TRUE	FALSE	FALSE
"ITGB1BP1"	0.311326055435564	3.99775761467333	4.60915042454178	0.000201248340772576	0.00101642233198635	0.135709315869483	TRUE	FALSE	FALSE
"HNRNPA3P6"	-0.220005768597987	7.57538265347016	-4.76481227139825	0.000142179020847574	0.000755395524129885	0.134225263243009	TRUE	FALSE	FALSE
"PSMD9"	0.290379401303153	4.229015401579	4.62490434485316	0.000194279291902588	0.000984292343246733	0.133566179566132	TRUE	FALSE	FALSE
"BPGM"	-0.35625417146146	3.57338579249106	-4.57087711799216	0.000219253639435685	0.0010958000399412	0.130513554884238	TRUE	FALSE	FALSE
"RP3-467K16.4"	-0.747921794429521	0.240519219348367	-4.28594727448549	0.000416047829919924	0.00188604768347173	0.128994293252095	TRUE	FALSE	FALSE
"FLCN"	-0.259690002667244	5.46600902668651	-4.69781322243575	0.000165078075220698	0.000857591795955422	0.12851689796128	TRUE	FALSE	FALSE
"PRKCZ"	-0.221463848046418	5.71890202522151	-4.70846646099117	0.000161200887278246	0.000839935169775792	0.125170836663049	TRUE	FALSE	FALSE
"RPF2"	-0.264756166982324	4.62108104526347	-4.64869112810354	0.00018421726986197	0.000941008973548075	0.124029204481257	TRUE	FALSE	FALSE
"RP5-850E9.3"	0.335928744733546	3.4556235466488	4.55545192649817	0.000226963975484784	0.00112705141453353	0.123905151530463	TRUE	FALSE	FALSE
"STX1A"	0.54857348420565	1.69850401351353	4.38435039908799	0.000333320303279166	0.0015618888956216	0.122323043910471	TRUE	FALSE	FALSE
"OR1F1"	0.781266460691269	-0.020749025683929	4.27836669602703	0.000423221567998529	0.00191157494671034	0.121939952674427	TRUE	FALSE	FALSE
"AC053503.4"	1.80547210820961	-1.54937561769705	4.3430324816959	0.000365818871425206	0.0016874470750056	0.120989226579354	TRUE	TRUE	TRUE
"HUNK"	-0.449941571299497	4.98024907514064	-4.66782002623979	0.0001765099905724	0.000906763231487154	0.119738669521436	TRUE	FALSE	FALSE
"MAL2"	0.253899915757334	5.89099221069609	4.71538447629536	0.000158732732642246	0.000829043077886682	0.119402962341316	TRUE	FALSE	FALSE
"AC104532.2"	0.753091445756842	0.326700697086745	4.28209914142706	0.000419673993422504	0.00189833872247745	0.118468095954453	TRUE	FALSE	FALSE
"FKBP15"	-0.23409150737431	5.85767326891183	-4.70920516916982	0.000160935489682802	0.000838967341167509	0.113306278886085	TRUE	FALSE	FALSE
"AHCYL1"	-0.194811519678997	8.09117329980428	-4.76382555106504	0.00014249169831317	0.000756675098730837	0.112641300941635	TRUE	FALSE	FALSE
"RP11-649E7.5"	1.03835820604737	-0.177691984716617	4.25938295067478	0.000441738204073396	0.0019811916131595	0.112035537181439	TRUE	FALSE	FALSE
"DGKZP1"	-0.229707274481552	6.66464316728931	-4.7352779435077	0.000151846910810013	0.000798703376560235	0.111221361377	TRUE	FALSE	FALSE
"GEMIN5"	-0.214120254476543	6.18252805623562	-4.71768802098364	0.000157919432852952	0.000825491506818927	0.106327399420767	TRUE	FALSE	FALSE
"SNX30"	-0.265869613301448	5.4758197119172	-4.6912195510852	0.000167525087057841	0.000868376841525706	0.105304075534326	TRUE	FALSE	FALSE
"AC091878.1"	-1.40306046960892	-0.842618063118015	-4.26962797972263	0.000431646098939505	0.00194420712428044	0.104172698583475	TRUE	TRUE	FALSE
"RPS27"	-0.231913402422308	8.33006224752636	-4.76339544774733	0.000142628210359714	0.000757209143003463	0.101829940971995	TRUE	FALSE	FALSE
"EPS15"	-0.208021139977036	6.70850502549729	-4.73109190366869	0.000153270204567845	0.000805043486461852	0.101252435042049	TRUE	FALSE	FALSE
"RP11-334C17.5"	0.585511980574908	1.3303705901591	4.35211090504857	0.000358414411535408	0.00166197622571096	0.101163583842241	TRUE	FALSE	FALSE
"PROCR"	-0.229404078924679	4.80207944161354	-4.65448384992813	0.000181847943219886	0.000930033690670096	0.0966870648553462	TRUE	FALSE	FALSE
"SNAP29"	-0.233947242975362	5.60333417999772	-4.68942751878408	0.000168196476454027	0.000871428178303132	0.095413318508843	TRUE	FALSE	FALSE
"XPO7"	-0.239442547080743	7.04281371517723	-4.73416566290261	0.000152223782658472	0.000800286050781974	0.0902747891196585	TRUE	FALSE	FALSE
"AC108142.1"	0.442751476458614	3.23969043645494	4.51433217032179	0.00024888669058324	0.00121704898417515	0.0892978740926287	TRUE	FALSE	FALSE
"TRIM14"	-0.260886513338262	4.53421397858665	-4.62790190106269	0.000192981221859443	0.000979128713798416	0.0887510935173017	TRUE	FALSE	FALSE
"CEPT1"	-0.22061516782971	5.38274414810831	-4.67686548210731	0.000172980159906838	0.000890300524944406	0.086987611587344	TRUE	FALSE	FALSE
"ADGRV1"	1.05351128489498	-0.143932869139621	4.25515447802636	0.000445972546542437	0.00199720613636543	0.0869482899159122	TRUE	FALSE	FALSE
"VGLL4"	-0.212220051390977	6.86752058884516	-4.72978945254746	0.000153715807558944	0.000807122931714034	0.0856864164666042	TRUE	FALSE	FALSE
"MS4A15"	-1.40299720501753	-1.75560701804992	-4.32745652919141	0.000378884159969527	0.00173701277778412	0.0837467766528572	TRUE	TRUE	FALSE
"ABI1"	-0.254246107347382	5.83715031671567	-4.69553699174176	0.000165918692869294	0.000861109431875965	0.0820864059498554	TRUE	FALSE	FALSE
"CA12"	-0.277126152519239	6.6395104615682	-4.72279418404913	0.00015613167502308	0.000817769732977676	0.0814442663140049	TRUE	FALSE	FALSE
"MSX1"	0.676879966864961	1.15774120738623	4.32672246183248	0.000379511389436933	0.00173950977586563	0.0804077972518558	TRUE	FALSE	FALSE
"QTRT2"	-0.263678956041533	5.46211672394413	-4.67702909747487	0.000172916975499597	0.000890192816684874	0.0803455959451878	TRUE	FALSE	FALSE
"HOXD9"	0.528090775875618	1.53993321979355	4.36903052831314	0.000345015686493751	0.00160834265361305	0.077096960597812	TRUE	FALSE	FALSE
"KLHL26"	0.26145345286568	4.96969979525374	4.64821309972582	0.000184414184801942	0.000941786476857628	0.0710403637422381	TRUE	FALSE	FALSE
"RP11-382A20.3"	0.332076975726083	3.62432082560545	4.55134656214543	0.000229061935571871	0.00113485859236995	0.0699983460347333	TRUE	FALSE	FALSE
"DQX1"	-0.694831698693008	0.757986317376852	-4.28625648112941	0.000415757833137996	0.0018851387242542	0.069652123986482	TRUE	FALSE	FALSE
"IFNAR1"	0.253841965768096	5.09062914062438	4.65787201549983	0.000180476470475331	0.000924141304577863	0.068059920719417	TRUE	FALSE	FALSE
"LTA4H"	0.321931570557728	6.66317340999069	4.71438211606822	0.00015908795673313	0.000830363453057513	0.0675969484734633	TRUE	FALSE	FALSE
"KCTD20"	-0.248667640597484	6.12534983341987	-4.69649625910062	0.000165563904754649	0.000859691697698162	0.064494346298086	TRUE	FALSE	FALSE
"MCL1"	-0.186430999520832	7.87704671867313	-4.73646394873236	0.000151446102526878	0.000797497799760223	0.0575314577322272	TRUE	FALSE	FALSE
"BCL2"	-0.716297596504052	0.621240073292299	-4.26739937140477	0.000433821489243198	0.00195108528872699	0.0566635052605307	TRUE	FALSE	FALSE
"SYNE2"	-0.323024774911915	8.25239553163557	-4.73933395714988	0.000150480627524239	0.000793498097478253	0.0532695113303792	TRUE	FALSE	FALSE
"NRSN2"	0.309586741856084	4.10708392815239	4.58044481948215	0.00021460502688858	0.00107511759724966	0.0532324696516637	TRUE	FALSE	FALSE
"CUL1"	-0.221931894410121	6.36474154029574	-4.69975355651771	0.000164364917928788	0.000854730032359382	0.05302664076362	TRUE	FALSE	FALSE
"CTB-60B18.23"	0.563789598821105	1.72548525132353	4.37164563330097	0.000342990354367232	0.00160102698982941	0.0528749258146632	TRUE	FALSE	FALSE
"VAPA"	-0.216498663155552	7.00143506743331	-4.71615930470945	0.000158458694806721	0.0008281049031998	0.0524428125115781	TRUE	FALSE	FALSE
"NOXA1"	0.770121877053044	1.58080411048163	4.34918249164276	0.000360786186936871	0.00166855026568929	0.0508257319716385	TRUE	FALSE	FALSE
"DENND1C"	-0.369107096978228	3.83521290253991	-4.55999625621164	0.000224664369044056	0.00111886042512579	0.050236743617412	TRUE	FALSE	FALSE
"DCTN5"	0.201006725152664	6.27482937975614	4.69802639858515	0.000164999570402395	0.000857591795955422	0.0495693836817219	TRUE	FALSE	FALSE
"LTK"	0.351197304155705	2.93519486934501	4.48143629019303	0.000267959544724713	0.00129736515034953	0.0486001646453742	TRUE	FALSE	FALSE
"RBAK-RBAKDN"	-0.388891907619706	2.8137112540399	-4.45123601315568	0.000286769319588081	0.0013729732923733	0.0475472963734838	TRUE	FALSE	FALSE
"ZFP69"	0.442158211151273	2.41268101091822	4.42251003167723	0.000305898857497224	0.00145038607518265	0.0461683366523848	TRUE	FALSE	FALSE
"TICRR"	-0.287948045339478	5.66653474988137	-4.67190863343613	0.000174905522318373	0.00089911169672007	0.0460591355867699	TRUE	FALSE	FALSE
"ARHGAP23"	-0.59354586274556	4.09171009415906	-4.5760446461655	0.000216730389831694	0.00108510231841337	0.0437902824364906	TRUE	FALSE	FALSE
"ABHD16A"	0.308798412261749	4.14299785302325	4.58110418857356	0.000214288363568052	0.00107378655255105	0.0432996107351773	TRUE	FALSE	FALSE
"NDC80"	0.459874863778455	4.61511899041559	4.61323909103209	0.000199415652791865	0.00100837497400706	0.0418501362608987	TRUE	FALSE	FALSE
"CUEDC1"	1.5237970049922	-1.44771958899056	4.27546550450797	0.000425999921418507	0.00192082926896453	0.041144362921048	TRUE	TRUE	TRUE
"ARAP3"	1.23950367812882	-1.47277918356297	4.2571859960058	0.000443933130060734	0.0019901884055883	0.0392586782989461	TRUE	TRUE	FALSE
"HELLPAR"	0.709703961620644	0.773003999606158	4.275981282329	0.000425504642173297	0.00191948228780349	0.0390646147169109	TRUE	FALSE	FALSE
"AP000320.7"	-0.28196735023559	4.44922680384036	-4.5934912852705	0.000208426622629499	0.00104790339673342	0.036091117641134	TRUE	FALSE	FALSE
"XXbac-B33L19.15"	1.45715217420805	-1.59121354784096	4.31660688265267	0.000388262133808768	0.001775755560316	0.0355992210946088	TRUE	TRUE	FALSE
"VDAC3"	0.371810135874601	5.25288866596223	4.64761756881493	0.000184659801350348	0.000942812257694238	0.0336637713674	TRUE	FALSE	FALSE
"SIRT5"	0.309614989193133	3.266189139373	4.50173392449182	0.000256023273405516	0.00124731412524528	0.0318389164172697	TRUE	FALSE	FALSE
"PIN4P1"	0.481859679641541	2.22784800141636	4.39779290860256	0.000323388169864988	0.0015230259750449	0.0281427325006343	TRUE	FALSE	FALSE
"NAV1"	-0.290409454992943	8.02037612158404	-4.72530179556463	0.0001552612518769	0.000813817748703352	0.0272699857246703	TRUE	FALSE	FALSE
"HERC5"	0.431739756898722	3.06007609302472	4.48026298428616	0.000268666486423564	0.00129989164056013	0.0269247608618564	TRUE	FALSE	FALSE
"TMEM175"	0.345909296138505	3.08154835320927	4.47618852923054	0.00027113611234823	0.00130973477246682	0.023841217982274	TRUE	FALSE	FALSE
"MAPK6"	-0.351878078545051	6.50284773344627	-4.68904977707542	0.000168338346374686	0.000871734416108439	0.023102837208909	TRUE	FALSE	FALSE
"DOLK"	0.284885669987267	4.61158113802109	4.60444688808324	0.000203377760270389	0.0010259472935479	0.0228135690689237	TRUE	FALSE	FALSE
"ELL"	-0.262414789085013	5.63930009701955	-4.66178052047559	0.000178907396757924	0.000918011906153061	0.0224990461493517	TRUE	FALSE	FALSE
"ATG5"	0.295852948792505	4.30841662981245	4.57944399402354	0.000215086581326851	0.00107727387594661	0.0217952230743856	TRUE	FALSE	FALSE
"Z97634.3"	0.727360486653132	0.489975638936999	4.24880140273	0.000452411421109266	0.00202045770555179	0.0207885377208505	TRUE	FALSE	FALSE
"RP11-488L18.4"	0.34638105009047	4.2221662656757	4.5706049912068	0.000219387337781048	0.00109620817307769	0.0161254996890312	TRUE	FALSE	FALSE
"CTF1"	-0.447932694508495	3.38406754375297	-4.4976197541654	0.000258398411984862	0.00125656069872417	0.0160709089892794	TRUE	FALSE	FALSE
"RP11-171I2.2"	1.04432649498396	-0.744993445616903	4.21469732879747	0.000488610651658066	0.00215832920692573	0.0119711414763639	TRUE	FALSE	FALSE
"C22orf46"	0.321603251054905	4.73124331113654	4.6051967957803	0.000203036732775158	0.00102447229045305	0.00945134787126012	TRUE	FALSE	FALSE
"CYP4F3"	-1.84981315383335	-2.16017932718917	-4.31917194521033	0.000386024085973103	0.00176743825149085	0.00940794759620012	TRUE	TRUE	TRUE
"MICAL1"	0.331721141988953	4.12704501990023	4.56276123177398	0.000223276743675057	0.00111300233844268	0.00532150956165633	TRUE	FALSE	FALSE
"RP11-96D1.10"	0.281931056196189	4.0797672038645	4.55293096927206	0.000228249940831364	0.00113163409121052	0.00372023172524472	TRUE	FALSE	FALSE
"BOD1"	-0.2338223143762	6.57158948254119	-4.68316975526372	0.000170562450082357	0.000880654062116406	0.00329792626687553	TRUE	FALSE	FALSE
"MFSD8"	0.410117050968814	3.77179412767142	4.52911241310024	0.000240770160110136	0.00118324585280621	0.00182533078560798	TRUE	FALSE	FALSE
"TNNT3"	-0.318154238985549	4.28636926941052	-4.58248818294962	0.000213625235995661	0.0010707183491517	0.000272626741785409	TRUE	FALSE	FALSE
"PADI4"	-0.954031305017332	-0.270887223489271	-4.20619456425386	0.000498081146926282	0.00219464075322089	-0.000170021662200703	TRUE	FALSE	FALSE
"IMPA2"	-0.258161491244839	7.42729158124708	-4.7015565813776	0.000163705030367296	0.000852139898620574	-0.00186349852120493	TRUE	FALSE	FALSE
"MANEA"	0.420348116728505	3.30787714001171	4.48468825068915	0.000266009986373454	0.0012888147131884	-0.0038691277493621	TRUE	FALSE	FALSE
"ZNF503-AS2"	0.816307968899423	0.0076221784914757	4.21239321761591	0.000491158957868577	0.00216867629563183	-0.00546316751085296	TRUE	FALSE	FALSE
"GTF2IP4"	0.305625350825317	4.31893477432112	4.57332853435837	0.000218052950250665	0.00109057536799157	-0.00582085701310309	TRUE	FALSE	FALSE
"ADGRE5"	-0.255339523668047	5.52843087480799	-4.64169837923908	0.000187119177204746	0.000953972496985147	-0.0113571463076045	TRUE	FALSE	FALSE
"RP13-580F15.2"	-0.444991851009532	1.82772957585926	-4.33641672211724	0.000371311798141397	0.00170872419241715	-0.0141019792179335	TRUE	FALSE	FALSE
"C1orf159"	-0.323370811687317	4.21483396402957	-4.55684998048955	0.000226253979005527	0.00112491534617192	-0.0184345352647135	TRUE	FALSE	FALSE
"DNAJC9"	0.334794759102386	4.37101550973011	4.56443321083443	0.000222441861552027	0.00110989110740289	-0.0204736723989152	TRUE	FALSE	FALSE
"AP1G2"	0.231057984044249	6.95036460339487	4.68260925566456	0.000170776008033065	0.000881540648180484	-0.0212311972831936	TRUE	FALSE	FALSE
"USP27X"	0.472418085357218	2.07695528394646	4.36135652250733	0.000351028964793618	0.00163132057629436	-0.0223054680105514	TRUE	FALSE	FALSE
"LYRM5"	0.50217713407593	2.35731773031627	4.37722968937383	0.00033870572431069	0.00158313174802063	-0.0245086248655104	TRUE	FALSE	FALSE
"PTGES"	-0.260241683927735	6.17238666699933	-4.66161288612269	0.000178974408932432	0.000918011906153061	-0.0250999903782478	TRUE	FALSE	FALSE
"NSUN4"	-0.232928311349594	5.43430600971526	-4.62653051603371	0.000193573995658783	0.000980954965732002	-0.0269232723827475	TRUE	FALSE	FALSE
"RP11-54O7.14"	0.366427825473354	5.10584471644446	4.61626882817024	0.000198068533287442	0.00100204412157379	-0.0269324564758291	TRUE	FALSE	FALSE
"RP4-568C11.4"	0.623282477860723	1.15660822759133	4.27757912048385	0.000423973986678187	0.00191415259394828	-0.0276223384101177	TRUE	FALSE	FALSE
"TALDO1"	-0.233405323727367	6.93024370370101	-4.67883807324872	0.000172219950093805	0.000887254944650547	-0.0276311766841655	TRUE	FALSE	FALSE
"LIMS4"	-0.599077051290015	1.93015308792202	-4.32950761162191	0.000377137133206231	0.00173013302441691	-0.0283825983639989	TRUE	FALSE	FALSE
"SHF"	-0.383248685911075	3.36002619220374	-4.4762720420939	0.000271085263444855	0.00130973477246682	-0.0297036660324297	TRUE	FALSE	FALSE
"CDC42SE1"	-0.201795311649247	7.29080258265895	-4.68602962916721	0.000169477010024772	0.000876768834278448	-0.03152980488077	TRUE	FALSE	FALSE
"RBM26"	-0.245787340032344	5.90276023650609	-4.64549992761535	0.000185535876365381	0.00094659694151444	-0.0323635725154361	TRUE	FALSE	FALSE
"IGFBP4"	0.818239254692456	0.00439713957677258	4.20205183461216	0.000502762080723833	0.00221064203559346	-0.0354119019050048	TRUE	FALSE	FALSE
