"logFC"	"logCPM"	"PValue"	"FDR"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"MAP3K3"	0.337083579248904	4.34837176201435	2.23068518172361e-07	4.31115725121006e-05	TRUE	FALSE	FALSE
"GPRC5A"	-0.576327453243971	4.25621907972588	2.34145556838168e-07	4.48410027304805e-05	TRUE	FALSE	FALSE
"CASQ1"	-0.328716678971928	4.81714658976109	2.50016246170564e-07	4.74490292056676e-05	TRUE	FALSE	FALSE
"FAM47E-STBD1"	-0.310126394652135	6.16914759794161	2.71706518792057e-07	5.11050850435131e-05	TRUE	FALSE	FALSE
"HEY1"	-0.298753325648448	8.04442024522383	2.7721737560298e-07	5.16801879155077e-05	TRUE	FALSE	FALSE
"UCA1"	-0.424392599130731	4.1370224825965	2.93676972910508e-07	5.41566224205719e-05	TRUE	FALSE	FALSE
"PPP1R15A"	-0.308943854226053	6.49048069859331	2.95642816783716e-07	5.41566224205719e-05	TRUE	FALSE	FALSE
"GUCA2A"	-0.665990525657902	2.16100488656545	3.09544994452043e-07	5.62144383890237e-05	TRUE	FALSE	FALSE
"NFE2L3"	-0.305651595927159	7.78800090419944	3.27308233713997e-07	5.89322671061458e-05	TRUE	FALSE	FALSE
"RP11-800A3.4"	-0.563592787290292	2.63164212124627	3.31140201469021e-07	5.91169447809016e-05	TRUE	FALSE	FALSE
"CACNA1S"	-0.405149468069865	4.04637046609307	3.83425626120414e-07	6.78760020155684e-05	TRUE	FALSE	FALSE
"TKTL1"	-0.920415274497257	0.700122684239132	4.2337215911672e-07	7.39988780580489e-05	TRUE	FALSE	FALSE
"GDPD2"	-0.538654931312934	3.39250861664068	4.25155117915064e-07	7.39988780580489e-05	TRUE	FALSE	FALSE
"MYO7A"	-0.250434450294994	6.5296698173606	4.33484259631242e-07	7.39988780580489e-05	TRUE	FALSE	FALSE
"CDYL2"	-0.287384604075707	6.02196909104639	4.34055677409423e-07	7.39988780580489e-05	TRUE	FALSE	FALSE
"LIN28A"	-0.29071322358309	6.08131441678359	4.35576800493595e-07	7.39988780580489e-05	TRUE	FALSE	FALSE
"ABCA4"	-0.305080735420625	5.29850232579885	4.78788413595236e-07	8.02995046158546e-05	TRUE	FALSE	FALSE
"ITGB4"	-0.244149706136958	9.30065161997136	4.80287552530033e-07	8.02995046158546e-05	TRUE	FALSE	FALSE
"HAS3"	-0.708851176322525	1.98594910055606	4.87609825932187e-07	8.05203334186087e-05	TRUE	FALSE	FALSE
"STK24"	-0.285600333539531	7.83941369369231	4.93010829830569e-07	8.05203334186087e-05	TRUE	FALSE	FALSE
"CAPN5"	0.454418776864729	3.17455576016657	4.93075240244969e-07	8.05203334186087e-05	TRUE	FALSE	FALSE
"IRX2"	-0.283516625467861	7.39500559439083	5.07888186668727e-07	8.23013272335647e-05	TRUE	FALSE	FALSE
"SLC1A6"	-0.649834607996983	1.89953017819797	5.385866201079e-07	8.66096621312444e-05	TRUE	FALSE	FALSE
"PDE6D"	0.531576846733072	3.47804362272499	5.60922131533405e-07	8.95180729006265e-05	TRUE	FALSE	FALSE
"KRT24"	-0.813788792910853	1.122542220539	6.06195959554301e-07	9.60159705561723e-05	TRUE	FALSE	FALSE
"TRIP6"	-0.262207210769037	6.85387448745329	6.58374466437455e-07	0.000103502362014712	TRUE	FALSE	FALSE
"CLDN19"	-0.543369075819745	4.0466001534648	6.67193899081517e-07	0.000104111901318898	TRUE	FALSE	FALSE
"KANK4"	-0.618050400962143	3.57563689913665	7.04522111709066e-07	0.00010907811098597	TRUE	FALSE	FALSE
"SOCS3"	-0.342013581699525	4.82076722517166	7.09375353891476e-07	0.00010907811098597	TRUE	FALSE	FALSE
"ARHGEF33"	-0.495421110199599	3.15706553911559	7.25772124327974e-07	0.000110232802696269	TRUE	FALSE	FALSE
"CLU"	-0.405334917561323	5.35058462237536	7.3020227341574e-07	0.000110232802696269	TRUE	FALSE	FALSE
"TRANK1"	-1.27717586892492	-0.965617422186276	7.32582947758361e-07	0.000110232802696269	TRUE	TRUE	FALSE
"FYTTD1"	0.352976624644914	4.20322585483837	7.4398969530399e-07	0.000111155226392013	TRUE	FALSE	FALSE
"MYEOV"	-0.453536863584278	4.59680633397097	7.63936211712104e-07	0.000113331550957234	TRUE	FALSE	FALSE
"ALDH2"	-0.249913534962867	7.58180529746233	8.1629473957622e-07	0.000120252202684704	TRUE	FALSE	FALSE
"TSPYL2"	-0.348476336484626	5.27145371362932	8.65247296525112e-07	0.000126578469087486	TRUE	FALSE	FALSE
"RP5-1065P14.2"	-0.314987779894163	4.55038986091748	9.10022661014656e-07	0.00013221060259955	TRUE	FALSE	FALSE
"TRIM29"	-0.515973076844757	4.60138582419238	9.59970657608406e-07	0.00013795005249539	TRUE	FALSE	FALSE
"CLIC3"	-0.35535661803804	9.25563922016445	9.62624974690131e-07	0.00013795005249539	TRUE	FALSE	FALSE
"OSBPL6"	-0.357293597821379	4.22922906848297	9.91624629746329e-07	0.000141145705744839	TRUE	FALSE	FALSE
"SMIM3"	-0.246759755147773	6.5933088504204	1.01342470758972e-06	0.000143280569732114	TRUE	FALSE	FALSE
"SALL4"	-0.27983716767355	5.73494655610702	1.07414623888896e-06	0.000150853097789566	TRUE	FALSE	FALSE
"SPNS3"	-0.417263263708698	3.11752792772764	1.09675576641606e-06	0.000153008324339872	TRUE	FALSE	FALSE
"IQCJ-SCHIP1"	-0.305699778625834	5.0286686045059	1.10504611187087e-06	0.000153150667057052	TRUE	FALSE	FALSE
"GRAMD1B"	-0.350185943500582	4.56047452619209	1.11297561223097e-06	0.000153241465668351	TRUE	FALSE	FALSE
"SLC12A3"	-0.555020328665539	2.89991011744912	1.14427353710151e-06	0.00015581647143175	TRUE	FALSE	FALSE
"MGC39584"	-0.490516671780284	2.29752492410726	1.1464707619824e-06	0.00015581647143175	TRUE	FALSE	FALSE
"GABARAPL1"	-0.282916355357755	5.10554071182943	1.17867919874022e-06	0.000159167025645265	TRUE	FALSE	FALSE
"BCL2L1"	-0.254881048557972	6.33213784987351	1.35452847151927e-06	0.000181107002270424	TRUE	FALSE	FALSE
"AIM1"	-0.351097278604521	4.7725871762835	1.35834550264536e-06	0.000181107002270424	TRUE	FALSE	FALSE
"ANXA8L1"	-0.38728002037649	3.75978791106454	1.51385367166331e-06	0.000200571329856977	TRUE	FALSE	FALSE
"ANKRD50"	0.510551071648018	2.75694417085275	1.53383755319763e-06	0.000201948886847883	TRUE	FALSE	FALSE
"IRF8"	-0.40701915349218	3.66909487747387	1.55205986419934e-06	0.00020307883912561	TRUE	FALSE	FALSE
"TGIF2"	-0.27122497922276	6.50765841146687	1.61337881150729e-06	0.000209799000266744	TRUE	FALSE	FALSE
"ACTN1"	-0.275095380450606	9.42151633968894	1.77398686039622e-06	0.000229005097635016	TRUE	FALSE	FALSE
"SMAD3"	-0.283749693756687	6.47157104936047	1.78281762138719e-06	0.000229005097635016	TRUE	FALSE	FALSE
"TUBB3"	0.543467617380094	2.38973336155201	1.83596934991235e-06	0.000234403214092446	TRUE	FALSE	FALSE
"NPPB"	-0.549076631615456	4.74669420977931	1.92181908867872e-06	0.000243885788687385	TRUE	FALSE	FALSE
"TNFRSF19"	-0.423281148166078	2.8992199119139	2.0649784007363e-06	0.000259720355697548	TRUE	FALSE	FALSE
"AC079776.3"	-0.860262647302796	-0.0286774573455563	2.07125319268908e-06	0.000259720355697548	TRUE	FALSE	FALSE
"SLC22A11"	-0.821455228754081	0.781224567700651	2.08373733302276e-06	0.000259739708032293	TRUE	FALSE	FALSE
"EDEM2"	-0.276634143308832	6.30285412066973	2.13809902917866e-06	0.000264948200874574	TRUE	FALSE	FALSE
"DHRS3"	-0.416720823685602	4.41771341377976	2.22977114307136e-06	0.000274692157309598	TRUE	FALSE	FALSE
"A2ML1"	-0.309722666969282	5.05206794982594	2.28366464852522e-06	0.000279695810964141	TRUE	FALSE	FALSE
"GGTLC5P"	-1.00681626915429	-0.0395385761805982	2.33771932408416e-06	0.000284661244399751	TRUE	FALSE	FALSE
"SCARA3"	-0.277671209899115	5.55828732194563	2.38880389517581e-06	0.000289210016412492	TRUE	FALSE	FALSE
"RGL1"	-0.25851587321709	4.98618737455761	2.44538913878979e-06	0.000294368957701404	TRUE	FALSE	FALSE
"STK17A"	0.462347902975576	2.55095709197922	2.63310551248848e-06	0.00031516477685274	TRUE	FALSE	FALSE
"TRIB1"	-0.24924930036945	6.09241367796209	2.65202687370746e-06	0.000315636147579217	TRUE	FALSE	FALSE
"FAM227B"	1.238441035666	-0.587423277026081	2.79618008332819e-06	0.000330923200198829	TRUE	TRUE	FALSE
"RP11-162P23.2"	-0.245383811501758	6.37530954777769	2.87413532888018e-06	0.000338248797978714	TRUE	FALSE	FALSE
"TJP2"	-0.234148442502327	6.95032337882051	2.89946453550047e-06	0.000339333999471405	TRUE	FALSE	FALSE
"CLEC1A"	-0.388406326810458	5.33860427419973	2.92568902394428e-06	0.000340511408720499	TRUE	FALSE	FALSE
"ARHGEF10"	-0.848332996706748	2.10131899868267	3.14210566830814e-06	0.000363690098948237	TRUE	FALSE	FALSE
"PLEKHG3"	-0.22499572249762	6.56261517684551	3.21133360401743e-06	0.000369510400612225	TRUE	FALSE	FALSE
"RP11-439C15.6"	-0.846981412323132	2.0919641830071	3.2287821340833e-06	0.000369510400612225	TRUE	FALSE	FALSE
"C1orf198"	-0.228967939509758	7.24989755322216	3.2450120627201e-06	0.000369510400612225	TRUE	FALSE	FALSE
"NAV2"	-0.294410086316387	8.11928577858366	3.44719860898806e-06	0.00039042304245668	TRUE	FALSE	FALSE
"APBB1IP"	-0.32092138841244	6.13685481198047	3.66479205045898e-06	0.000412346766551209	TRUE	FALSE	FALSE
"TBC1D2"	-0.246142941334282	5.74065443431125	3.67991987618093e-06	0.000412346766551209	TRUE	FALSE	FALSE
"PPME1"	-0.22281158577402	6.98786076124415	3.84263251714479e-06	0.000428301040244297	TRUE	FALSE	FALSE
"PKD2"	0.451955381931065	3.05161067404009	4.0207383562022e-06	0.000445794074798713	TRUE	FALSE	FALSE
"EFR3A"	0.356207021524157	5.0511333863451	4.05703880956333e-06	0.000446091441379074	TRUE	FALSE	FALSE
"ZNF45"	0.432759979241121	3.01923237584555	4.07827306611017e-06	0.000446091441379074	TRUE	FALSE	FALSE
"TNFAIP2"	-0.273300377925209	7.73786339150573	4.08694807681388e-06	0.000446091441379074	TRUE	FALSE	FALSE
"CSRNP1"	-0.258147671212013	5.49482365107018	4.16043339711617e-06	0.000451771597647676	TRUE	FALSE	FALSE
"HSPD1P6"	-0.541265760725965	2.17806512728444	4.44119043415789e-06	0.000479785218902411	TRUE	FALSE	FALSE
"DNAJC6"	-0.279321205145294	5.60144493384499	4.58705559719308e-06	0.000489080992455594	TRUE	FALSE	FALSE
"TMBIM1"	-0.245780366307275	8.63375351315992	4.63587417371938e-06	0.000489080992455594	TRUE	FALSE	FALSE
"SH3BP4"	-0.267912104593357	7.28690997441253	4.6378496472457e-06	0.000489080992455594	TRUE	FALSE	FALSE
"CDK14"	-0.247922668607096	5.33699027873753	4.64253137095827e-06	0.000489080992455594	TRUE	FALSE	FALSE
"DGKD"	-0.293293083275019	5.82270961651209	4.64332091954423e-06	0.000489080992455594	TRUE	FALSE	FALSE
"NLRP9"	-0.598728119037097	3.28733633607179	5.36568162319324e-06	0.00056235546803079	TRUE	FALSE	FALSE
"RP11-525K10.3"	-0.670637975242211	1.2113612372067	5.65706446584039e-06	0.000589959010086107	TRUE	FALSE	FALSE
"LA16c-431H6.6"	-0.2627939878464	5.69927076370567	5.80720669452324e-06	0.000602633577472052	TRUE	FALSE	FALSE
"MTHFD1L"	-0.26946325167093	6.69323355932353	5.91969316029676e-06	0.000611295373111822	TRUE	FALSE	FALSE
"MAP2K6"	0.359346458179563	4.35980128392205	6.23108279770127e-06	0.000640312147396951	TRUE	FALSE	FALSE
"LY6K"	-1.23729700496279	-0.704108101456805	6.28217481581315e-06	0.000642428614902523	TRUE	TRUE	FALSE
"CCNYL1"	0.261848773887196	5.10556899027916	6.34862622095487e-06	0.00064314919317222	TRUE	FALSE	FALSE
"RP11-566K11.2"	0.420963149078842	3.15616851472827	6.37694717602655e-06	0.00064314919317222	TRUE	FALSE	FALSE
"IPPK"	-0.280564710215097	4.72069060205714	6.38759373143765e-06	0.00064314919317222	TRUE	FALSE	FALSE
"LRIG1"	0.445321846910015	2.54843334324374	6.41134199972307e-06	0.00064314919317222	TRUE	FALSE	FALSE
"EPS8L1"	-0.275581918317309	5.90857992430868	6.45927007387593e-06	0.000644886177138722	TRUE	FALSE	FALSE
"ST3GAL1"	-0.260614158682533	6.15696118501764	6.51471329787738e-06	0.000647353539307004	TRUE	FALSE	FALSE
"ARHGAP10"	-0.235863412432409	6.56254077600348	6.58085027545362e-06	0.000650855361045568	TRUE	FALSE	FALSE
"CCPG1"	0.394672600938915	4.66639057320458	6.65732747238405e-06	0.000655342338940385	TRUE	FALSE	FALSE
"TPST2"	-0.312361730960957	4.6089200748191	6.85227692033522e-06	0.000671395653971077	TRUE	FALSE	FALSE
"BCAR3"	-0.22867573513568	6.69435533647221	7.25892925609809e-06	0.000707947239393344	TRUE	FALSE	FALSE
"USP43"	-0.302307588179543	4.37763644082834	7.41501396336485e-06	0.000719837254157806	TRUE	FALSE	FALSE
"BLCAP"	-0.264926632224905	6.98401160860516	7.6827008340211e-06	0.000742402641144443	TRUE	FALSE	FALSE
"PIM3"	-0.242772318800057	6.43915574302123	8.32524668531055e-06	0.00080082030444179	TRUE	FALSE	FALSE
"SLC3A2"	-0.255790494023334	8.06046032797543	8.45260345902171e-06	0.000809375202126143	TRUE	FALSE	FALSE
"DENND1A"	-0.23450424553446	7.4800809933167	8.55291292461643e-06	0.000815274496244206	TRUE	FALSE	FALSE
"SEMA6D"	-0.56858867802323	2.09989528072502	8.61863553371348e-06	0.000817838631320758	TRUE	FALSE	FALSE
"AVPI1"	-0.309468756755524	4.57911233688363	8.90811239184209e-06	0.000841517020836527	TRUE	FALSE	FALSE
"SKIDA1"	-0.24748779490362	5.46923771430312	9.02639610890204e-06	0.000848767070220686	TRUE	FALSE	FALSE
"APBA2"	2.42622549585871	-1.82646451072712	9.06544150762624e-06	0.000848767070220686	TRUE	TRUE	TRUE
