"logFC"	"logCPM"	"PValue"	"FDR"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"DUSP5"	-0.28610192515604	4.27035103194495	0.00132246774590633	0.0355890282999153	TRUE	FALSE	FALSE
"IRF6"	-0.208555542397322	6.38099213178017	0.00132284381006305	0.0355890282999153	TRUE	FALSE	FALSE
"ZMAT1"	1.34516023700646	-1.08848701431701	0.00132609439378304	0.0355890282999153	TRUE	TRUE	FALSE
"RAI14"	-0.191658486358518	6.4444305313212	0.00132618376604166	0.0355890282999153	TRUE	FALSE	FALSE
"MAPK8"	0.270005228772318	3.71894149777537	0.00132811422979251	0.0355954890137519	TRUE	FALSE	FALSE
"ELF4"	-0.163600335401205	7.3032864820412	0.00133847274835499	0.0358275310252175	TRUE	FALSE	FALSE
"RP11-266K22.2"	0.792028569356321	-0.700053932103283	0.00134210611879829	0.0358791973332549	TRUE	FALSE	FALSE
"ZNF415"	0.349358499008675	2.60723257646054	0.00134569856321061	0.0359191952630307	TRUE	FALSE	FALSE
"GEN1"	0.218592046562957	4.38863369414751	0.0013470124493399	0.0359191952630307	TRUE	FALSE	FALSE
"PNMAL2"	0.5579507699832	0.637732622703194	0.00135359298795051	0.0360490390444568	TRUE	FALSE	FALSE
"SUV39H1"	-0.172910536325804	6.26801868001136	0.00136134756299541	0.0361890381994376	TRUE	FALSE	FALSE
"OSTM1"	0.267300207095992	3.79583791021378	0.0013622855450562	0.0361890381994376	TRUE	FALSE	FALSE
"CORO1C"	-0.170184354680909	8.28006906174	0.00137111801102155	0.0363777985140805	TRUE	FALSE	FALSE
"AC002480.3"	-0.381097742680459	2.16153177518707	0.00139319138667473	0.0369169430838867	TRUE	FALSE	FALSE
"TXNRD2"	-0.323911234208668	2.33451580684206	0.00140554326126073	0.0371844841770813	TRUE	FALSE	FALSE
"ELMSAN1"	-0.162642875669157	6.51411095351405	0.00140681828012597	0.0371844841770813	TRUE	FALSE	FALSE
"LRRC32"	-0.388656446709731	2.37633230139413	0.00141263142629337	0.0372913453963611	TRUE	FALSE	FALSE
"GAS2L1P2"	-0.709418073867943	-0.310926858125644	0.00141527115684496	0.0373142705758398	TRUE	FALSE	FALSE
"CSH2"	-0.456785517816553	2.12261012421799	0.00142209973989302	0.037447441400733	TRUE	FALSE	FALSE
"HSD17B1"	-0.225520992731249	6.2981971887264	0.00143244793488095	0.0376728441900151	TRUE	FALSE	FALSE
"MYBBP1A"	-0.171675006081835	6.09594417438823	0.0014361449496707	0.0376846187670592	TRUE	FALSE	FALSE
"RP5-1021I20.4"	-0.173141188245055	6.41217671717528	0.00143647341070676	0.0376846187670592	TRUE	FALSE	FALSE
"ATR"	0.229803429399177	4.82312609486393	0.00143935050326385	0.037713131469846	TRUE	FALSE	FALSE
"CCDC33"	0.350733963628422	2.42254931825011	0.00144190858468202	0.0377332251489582	TRUE	FALSE	FALSE
"FKBP3"	0.241828208654992	5.40422263185807	0.00145047896071508	0.0379104091642975	TRUE	FALSE	FALSE
"EXTL3-AS1"	1.5104660997396	-2.1548023873511	0.0014543639165694	0.037964845435503	TRUE	TRUE	TRUE
"NCBP2"	-0.161462397122329	6.25328839982053	0.00146630227742755	0.0382291135845159	TRUE	FALSE	FALSE
"SH3PXD2A"	-0.238565779404858	6.35492985006325	0.00147240490226753	0.038340768443965	TRUE	FALSE	FALSE
"SLC2A13"	0.279340731763237	4.08514158206355	0.00148117949211427	0.0384641624220459	TRUE	FALSE	FALSE
"FERMT1"	-0.176969209647279	6.42414185528568	0.00148319353374011	0.0384641624220459	TRUE	FALSE	FALSE
"VASP"	-0.181676534026737	5.34062603960354	0.00148397948994658	0.0384641624220459	TRUE	FALSE	FALSE
"IPO4"	-0.157087017684077	6.63359626935129	0.00148444716838144	0.0384641624220459	TRUE	FALSE	FALSE
"ZNF385A"	-0.205052696444811	5.32286435742743	0.00148761651557702	0.0384989306107439	TRUE	FALSE	FALSE
"GINM1"	0.199120778522057	5.07711080587097	0.00149123347074424	0.0385451831836787	TRUE	FALSE	FALSE
"CYB5D2"	0.341466298264991	2.64005699858942	0.00149651263336479	0.0386342342334102	TRUE	FALSE	FALSE
"HEXB"	0.204006587125418	6.19174590807185	0.00150028563701251	0.0386740227906172	TRUE	FALSE	FALSE
"PRSS8"	-0.185478879246983	9.76245618027147	0.00150172555979896	0.0386740227906172	TRUE	FALSE	FALSE
"RP11-872D17.8"	-2.22756459711499	-3.865579265978	0.0015118705351733	0.038887746879073	TRUE	TRUE	TRUE
"GS1-259H13.2"	1.24677789731999	-1.85284937217292	0.00152501571523118	0.0391780256793415	TRUE	TRUE	FALSE
"BTN3A1"	0.669009974524935	0.0700050483046002	0.00154137171836542	0.0395499837016881	TRUE	FALSE	FALSE
"NT5M"	0.522792898837777	0.861851538647373	0.00154582039865134	0.039615878975656	TRUE	FALSE	FALSE
"RP11-301O19.1"	0.930121926472864	-0.597398098823506	0.00155117200595648	0.0397047259750658	TRUE	FALSE	FALSE
"FANCE"	-0.168397393383185	6.86093742136084	0.00155498254616326	0.0397539591231496	TRUE	FALSE	FALSE
"FAM135A"	0.304770520420874	3.14424727817138	0.00156843087110046	0.0400491693704271	TRUE	FALSE	FALSE
"FBXO41"	-0.20036059221925	4.77374897797257	0.00157065546629359	0.0400520558082902	TRUE	FALSE	FALSE
"BLOC1S2"	0.235461592235088	4.55087169057522	0.00157333010997993	0.0400520558082902	TRUE	FALSE	FALSE
"EIF4H"	-0.161859366256387	8.94694133996337	0.0015742477076457	0.0400520558082902	TRUE	FALSE	FALSE
"CNPY4"	0.312789658071584	2.90629758385845	0.00158545857056925	0.0402019388805134	TRUE	FALSE	FALSE
"FAM126A"	0.295496985875662	3.15644272266417	0.0015857789314874	0.0402019388805134	TRUE	FALSE	FALSE
"MFAP2"	-0.236837978623054	4.29449164392019	0.00158705786034675	0.0402019388805134	TRUE	FALSE	FALSE
"CYP26B1"	-0.20716640375214	5.12913663427213	0.00158838153486094	0.0402019388805134	TRUE	FALSE	FALSE
"EPB41L3"	0.17649778937636	5.3597673246762	0.00158968076936617	0.0402019388805134	TRUE	FALSE	FALSE
"CLSTN3"	-0.165897319519186	7.16729895610396	0.00159925158936563	0.0403549922416483	TRUE	FALSE	FALSE
"WDR18"	-0.171931428533919	6.25476309877005	0.00159956415654497	0.0403549922416483	TRUE	FALSE	FALSE
"ZSWIM6"	0.26787273185185	3.15391053178156	0.00160520402200676	0.0404488372339646	TRUE	FALSE	FALSE
"FBLIM1"	-0.262426116896134	3.4325322363364	0.00161477969781009	0.0406415162653134	TRUE	FALSE	FALSE
"CHM"	0.241689340373087	4.06358231480591	0.00162176684136881	0.0407267322862194	TRUE	FALSE	FALSE
"INTS8"	0.221320967711208	5.26358952062295	0.00162203210804795	0.0407267322862194	TRUE	FALSE	FALSE
"LRP11"	0.80638647981129	-0.181956640750975	0.00162740676915165	0.0408130369035102	TRUE	FALSE	FALSE
"COQ5"	0.175210690267386	5.52674450603691	0.00163686682771377	0.0409653127788021	TRUE	FALSE	FALSE
"COL9A3"	-0.212797483658335	7.22432680600113	0.00163736795593617	0.0409653127788021	TRUE	FALSE	FALSE
"ACTA1"	-0.502400414897454	1.54584162430542	0.00165136920434623	0.0412499285482823	TRUE	FALSE	FALSE
"CD276"	-0.18608417454901	7.72760451322636	0.001652660196276	0.0412499285482823	TRUE	FALSE	FALSE
"ST3GAL6"	-0.188190286685381	5.29157118703192	0.00165529531839866	0.0412668061270842	TRUE	FALSE	FALSE
"CPNE3"	0.188530477022773	6.00155401194568	0.0016575073960928	0.0412731096998711	TRUE	FALSE	FALSE
"FOXJ3"	-0.171989166777384	7.14272950715512	0.00166063090851387	0.0413020669642894	TRUE	FALSE	FALSE
"RP11-382A20.2"	-1.74681038844254	-3.22300771406615	0.00167903278472894	0.0416892217726933	TRUE	TRUE	TRUE
"SLC12A8"	-0.310369359533709	2.77678961963423	0.00168015519249106	0.0416892217726933	TRUE	FALSE	FALSE
"COX11"	0.191151164997819	5.06130397804551	0.00169070144066332	0.0419015488811922	TRUE	FALSE	FALSE
"ASPH"	0.178196419599266	6.38176750535865	0.00169301415794991	0.041909560812424	TRUE	FALSE	FALSE
"CTNNA1"	-0.161056039277597	8.97208564434976	0.00169592630796936	0.0419323751216932	TRUE	FALSE	FALSE
"CD9"	-0.166378229362287	7.87181311047343	0.00171071938500156	0.042191406461271	TRUE	FALSE	FALSE
"FGFR3"	0.185341892288745	5.61111910791233	0.00171082293274201	0.042191406461271	TRUE	FALSE	FALSE
"TMEM120A"	-0.241784753182818	5.43265422108645	0.00171241111385107	0.042191406461271	TRUE	FALSE	FALSE
"STIM2"	0.330037353337157	2.40313684128872	0.00172124851577209	0.0423596042444565	TRUE	FALSE	FALSE
"ZCCHC10"	0.236722842873005	4.27773042568691	0.00172501596413762	0.0424027844813571	TRUE	FALSE	FALSE
"MRPS36P1"	1.27815116618195	-2.43600342126307	0.00174630077510079	0.0428759581914605	TRUE	TRUE	FALSE
"GLCCI1"	0.29805500963922	3.06596029425514	0.00175385174028128	0.0430112232372124	TRUE	FALSE	FALSE
"TG"	-0.901886097536239	-1.79379514314973	0.0017563036292036	0.0430212700613988	TRUE	FALSE	FALSE
"C12orf57"	-0.256733668147512	5.48026671650422	0.00176567471816153	0.0431855549122435	TRUE	FALSE	FALSE
"NDRG1"	-0.203021977100616	8.87293260061757	0.00176711043075828	0.0431855549122435	TRUE	FALSE	FALSE
"JAK1"	-0.175246011421896	6.68990136576958	0.00177832298684979	0.0434092144159649	TRUE	FALSE	FALSE
"EPSTI1"	-0.89246583838198	-0.847809078973205	0.00179829738718478	0.0438459869889289	TRUE	FALSE	FALSE
"SDSL"	1.41349146698776	-2.06615935194	0.00180390211984971	0.0439317942852648	TRUE	TRUE	FALSE
"DDX41"	-0.157977610281529	7.84830762713439	0.00181596844028508	0.0441745856386206	TRUE	FALSE	FALSE
"BCAP29"	0.26090840804574	3.75352766420653	0.00182064098322037	0.0442371660352022	TRUE	FALSE	FALSE
"MYCL"	-0.19719214965646	5.57085319934374	0.00182521050322678	0.0442971019135661	TRUE	FALSE	FALSE
"ZNF664"	0.166431629900665	6.95983120850691	0.00183384901587019	0.0444555389739027	TRUE	FALSE	FALSE
"CHUK"	0.341867054131085	3.47118944479071	0.00185150754707105	0.0447819317135296	TRUE	FALSE	FALSE
"MCF2L2"	0.749728496026278	-0.133034847301457	0.00185263730838561	0.0447819317135296	TRUE	FALSE	FALSE
"ANKRD31"	-0.423394153038466	1.37249363179645	0.0018536905180954	0.0447819317135296	TRUE	FALSE	FALSE
"MEX3B"	-0.17439913284565	5.53228290103207	0.00186045635759307	0.0448326354447222	TRUE	FALSE	FALSE
"HMCES"	-0.205679552060906	5.69384643450392	0.00186201766088592	0.0448326354447222	TRUE	FALSE	FALSE
"MYO18A"	-0.161083520039585	7.58986929322559	0.00186217393022557	0.0448326354447222	TRUE	FALSE	FALSE
"PRG2"	-2.5703949800329	-4.01372946030211	0.00187043396868303	0.044980093589357	TRUE	TRUE	TRUE
"NAA30"	0.187682038742643	4.88801876698842	0.00187344414382592	0.0450011109849907	TRUE	FALSE	FALSE
"MIR6797"	2.50673106191238	-1.67394346995408	0.00188747121994154	0.0452864108420141	TRUE	TRUE	TRUE
"BARX2"	-0.380808099374958	1.93640905107338	0.00189249154639093	0.0453252802343728	TRUE	FALSE	FALSE
"RNF130"	0.183090549658824	4.84055698456565	0.00189339440834748	0.0453252802343728	TRUE	FALSE	FALSE
"ADGRF2"	-0.524529689253285	1.42830124054879	0.00189712842516866	0.0453631185069274	TRUE	FALSE	FALSE
"AKAP3"	0.641615261746118	0.23813896328547	0.00190917249606708	0.0455993512496021	TRUE	FALSE	FALSE
"AF064858.8"	-0.703245217144122	0.307027483947531	0.001920442396489	0.0457755020645001	TRUE	FALSE	FALSE
"PRRG1"	0.378626565917715	2.16742725790824	0.00192089356427504	0.0457755020645001	TRUE	FALSE	FALSE
"RP1-130H16.18"	-0.193881488624686	5.01616873431149	0.00192788739777619	0.0458902552785912	TRUE	FALSE	FALSE
"FIRRE"	-0.502634647750692	1.11965576331843	0.00193152725141382	0.0459250034743607	TRUE	FALSE	FALSE
"AQP1"	-0.474205244256886	1.34113125033816	0.0019352472680694	0.0459615771692786	TRUE	FALSE	FALSE
"CTC-479C5.10"	-0.181306416675836	5.62007289504312	0.00194419924020914	0.046122186029556	TRUE	FALSE	FALSE
"C12orf29"	0.226035349095889	3.80408844697559	0.00194777727877269	0.0461550912875428	TRUE	FALSE	FALSE
"GFOD2"	-0.177928942134883	4.81053814405866	0.00196916723157437	0.04660952460713	TRUE	FALSE	FALSE
"CEP170"	0.640440887495131	2.64758946454445	0.00197414568122963	0.0466589026598908	TRUE	FALSE	FALSE
"RRP1"	-0.183651868057302	5.04021621063535	0.0019759013314927	0.0466589026598908	TRUE	FALSE	FALSE
"DFFB"	-0.273863662780137	2.78877829344833	0.00197789803832158	0.0466589026598908	TRUE	FALSE	FALSE
"TRAK2"	0.195090712887502	4.85049724598699	0.00198466298862041	0.0466908949423043	TRUE	FALSE	FALSE
"RMRP"	-1.08579204384782	-1.80318235824084	0.0019863018180548	0.0466908949423043	TRUE	FALSE	FALSE
"KIFC2"	0.261096193592019	4.22371637269295	0.00198934645623631	0.0466908949423043	TRUE	FALSE	FALSE
"TBC1D10A"	-0.192345477682859	4.97053129885685	0.00198995923508816	0.0466908949423043	TRUE	FALSE	FALSE
"YWHAH"	-0.170789569570757	6.15844280174794	0.00199033626023874	0.0466908949423043	TRUE	FALSE	FALSE
"PASD1"	-0.169905210661919	6.05915783819404	0.00200104059489892	0.0468633315713688	TRUE	FALSE	FALSE
"HPDL"	-0.239120606951871	4.10087542284839	0.00200213606827266	0.0468633315713688	TRUE	FALSE	FALSE
"COL7A1"	-0.218357455099546	6.3064665049208	0.00200614190518099	0.0469049782181383	TRUE	FALSE	FALSE
"TPRN"	-0.169978367129431	7.15472945154494	0.00201285427139574	0.0470097428838389	TRUE	FALSE	FALSE
"INTS6-AS1"	0.786423555120752	-0.507989605152497	0.00201647736907522	0.0470422062646053	TRUE	FALSE	FALSE
"SGF29"	-0.212371862501928	4.64722377449846	0.00202786684439381	0.047255578477876	TRUE	FALSE	FALSE
"RAB25"	0.173618695551928	6.02853134273812	0.00204562116027797	0.0476166357595754	TRUE	FALSE	FALSE
"ABCA11P"	0.416531219832502	1.82496469367941	0.00204993153392812	0.0476284406524455	TRUE	FALSE	FALSE
"RN7SL1"	0.499496578659236	4.20087132719513	0.00205248833072829	0.0476284406524455	TRUE	FALSE	FALSE
"ANKRD33B"	-0.241616833335798	5.22591331640917	0.00205291104682524	0.0476284406524455	TRUE	FALSE	FALSE
"ATP6V1B2"	-0.178410089615616	7.19709509445553	0.00205880522557127	0.0477126412341962	TRUE	FALSE	FALSE
"HSPA8P14"	-0.858150275582758	-0.941141787243059	0.00206428927202503	0.0477871624225048	TRUE	FALSE	FALSE
"MRPL28"	-0.154318955655921	5.93113330695189	0.00206960596881708	0.0478576502075747	TRUE	FALSE	FALSE
"CEACAM1"	-0.375088216888977	2.44209940341729	0.00208593221235715	0.0481572177098312	TRUE	FALSE	FALSE
"AP5S1"	0.285001609916803	3.13753648377831	0.00208713280969695	0.0481572177098312	TRUE	FALSE	FALSE
"RUNX1"	-0.167408775679979	7.6550480183777	0.00209357617489119	0.0482530368711792	TRUE	FALSE	FALSE
"GAS6"	0.236507290253638	3.86716166222008	0.00209706950936884	0.0482807281796327	TRUE	FALSE	FALSE
"LETMD1"	0.170617287903233	5.72163691540852	0.00210008808947305	0.0482974407127066	TRUE	FALSE	FALSE
"SSBP3"	-0.173864479254327	8.19844477345925	0.00211544737068619	0.0485976164785989	TRUE	FALSE	FALSE
"UBE2E1"	-0.17258784684572	6.60652619266344	0.00211815544305997	0.0486068219645983	TRUE	FALSE	FALSE
"LAMB4"	-0.92898207558511	-0.883454483738685	0.00214708983326177	0.0492171865369884	TRUE	FALSE	FALSE
"AC008753.3"	0.642326610391569	0.445651803800809	0.00215480161546501	0.049309201750054	TRUE	FALSE	FALSE
"OPRL1"	0.643626447611464	-0.0545269473789183	0.00215578537984429	0.049309201750054	TRUE	FALSE	FALSE
"TMC3"	-0.580653962432979	0.345002659119107	0.0021594443968275	0.0493112618747115	TRUE	FALSE	FALSE
"SWI5"	0.23116070816506	3.88345804206502	0.00216055704501845	0.0493112618747115	TRUE	FALSE	FALSE
"PANX3"	0.579414739082443	0.482734439068456	0.00217089114701359	0.049493498812758	TRUE	FALSE	FALSE
"ENDOU"	-0.610476552401124	0.563189239230934	0.00217345289521376	0.0494983337195385	TRUE	FALSE	FALSE
"GXYLT1"	0.181892392405462	5.7375925157918	0.00217923839655011	0.04955977636039	TRUE	FALSE	FALSE
"RP11-775L16.1"	-1.97480841129039	-3.66805969877418	0.00218283046342982	0.04955977636039	TRUE	TRUE	TRUE
"TNFAIP1"	-0.154544987435986	5.90158135348915	0.00218320860450213	0.04955977636039	TRUE	FALSE	FALSE
"PATL2"	-0.778588208064731	-0.755670054794511	0.00219798007387185	0.0498291246432895	TRUE	FALSE	FALSE
"CLDN12"	0.178903881952393	5.48990503941074	0.00219980470512956	0.0498291246432895	TRUE	FALSE	FALSE
"RP11-480I12.9"	0.481321383717968	1.43190432222733	0.00220244881175946	0.049835431437728	TRUE	FALSE	FALSE
"ANP32A"	-0.159657107109356	7.07073680471649	0.00221549455767563	0.0500768329957025	TRUE	FALSE	FALSE
"ETV5"	-0.526953010289352	0.704647945304144	0.00222076894970936	0.0501316144905762	TRUE	FALSE	FALSE
"WWTR1-IT1"	3.12035522840273	-4.15665328267615	0.0022226776765498	0.0501316144905762	TRUE	TRUE	TRUE
"TRAPPC9"	0.21937657383014	4.44219827195588	0.00222540220707713	0.0501393827746382	TRUE	FALSE	FALSE
"ANP32E"	-0.166034126040202	6.95983008398239	0.00222947721633591	0.0501775288881755	TRUE	FALSE	FALSE
"SIGLEC6"	-1.04399928394126	-2.38605456892632	0.00224308354345306	0.0504298803910162	TRUE	FALSE	FALSE
"MFN2"	-0.162362012613917	6.4828485359428	0.00224656307722907	0.0504542620308182	TRUE	FALSE	FALSE
"RAB11FIP2"	0.241783738514941	4.37709932772541	0.00225305315796806	0.0505461318698138	TRUE	FALSE	FALSE
"DNAJC19"	0.214142519502641	4.6828374861023	0.00225889779760611	0.050623341494011	TRUE	FALSE	FALSE
"PLXNA2"	-0.173823753607327	8.09366383115137	0.00226131338436091	0.0506236214186471	TRUE	FALSE	FALSE
"LRRC40"	0.204310106565167	4.97372449099686	0.0022724417511027	0.0507985210152586	TRUE	FALSE	FALSE
"BEX4"	-0.16130854845717	5.69942172432861	0.00227394879509109	0.0507985210152586	TRUE	FALSE	FALSE
"OR8S1"	-1.0033024568175	-1.34020317537433	0.00228056386935035	0.0508923288895493	TRUE	FALSE	FALSE
"GNPAT"	0.213608107158257	5.82113122436876	0.00228565480321831	0.0509229157434109	TRUE	FALSE	FALSE
"RPS27L"	0.217900128051949	6.37338163263006	0.00228796912833184	0.0509229157434109	TRUE	FALSE	FALSE
"RP11-902B17.1"	-0.44058246133639	1.22917791876718	0.00228918642404871	0.0509229157434109	TRUE	FALSE	FALSE
"KLHL30"	-0.281308303636706	3.2143829282535	0.00230204358973478	0.0511549053389798	TRUE	FALSE	FALSE
"PSMB10"	-0.214608872315582	4.18727852489043	0.00231411737496348	0.0513690164604644	TRUE	FALSE	FALSE
"MT-TR"	1.51824088693942	2.11862808506989	0.00233335656798537	0.0517415678538735	TRUE	TRUE	TRUE
"PRKCE"	-0.285125555847284	3.63495450035761	0.00233937240975833	0.0517830418879142	TRUE	FALSE	FALSE
"CTD-3051D23.4"	1.12936802506005	-1.76786521048434	0.00234014316326281	0.0517830418879142	TRUE	FALSE	FALSE
"PLK1"	-0.185454758505993	7.41996308746569	0.00234423201134434	0.0518190887208604	TRUE	FALSE	FALSE
"KIF21B"	0.217166806190043	4.76530938807493	0.00235108678028554	0.0518637719909893	TRUE	FALSE	FALSE
"DUSP16"	-0.202299948562463	4.22298578315152	0.00235117735931808	0.0518637719909893	TRUE	FALSE	FALSE
"SLC7A6OS"	0.219487642226089	3.9866975173507	0.00235729366956395	0.0519442975345546	TRUE	FALSE	FALSE
"CDV3"	-0.173965856121492	7.92584821491102	0.00237436940982315	0.0522658996732858	TRUE	FALSE	FALSE
"CNDP2"	-0.151961149180602	9.05297397115755	0.00237795077568572	0.0522696059502316	TRUE	FALSE	FALSE
"SIX1"	1.03528169616081	-1.50476679745095	0.00237950024239401	0.0522696059502316	TRUE	FALSE	FALSE
"C6orf89"	0.166562246318244	5.46258775968949	0.00238225026229304	0.0522755041931929	TRUE	FALSE	FALSE
"ITLN1"	-0.953646074484538	-1.16258741680905	0.00239586977661251	0.0525102153911132	TRUE	FALSE	FALSE
"TRIM36"	0.615212222064093	0.698063302954724	0.00239814264469533	0.0525102153911132	TRUE	FALSE	FALSE
"LTA4H"	0.221884157252406	6.67094554968559	0.00240042425812409	0.0525102153911132	TRUE	FALSE	FALSE
"LRSAM1"	-0.172271244082811	4.91853360609937	0.00241364153234642	0.0527445773033296	TRUE	FALSE	FALSE
"SFMBT2"	-0.230902861420048	4.09675304211321	0.00242510679731811	0.0529402070386562	TRUE	FALSE	FALSE
"WFS1"	-0.160438901221001	7.71194191699859	0.0024307989913236	0.0530095357673115	TRUE	FALSE	FALSE
"GGA2"	-0.141751406587031	7.08452941531763	0.00244912013810244	0.0533538416021365	TRUE	FALSE	FALSE
"ATF6B"	-1.72312740610417	0.653376903062239	0.00245383956416814	0.0534014300193863	TRUE	TRUE	TRUE
"PCYOX1L"	0.274319421817735	4.14103222452649	0.00249034277850065	0.054139897803813	TRUE	FALSE	FALSE
"SGSM2"	0.15835699415223	5.62385678309212	0.00252256582010819	0.0547838882127826	TRUE	FALSE	FALSE
"TCEAL7"	-0.318488629550202	3.15155999865456	0.00255240755136882	0.0553748892658451	TRUE	FALSE	FALSE
"CAPG"	-0.188617218231282	4.8649123241213	0.00257299692330869	0.0557641493687458	TRUE	FALSE	FALSE
"TAF5L"	-0.144998787088825	7.30863578968749	0.00258543412082844	0.055947162207935	TRUE	FALSE	FALSE
"SLC8A2"	-0.416772889519772	1.31943816625789	0.00258675287147672	0.055947162207935	TRUE	FALSE	FALSE
"TANC2"	-0.193059565300207	8.31389827535131	0.0025897949265671	0.0559532608872494	TRUE	FALSE	FALSE
"PES1"	-0.153730841265261	6.81775278860809	0.00259234703436606	0.0559532608872494	TRUE	FALSE	FALSE
"CPOX"	-0.154246135776886	6.73589094922681	0.00259685842550004	0.0559932646792055	TRUE	FALSE	FALSE
"RANBP3"	-0.174031630464365	5.52840984463866	0.00261075045392707	0.0562119477506154	TRUE	FALSE	FALSE
"EOMES"	0.465185007359163	1.25472224001634	0.00261233726610901	0.0562119477506154	TRUE	FALSE	FALSE
"LEPROTL1"	-0.192555343195336	5.91706120558134	0.00262218177414642	0.0563662053613965	TRUE	FALSE	FALSE
"RP11-810P12.1"	-6.11457101867604	-4.52243961755567	0.00263307197902065	0.0565426037819051	TRUE	TRUE	TRUE
"FAM175A"	0.261537127643707	3.29217945871873	0.00263642141567167	0.0565568773345615	TRUE	FALSE	FALSE
"RANBP10"	-0.156111204742801	6.20999782275418	0.00265299998511266	0.0568248342459132	TRUE	FALSE	FALSE
"PIK3R5"	-0.389548150090527	1.78821948511592	0.00265493813707569	0.0568248342459132	TRUE	FALSE	FALSE
"OR8A1"	0.714635391775262	-0.301820368091282	0.0026570047342744	0.0568248342459132	TRUE	FALSE	FALSE
"ITGA2"	0.365362179225137	2.51884852066572	0.00266183842954246	0.0568704750068371	TRUE	FALSE	FALSE
"RANBP6"	0.287362785592358	4.32808476731536	0.00266584622112385	0.0568983956374823	TRUE	FALSE	FALSE
"SH3PXD2B"	-0.155982681391899	8.30056709484593	0.00270035343826231	0.0575202672494408	TRUE	FALSE	FALSE
"LIFR"	-0.404668980254855	2.93908389543546	0.00270044357304173	0.0575202672494408	TRUE	FALSE	FALSE
"CCDC17"	0.429742701958515	2.11022569288283	0.00270532842898352	0.0575279199003186	TRUE	FALSE	FALSE
"MBLAC2"	0.227095050183204	4.17563283804569	0.00270683029089993	0.0575279199003186	TRUE	FALSE	FALSE
"DCUN1D4"	0.228066791170223	3.98328245413861	0.00270899537364075	0.0575279199003186	TRUE	FALSE	FALSE
"RAB40C"	-0.153202960733163	5.69634490324255	0.00271210264918934	0.057535905748059	TRUE	FALSE	FALSE
"PIK3CA"	0.233945155730595	4.70765431834775	0.00272091517415736	0.0576109843764628	TRUE	FALSE	FALSE
"GCN1"	-0.148653713692483	9.49821082332023	0.00272111124345298	0.0576109843764628	TRUE	FALSE	FALSE
"SNORD36B"	0.73509338997493	-0.539691821502126	0.00272588549623794	0.057654120345129	TRUE	FALSE	FALSE
"ARAP1"	-0.144452767659028	6.82184619059559	0.00274442409004046	0.0579668365969893	TRUE	FALSE	FALSE
"ARHGAP23"	-0.392859784719106	4.11979097042529	0.0027478504112169	0.0579668365969893	TRUE	FALSE	FALSE
"GPR32"	0.204134577785133	7.45234048574969	0.00274892574577007	0.0579668365969893	TRUE	FALSE	FALSE
"LINC01136"	3.52720379860998	-4.0138160581983	0.00275903488867299	0.0581218289647852	TRUE	TRUE	TRUE
"RP11-91P24.6"	1.58080519292762	-2.6913815135997	0.00277046610754459	0.0582480167713069	TRUE	TRUE	TRUE
"CPAMD8"	-0.193581387102764	4.97083209668411	0.00277127449405439	0.0582480167713069	TRUE	FALSE	FALSE
"KLHL7"	0.210740113825519	4.48054024065901	0.0027733200807757	0.0582480167713069	TRUE	FALSE	FALSE
"AKT3"	-0.839713984589378	1.01892780071545	0.00277692774200914	0.0582656970250643	TRUE	FALSE	FALSE
"SRD5A1"	0.248715461992893	3.35438826024134	0.00278960534645011	0.0584437924802378	TRUE	FALSE	FALSE
"ARHGAP29"	-0.185311274103989	7.8153241286848	0.00279711739172676	0.0584437924802378	TRUE	FALSE	FALSE
"CREG1"	0.152455795013631	6.75107678734519	0.0028014505319952	0.0584437924802378	TRUE	FALSE	FALSE
"COMMD3"	0.255150450057616	4.14812632782719	0.00280508969408645	0.0584437924802378	TRUE	FALSE	FALSE
"C1orf226"	0.996500545026447	-1.37905884670956	0.00280634309402154	0.0584437924802378	TRUE	FALSE	FALSE
"UBE2QL1"	-0.332878630541063	1.98074679482797	0.00281012657286152	0.0584437924802378	TRUE	FALSE	FALSE
"SCML2"	0.415498728721273	1.83908688187897	0.00281125052148859	0.0584437924802378	TRUE	FALSE	FALSE
"UIMC1"	-0.175248425823533	5.36986220877846	0.00281233135717877	0.0584437924802378	TRUE	FALSE	FALSE
"RP11-441O15.3"	0.517352134654252	1.01990499069219	0.00281249555875872	0.0584437924802378	TRUE	FALSE	FALSE
"RP11-1055B8.4"	0.526778433952714	1.17168766643353	0.00281446626470418	0.0584437924802378	TRUE	FALSE	FALSE
"STC1"	-0.790811964439946	-0.492330265546035	0.0028159332273541	0.0584437924802378	TRUE	FALSE	FALSE
"ZBTB7B"	-0.154614967041539	6.59277768487139	0.00282926939544775	0.0586627845319905	TRUE	FALSE	FALSE
"ACTR1B"	-0.158012401697885	6.78018868085383	0.00283500389706065	0.0586888446702728	TRUE	FALSE	FALSE
"LRRC46"	-0.680380454206554	-0.553275809493666	0.00283701147745625	0.0586888446702728	TRUE	FALSE	FALSE
"GON7"	-1.6864661720395	-0.360645586476243	0.00283888411274129	0.0586888446702728	TRUE	TRUE	TRUE
"SPCS2P4"	-0.373355090801187	2.7845893756871	0.00285462239744504	0.0589563484554678	TRUE	FALSE	FALSE
"URAD"	-0.67689730953031	-0.43674130826909	0.00285815290603792	0.0589714486959792	TRUE	FALSE	FALSE
