"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"GRB10"	-0.484968020737838	6.28086523155873	-7.72607919167601	3.22069974841133e-07	7.21779371276948e-05	6.90939364131805	TRUE	FALSE	FALSE
"CMIP"	-0.594533193841045	7.38887366295186	-7.67242670256677	3.55994138912979e-07	7.81184638577169e-05	6.79045834191077	TRUE	FALSE	FALSE
"TRAK1"	-0.448594010455242	7.57254238420669	-7.65805207935731	3.65699020298306e-07	7.94207789856094e-05	6.76057998135796	TRUE	FALSE	FALSE
"EPS8L1"	-0.590408166323432	5.87200165891591	-7.63809599466856	3.79629709646829e-07	8.0780600640607e-05	6.75572731368714	TRUE	FALSE	FALSE
"ACKR3"	-0.626603691967834	4.45024573951459	-7.57427582578293	4.27996471583007e-07	9.01617367036763e-05	6.65877999637613	TRUE	FALSE	FALSE
"GCH1"	-0.47133464267003	5.68931846931551	-7.55153591342737	4.46739402390792e-07	9.19898826430167e-05	6.59699084763674	TRUE	FALSE	FALSE
"PPME1"	-0.432705198270968	6.97434478304157	-7.56325398730316	4.36976923138973e-07	9.1142137255897e-05	6.59368963128085	TRUE	FALSE	FALSE
"SWAP70"	-0.479516629908482	6.69848801208206	-7.54439898762788	4.52795920471621e-07	9.19898826430167e-05	6.56302348186127	TRUE	FALSE	FALSE
"SH3BP4"	-0.551855958668899	7.25146083400584	-7.54282666088991	4.54141640314903e-07	9.19898826430167e-05	6.55006355637596	TRUE	FALSE	FALSE
"ARHGEF34P"	-0.620492614848857	4.99633476427882	-7.5071339299135	4.85833073488358e-07	9.56500890290257e-05	6.53140436685208	TRUE	FALSE	FALSE
"DLX5"	-0.525971515184034	6.02691884291553	-7.51431011197475	4.79281936891391e-07	9.56500890290257e-05	6.52087218599273	TRUE	FALSE	FALSE
"AC090505.6"	-1.03680211485259	2.39749009350559	-7.64872544387079	3.72142375472762e-07	7.99954212419306e-05	6.49148027192927	TRUE	FALSE	FALSE
"NFIL3"	-0.70385362014329	7.35018114640764	-7.51010558894558	4.83109046728037e-07	9.56500890290257e-05	6.48980180710319	TRUE	FALSE	FALSE
"OLR1"	-0.840605173370661	2.93112602670967	-7.47163832108618	5.19630736039401e-07	0.000100426982434918	6.41960845128262	TRUE	FALSE	FALSE
"PLEKHA2"	-0.682745198336788	5.59739968516219	-7.4178760811549	5.75537606392405e-07	0.000107962424024057	6.35003998792254	TRUE	FALSE	FALSE
"HK2"	-0.681928480462121	9.78416143504698	-7.45255689055173	5.387986923268e-07	0.000103184847750512	6.34105403315658	TRUE	FALSE	FALSE
"FLNA"	-0.448946791678692	9.88380025826442	-7.42478975952285	5.68011625438765e-07	0.000107799395508946	6.28713993848278	TRUE	FALSE	FALSE
"PHC1"	-0.454485928653259	8.49643854620424	-7.41461750015849	5.79120569387562e-07	0.000107962424024057	6.28695744782533	TRUE	FALSE	FALSE
"MGAT3"	-0.431186564612872	7.74373533985449	-7.39004258130406	6.06898109284038e-07	0.000111935744950383	6.25434632923288	TRUE	FALSE	FALSE
"NUPR1"	-0.739847701750941	5.1865660294519	-7.35177907746919	6.52929811647752e-07	0.000116268198005727	6.24163415748792	TRUE	FALSE	FALSE
"ETS2"	-0.477642595452417	7.44568198802255	-7.37490877544237	6.24688369363588e-07	0.000112475941786439	6.22720819700168	TRUE	FALSE	FALSE
"EPAS1"	-0.519771639853428	8.51985438267981	-7.38192476419181	6.16374556833024e-07	0.000111935744950383	6.22517307710438	TRUE	FALSE	FALSE
"GPT2"	-0.682881284184826	6.57365629504329	-7.34869927620473	6.56788928257929e-07	0.000116268198005727	6.20099783113673	TRUE	FALSE	FALSE
"AP001626.1"	-0.713146956718136	3.88945795591393	-7.32487919152077	6.87446947050911e-07	0.000119683945343591	6.19158796494249	TRUE	FALSE	FALSE
"CSRNP1"	-0.503740871448239	5.47488336365998	-7.31543435980732	7.0001048518956e-07	0.000119889600658563	6.16164330788878	TRUE	FALSE	FALSE
"MACF1"	-0.528294858842199	7.89216776587345	-7.33821856860717	6.70099808911011e-07	0.000117636021454328	6.15221869895006	TRUE	FALSE	FALSE
"ADCY5"	-0.970452567394067	2.20997422240328	-7.38523291496498	6.1249434920726e-07	0.000111935744950383	6.13029782297097	TRUE	FALSE	FALSE
