SYMBOL	CTRL_R1	CTRL_R2	CTRL_R3	DMSO	SMZ_R1	SMZ_R2	SMZ_R3	TMP_R1	TMP_R2	TMP_R3	CTX_R1	CTX_R2	CTX_R3
TSPAN6	5977.588022	5491.214268	5303.438947	5791.2684	6555.285385	6078.807483	6405.591305	5613.781165	5285.878121	5374.678046	5355.903833	5482.573455	5371.474956
DPM1	3560.8011	3190.349295	3721.044116	4035.664506	4239.624516	3694.420196	3918.934878	3700.656514	3780.903901	4063.343458	4138.351569	3530.338474	3843.874556
SCYL3	1128.061788	1086.055444	1128.960055	1249.969439	970.6124401	1020.212014	1030.313559	1177.973753	1262.920925	1300.005563	1246.561338	1135.521884	1206.064176
C1orf112	2113.691533	1956.86551	1961.79944	2097.826875	2097.903769	1902.414078	1977.738571	1504.948085	1747.813402	1784.321361	1987.535963	2110.701701	1934.070721
FGR	1.139456352	2.948566816	0	0.855557453	2.655574391	0	0.891274705	0	0	0	0	1.875345803	0
FUCA2	6805.97279	6625.429636	6728.519672	6647.681411	7321.418597	7171.209317	7182.782848	6209.26422	6562.945017	5722.101464	6208.7706	6899.39721	6248.722843
GCLC	4045.070049	3798.736915	4190.93004	3269.085028	2897.231661	2857.867577	3090.940677	3874.970644	3617.439338	3751.795284	3694.927157	3530.338474	3540.538496
NFYA	2152.433049	2063.996771	1856.923369	2292.038417	2301.05521	2361.031757	2255.816279	2113.423498	2102.248584	2004.293253	2130.094839	2006.620009	2110.005636
STPG1	909.2861689	816.7530081	803.0216785	958.2243475	1062.229757	943.775734	894.8398039	911.6304226	924.2034894	853.4531799	882.7046708	920.7947893	922.1416234
NIPAL3	1249.983618	1115.541112	1258.512848	1516.047807	1525.627488	1642.318403	1756.702444	1498.451906	1465.679854	1511.480687	1374.201262	1278.985838	1409.906008
LAS1L	5010.18958	5191.443308	5115.278938	4545.576749	5401.438312	5221.022564	4688.104949	5348.520532	4769.550151	4995.155725	4929.056035	5070.935052	4775.722934
SEMA3F	542.3812235	521.8963265	502.7882212	512.4789144	613.4376844	607.2437793	610.523173	569.49834	572.911857	565.5071402	498.1272368	517.5954417	512.0312698
CFTR	2.278912704	0.982855605	0	4.277787266	0	1.061614999	0	5.413482319	1.571774642	0.944085376	1.657661354	0	2.426688483
ANKIB1	4699.117995	4610.575645	4832.524826	5240.2894	4899.534752	5318.691144	5368.147549	4593.881096	5004.53046	5173.587861	5437.12924	5018.425369	4877.64385
CYP51A1	2582.008094	2593.755943	2510.856516	2672.761484	2640.968732	2679.516257	2722.844224	2719.733517	2501.479343	2404.585453	2614.131955	2771.761097	2601.410053
KRIT1	3590.426965	3605.114361	3497.925416	3128.773606	2982.210042	3159.366237	3294.15131	3429.982398	3387.174353	3486.507294	3345.989442	3326.863455	3579.365512
RAD52	1594.099436	1492.957665	1730.455166	1765.870583	1785.873778	1779.266738	1886.828551	1868.734097	1899.489655	2090.205023	1616.21982	1683.122858	1776.335969
MYH16	1.139456352	0.982855605	1.028196771	5.133344719	3.983361587	1.061614999	0	1.082696464	1.571774642	4.72042688	2.48649203	1.875345803	1.213344241
BAD	1069.949514	1048.706931	1112.508907	1216.602698	1368.948599	1193.255259	1385.040892	1645.698625	1606.353684	1511.480687	1127.20972	1188.969239	1140.543587
CD99	2491.991042	4352.084621	2857.358828	4285.487283	3992.656097	11125.72519	4050.843535	2890.799559	10710.8583	4509.895841	11490.9085	3008.054668	3108.587946
MAD1L1	2431.599855	2675.332958	2621.901767	2308.294009	2135.081811	2193.296588	2225.512939	2493.449956	2426.820047	2192.166243	2512.185781	2419.196086	2359.954549
LASP1	43931.73965	42937.02998	41016.82561	38299.88495	39546.81384	38387.99836	39158.15417	41701.137	38635.00659	37956.95254	38131.18412	38961.24673	38479.99927
SNX11	1867.568961	1761.277245	1666.706966	1670.048149	1934.585944	1776.081893	1844.047365	1865.486007	1779.248895	1686.136482	1763.75168	1755.323672	1853.990001
M6PR	20277.76524	19803.55759	19559.38718	19363.83184	19506.52169	19191.87595	19963.66212	22277.56244	20764.71479	19148.88368	19344.908	19647.06031	19566.38924
CYP26B1	4155.597316	3834.119717	3910.232322	2846.439647	2504.206651	2162.509753	2523.19869	3167.969853	2929.787933	2906.838873	3462.025737	3520.024072	3271.176075
ICA1	19.37075798	32.43423498	40.09967409	53.90011955	99.58403968	84.92919991	101.6053164	46.55594795	37.72259141	46.26018343	62.99113144	45.00829927	74.01399872
DBNDD1	1340.00067	1292.455121	1219.441371	1630.692506	1955.830539	1832.347488	1960.804351	1181.221842	1150.539038	1098.915378	1219.209926	1379.316838	1333.465321
ALS2	1905.17102	1953.916944	1911.417798	2141.460305	2200.143383	2365.278217	2164.014984	1957.515207	2047.236471	2043.944839	2165.734558	2114.452393	1896.457049
CASP10	102.5510717	124.8226619	130.58099	140.3114223	108.87855	166.6735548	123.887184	56.30021612	79.37461942	96.29670836	130.9552469	123.772823	129.8278338
CFLAR	4182.944268	4165.342056	4308.144472	3791.830632	2909.181746	3540.486021	3223.740608	3476.538346	3420.181621	3449.687964	3736.368691	3756.317644	3976.129079
TFPI	1.139456352	0.982855605	2.056393543	5.988902172	2.655574391	9.55453499	2.673824115	10.82696464	3.143549284	2.832256128	0.828830677	0	1.213344241
NDUFAF7	1278.470027	1388.774971	1300.668916	1474.125492	1370.276386	1305.786449	1530.318669	1300.318453	1358.013291	1281.123855	1481.120419	1399.007969	1441.452959
RBM5	6873.200715	6955.66912	7248.787239	8148.329184	7966.723174	7637.258302	7945.713996	8297.785699	8970.903769	9294.520527	8067.008977	7478.879063	7595.534951
MTMR7	43.29934137	52.09134709	27.76131283	27.3778385	9.29451037	28.66360497	23.17314233	33.56359038	29.07783088	19.8257929	37.29738046	31.88087865	55.8138351
SLC7A2	43510.1408	43060.86979	41312.94628	35593.75672	29113.06205	31637.18858	32931.70908	41362.25301	40194.20703	38723.54987	39478.03397	39203.16634	38270.09072
ARF5	9267.19851	9109.105752	8773.603051	9524.065568	11114.90662	9583.198595	10049.1223	9335.008912	8611.753263	8314.559907	8766.542068	8760.677919	9369.444231
SARM1	1900.613195	1918.534142	2006.011901	1529.736726	1353.015152	1471.398388	1377.910694	1693.33727	1789.46543	1869.289045	1730.598453	1852.841653	1741.148986
POLDIP2	11048.16879	10604.02913	10972.91594	9263.120545	10108.44392	9375.122055	9671.221825	10335.42044	9496.662386	9941.21901	9786.832632	10413.79524	10087.74402
PLXND1	22710.50455	22500.51338	21771.03844	21694.37034	22185.99625	22549.76419	23203.44567	23498.84405	21567.89164	20400.74089	22387.54541	22485.39618	21712.7952
AK2	8912.827585	8853.563294	9580.737516	8825.075129	8715.595153	7791.192477	8132.881684	7697.971858	8589.748418	8765.832716	9324.345114	8825.377349	9084.308335
FKBP4	33964.91494	33562.55322	32315.19633	30366.30068	32411.28545	28846.20275	29360.37133	28776.98931	25094.95393	25269.38917	29301.65092	30231.51202	28983.15389
KDM1A	23430.64097	23765.44854	22809.51718	22965.72871	22557.77667	22537.02481	23121.4484	21992.81327	21826.44856	20882.22443	22219.29278	22407.56933	22291.5604
RBM6	5446.601362	5297.591713	5981.020619	5722.823804	6006.909273	5933.366229	5920.737866	6290.466455	6509.504679	6825.737269	5947.688937	5615.723007	6363.990546
CAMKK1	39.88097232	71.7484592	37.01508377	56.46679191	90.28952931	74.31304992	90.01874521	86.61571711	83.30405602	82.13542772	72.93709956	81.57754244	61.88055631
RECQL	3500.409913	3867.536808	3655.239522	4482.265497	3885.105335	3926.913881	3815.547012	3497.109578	3883.069253	4175.689618	4322.351979	3734.751167	3415.564039
VPS50	992.4664825	975.9756162	1196.821042	1306.436231	1244.136602	1226.165324	1221.937621	926.7881731	1075.879742	1057.375621	1194.345005	1074.573145	1134.476866
HSPB6	9.115650816	1.965711211	14.3947548	8.555574531	5.311148783	5.308074994	8.021472346	6.496178783	14.9318591	7.552683008	3.315322707	3.750691606	6.066721207
ARHGAP33	615.3064301	575.9533848	565.5082243	776.8461674	924.1398882	960.761574	960.7941321	663.6929324	718.3010114	647.642568	639.0284518	706.0676949	675.8327424
NDUFAB1	5416.975497	5230.757532	5606.756995	5722.823804	5272.642954	4614.8404	5121.264455	5170.958312	5791.203668	5487.968291	5540.733074	5105.628949	5378.755022
ZMYND10	42.15988502	12.77712287	10.28196771	29.94451086	34.52246709	50.95751995	57.93285583	16.24044696	26.72016891	25.49030515	38.12621113	27.19251415	41.2537042
ARX	1.139456352	3.931422422	5.140983857	3.422229813	7.966723174	2.123229998	1.78254941	9.744268175	7.072985889	0.944085376	11.60362948	3.750691606	9.706753931
SLC25A13	7705.003852	7531.622505	7588.092173	7430.51648	7075.777966	6784.781458	6971.550743	7125.225429	7063.555241	7374.250872	7863.945461	7470.440007	7125.970729
ST7	2051.021434	1960.796933	1962.827637	1899.337546	1692.928675	1536.156903	1809.287651	1896.884205	1717.949684	2040.168498	1991.680116	1898.787626	1810.309608
CDC27	9572.572813	10001.53864	9645.513913	9720.843783	8661.155878	9042.83656	9577.637981	9579.698313	10064.85892	9657.049311	10413.42862	9869.007289	9410.697936
SLC4A1	1.139456352	0.982855605	0	0.855557453	0	2.123229998	2.673824115	2.165392928	3.143549284	1.888170752	1.657661354	0.937672902	2.426688483
HCCS	920.6807324	970.0784826	1009.68923	1004.42445	1072.852054	1017.027169	958.120308	930.0362625	895.1256586	938.4208638	924.1462046	965.8030886	974.3154258
DVL2	6907.384406	6403.30427	6710.01213	5781.857268	5661.684602	5372.833509	5566.010533	6806.912669	6311.461075	6320.651593	6353.815968	6529.016414	6351.857103
PRSS22	14742.28628	14836.20536	15924.7116	8625.730243	6322.922626	6138.257923	6329.832955	9124.965798	8856.16422	9296.408698	10163.12176	11235.19671	11373.88892
UPF1	22282.06896	21526.50347	20987.5525	21118.58017	20789.16412	22342.74927	21477.04657	21908.36295	20524.23327	19588.82747	21199.00222	21340.49757	21192.27052
SKAP2	1570.170853	1658.077406	1600.902373	1954.093223	2229.354702	2354.662067	2155.993512	1881.726454	1829.545683	1756.942885	1785.301278	1863.156055	1759.34915
SLC25A5	39684.98583	38896.51059	40773.14297	41249.84705	42049.6927	38208.58542	41434.46976	44769.49878	44253.31504	46206.37056	41448.16449	41763.01336	41470.89282
MCUB	1821.990707	1782.900068	1873.374518	2304.016221	2554.662565	2702.871787	2623.021457	1804.855005	1891.630782	1969.362094	2071.247861	2098.511954	2157.326061
POLR2J	3650.818152	3521.571634	3387.908362	3445.329864	3875.810824	3939.653261	3341.388869	3839.241661	3358.096522	3340.17406	3149.556572	4240.156861	4093.82347
DHX33	6178.13234	6143.83039	5979.992423	5884.524163	4823.850882	5404.681959	5490.252183	5854.13978	5824.210936	5880.707807	5923.652847	5845.452868	6032.747568
THSD7A	4.557825408	4.914278027	0	2.566672359	0	0	0	4.330785856	0	1.888170752	9.117137445	0.937672902	6.066721207
LIG3	7603.592237	7305.565715	7419.467903	6301.180642	5705.50158	5662.654404	5840.523142	7346.095508	6724.051918	6943.747941	6793.096227	6877.830733	6900.2887
RPAP3	1497.245646	1629.574594	1584.451225	1816.348473	1795.168289	1642.318403	1747.789697	1472.467191	1666.08112	1817.364349	1758.778696	1542.471923	1572.494137
ACSM3	271.1906118	191.6568431	252.9364058	299.4451086	306.7188422	301.4986597	326.2065421	246.8547938	261.7004779	291.7223812	262.7393245	248.4833189	270.5757658
AC004381.6	198.2654052	264.3881579	212.8367317	239.5560869	227.0516105	271.7734397	234.4052474	205.7123281	228.6932104	232.2450025	226.2707748	227.8545151	231.7487501
CIAPIN1	2972.841622	3117.617981	2933.445389	3308.440671	3534.569515	3285.698421	3405.560648	3029.384706	3189.130748	3510.109428	3120.547498	3018.36907	3077.040996
SPPL2B	4906.499051	4943.763696	5059.756312	5255.689435	5571.395073	6011.925739	5907.368745	5440.549731	5777.057696	5606.923048	4934.85785	5112.192659	5947.813471
FAM214B	746.3439105	661.4618225	607.6642919	710.9682436	855.094954	745.2537292	754.9096752	689.6776475	649.1429271	673.1328731	634.8842984	723.88348	637.0057267
PRKAR2B	18.23130163	17.6914009	20.56393543	40.2112003	22.57238233	47.77267495	46.34628466	19.48853635	24.36250695	22.65804902	12.43246015	43.13295347	23.05354059
MSL3	1259.099269	1261.986597	1285.245964	1353.491891	1337.081706	1200.686564	1240.654389	1226.695094	1394.949995	1364.203368	1370.057109	1257.419361	1366.225616
CREBBP	11573.45817	10642.3605	10382.731	9272.531677	7622.82629	9260.467635	9309.364295	11768.91056	10227.53759	9911.008278	11093.89861	11170.49728	10421.41369
TSPOAP1	31.90477785	23.58853453	18.50754189	15.40003416	1.327787196	7.431304992	15.15166999	5.413482319	8.644760531	5.664512256	11.60362948	14.06509352	8.493409689
MPO	0	9.828556055	12.33836126	5.988902172	0	3.184844997	3.56509882	8.661571711	2.357661963	3.776341504	5.801814738	7.501383212	3.640032724
GCFC2	1174.779499	1182.375293	1294.499735	1327.825167	1217.580858	1160.345194	1303.934894	1293.822274	1402.808868	1481.269955	1292.975856	1300.552314	1247.31788
WDR54	3580.171858	3389.868983	3551.391648	3206.629334	3521.291643	3501.206266	3299.498958	3589.138778	3481.480832	3698.926503	3347.647104	3371.871754	3572.085446
CROT	314.4899531	337.1194727	274.528538	319.12293	278.8353111	298.3138147	261.1434886	200.2988458	205.9024781	189.7611606	328.216948	277.5511789	322.7495682
ABCB4	1.139456352	0	0	2.566672359	1.327787196	0	0.891274705	0	0.785887321	0.944085376	1.657661354	0	0
KMT2E	5688.166109	5707.442501	5219.126812	4245.276082	3134.905569	3964.070406	3970.628811	5031.290468	4437.119814	4584.478586	5286.282057	5100.002912	5182.193255
RHBDD2	2854.338162	2726.44145	3016.729327	2326.260715	2413.917122	2242.130878	2673.824115	3524.17699	3081.464185	3579.971746	2437.59102	2842.086565	2865.919098
IBTK	1761.59952	1698.374486	1759.244676	2123.493599	2067.364664	2241.069263	2172.036456	1779.952987	2055.095344	2396.088684	2236.185166	1927.855486	1867.336787
ZNF195	1374.18436	1596.157503	1494.998106	1935.270959	1892.096754	1952.309983	2017.845932	1320.889686	1451.533882	1652.149408	1650.201877	1498.401297	1678.055086
MYCBP2	3160.85192	3415.423229	3080.477527	3412.818681	2731.258262	3351.518551	3144.41716	3802.429981	3714.889366	3690.429735	3912.080794	3541.590549	3426.484137
FBXL3	3437.739814	3383.97185	3795.074283	3362.340791	2755.158431	3002.247217	3041.920568	3271.908714	3525.490522	3619.623332	3553.197111	3605.352306	3124.361421
ITGAL	96.85378992	134.6512179	107.960661	92.40020494	143.4010171	187.9058548	155.9730734	111.5177358	75.44518281	100.0730499	111.8921414	117.2091127	77.65403144
PDK2	381.7178779	444.2507337	346.502312	396.9786583	500.5757728	467.1105995	426.029309	461.2286936	385.0847873	411.621224	376.2891273	414.4514225	379.7767475
ITGA3	3234.916583	3345.640481	3223.396878	3418.807583	3947.511333	4373.853795	4433.200383	3923.691985	3662.234916	3560.145953	3256.475729	3482.517156	3534.471775
ZFX	1182.755693	1237.415207	1159.805958	1101.102442	1009.118269	1080.724069	1090.920239	1184.469932	1186.689855	1107.412146	1251.534322	1132.708865	1152.677029
LAMP2	10394.12084	10511.6407	9556.060794	12237.89381	13325.6723	13915.64941	14480.54013	13410.2784	12935.7053	12830.12026	11478.47604	11839.99573	10485.72093
ITGA2B	1575.868135	1576.500391	1555.661715	1418.514257	1459.238128	1496.877148	1203.220852	1182.304539	1389.448783	1405.743125	1429.732917	1362.438726	1564.000727
GDE1	6233.965702	6345.315789	6121.883577	6098.413526	6318.939264	5796.417894	6032.147204	6656.41786	5733.048006	5795.740123	6174.788542	6282.40844	6271.776383
C19orf60	3731.719553	3935.353844	3694.311	3971.497697	3978.050438	4125.435886	3842.285254	4095.840723	4199.781843	3883.967237	3674.20639	3913.846691	4014.956095
CRLF1	308.7926714	304.6852377	252.9364058	234.4227422	276.1797367	283.4512047	303.9246744	228.4489539	275.0605623	232.2450025	240.3608963	312.2450762	292.4159622
OSBPL7	451.2247154	478.6506799	454.462973	570.6568212	754.1831272	753.7466492	754.9096752	521.8596956	612.206223	652.3629948	506.4155435	466.961105	558.138351
YBX2	936.6331213	892.4328898	782.457743	886.3575215	1167.124945	1050.998849	1152.418194	845.5859383	890.4103346	902.5456195	875.2451947	835.4665553	922.1416234
MAP3K14	1312.653717	1214.809528	1314.035474	918.0131472	882.9784851	753.7466492	908.2089245	1054.546356	1041.3007	997.8982425	1093.227663	1203.034333	1117.490046
TMEM132A	7757.418844	8015.187463	7732.039721	8146.618069	9787.119419	9127.76576	9088.328168	8956.065149	8812.940417	8536.41997	7530.755529	8063.049281	8571.063721
AP2B1	25101.08398	24022.95671	22411.60503	22910.11748	23793.94655	24178.2816	23969.94192	26219.66027	23582.12084	24386.66935	24776.23542	24563.27933	22842.41869
ZNF263	3310.120702	3156.932205	3016.729327	2985.039954	3089.760804	3167.859157	2865.448177	2962.257525	2895.20889	3043.731252	2952.294871	3204.965978	3146.201618
SPATA20	2480.596478	2393.253399	2495.433564	2564.105687	2664.868902	2771.876762	2702.344906	2391.676489	2518.768864	2501.826246	2391.176503	2440.762563	2659.650577
CACNA1G	2.278912704	1.965711211	1.028196771	0.855557453	1.327787196	1.061614999	4.456373525	1.082696464	1.571774642	2.832256128	4.972984061	0	2.426688483
TNFRSF12A	1286.446221	1241.34663	1311.97908	1267.080588	1264.05341	1345.066204	1345.824805	1098.936911	1156.040249	1159.336842	1222.525248	1202.09666	1348.025452
DLX6	4778.87994	4815.009611	4898.329419	3820.919586	3020.71587	2836.635277	3238.001004	4692.406475	4356.17342	4349.401327	4120.117294	4578.656778	4507.573856
MAP3K9	2967.14434	2801.138476	2820.343744	2357.060783	1893.424541	2020.253343	2090.039183	2666.681391	2635.866074	2433.852099	2555.284977	2543.906582	2517.689301
RALA	4180.665355	4186.964879	4499.389072	4245.276082	4185.185241	3754.932251	3774.548376	4375.176411	4364.032293	4315.414254	4588.406627	4280.476796	4080.476684
BAIAP2L1	5502.434724	5317.248826	5800.057988	4939.988734	4834.47318	4512.92536	4835.165275	5913.688086	5646.600401	5905.254027	5115.542937	5286.599819	5074.205617
KDM7A	2619.610153	2645.84729	2638.352915	2344.227422	1820.396245	1974.603898	2188.079401	2452.307491	2629.578976	2667.985273	2638.996875	2624.546451	2368.447959
ETV1	6.836738112	4.914278027	10.28196771	8.555574531	3.983361587	10.61614999	6.238922936	7.578875247	3.929436605	12.27310989	5.801814738	11.25207482	6.066721207
AGK	831.8031369	1228.569507	1052.873494	1042.924535	995.8403968	1247.397624	864.5364639	918.1266014	1101.028137	1054.543365	1036.038346	940.4859203	1230.331061
ALDH3B1	6440.207301	6075.030497	6240.126206	4546.432306	4302.030514	3891.880586	3885.066439	4527.836612	4423.75973	4540.106573	4793.127804	5178.767435	5018.391782
TTC22	20.51021434	57.98848072	29.81770637	29.94451086	35.85025428	24.41714497	30.30333997	14.07505403	15.71774642	19.8257929	13.26129083	15.94043933	13.34678665
PHTF2	2525.035276	2575.081686	2518.053893	2856.706336	2508.190013	2717.734397	2804.841497	2265.001002	2448.039005	2480.112283	2711.105144	2582.351171	2085.738751
FARP2	6506.29577	6398.389992	5920.35701	6477.425478	5515.628011	5977.954059	6093.645159	7110.067678	6844.292678	6342.365556	6478.969401	6616.219993	6499.885101
USH1C	0	0	2.056393543	0	1.327787196	4.246459995	0.891274705	5.413482319	0.785887321	0	0.828830677	1.875345803	1.213344241
GGCT	8604.034914	8997.060212	9887.140154	8997.042177	8458.004437	8012.008396	7792.414747	7630.844678	7869.875632	8021.89344	8859.371104	8608.774909	8848.919552
DBF4	2480.596478	2522.007484	2502.630942	2866.973025	2611.757414	2738.966697	2631.934204	2550.832869	2628.007201	2608.507894	2733.483572	2645.175255	2546.809563
TBXA2R	2.278912704	0.982855605	6.169180629	0.855557453	2.655574391	1.061614999	3.56509882	1.082696464	0.785887321	4.72042688	4.972984061	2.813018705	3.640032724
IFRD1	1126.922332	992.6841615	1236.920716	1018.113369	784.7222327	714.4668942	866.3190133	1297.070364	1465.679854	1741.837519	1181.912545	1168.340435	1169.663849
COX10	5722.349799	5510.87138	5625.264536	4221.320474	3530.586153	3513.945646	3791.482595	5357.182103	4947.946573	4816.723589	4942.317326	5282.849127	5000.191618
GTF2IRD1	3.418369056	0.982855605	3.084590314	4.277787266	10.62229757	1.061614999	8.021472346	1.082696464	2.357661963	1.888170752	1.657661354	4.688364508	1.213344241
PAF1	3880.988335	3956.976668	4123.069053	3316.140688	3372.579477	3201.830837	3164.916478	3999.480738	3701.529282	3842.42748	3650.170301	3722.561419	3953.075538
VPS41	2481.735935	2458.121869	2453.277497	3085.995733	2751.175069	2784.616142	2678.280489	2321.301219	2455.897878	2462.174661	2965.556162	2596.416264	2506.769203
ARHGAP44	376.0205961	388.2279642	359.86887	424.3564968	513.8536447	544.6084944	608.7406236	490.4614981	480.9630404	424.8384192	394.5234022	407.8877122	433.1638942
ELAC2	4642.145178	4804.1982	4432.556282	4815.077346	5007.085515	4774.08265	5079.374544	5175.289097	5054.827248	4907.355785	4942.317326	4892.7772	4701.708935
SCIN	0	0	0	0.855557453	2.655574391	2.123229998	1.78254941	2.165392928	0.785887321	0.944085376	4.144153384	1.875345803	0
ARSD	3.418369056	5.897133633	0	1.711114906	2.655574391	0	4.456373525	2.165392928	0	5.664512256	7.459476091	2.813018705	0
PNPLA4	420.4593939	410.8336431	497.6472374	544.1345402	557.6706222	597.6892444	537.4386472	535.9347496	517.8997445	485.2598833	459.1721949	470.7117966	467.1375329
ADIPOR2	21012.71459	20065.98004	20774.71577	17696.35036	16731.44645	16169.45805	17210.51456	21098.50599	19047.551	19676.62741	19345.73683	19463.27642	18855.36951
CDKL3	134.4558495	117.9426727	156.2859093	201.0560015	189.873569	182.5977798	193.406611	146.1640226	143.0314924	179.3762214	156.6489979	131.2742062	145.601309
PRSS21	7.976194464	2.948566816	0	3.422229813	1.327787196	3.184844997	1.78254941	8.661571711	0.785887321	4.72042688	2.48649203	2.813018705	0
MARK4	4715.070384	4791.421077	4519.953007	4308.587334	4231.657793	4371.730565	4256.727991	4849.397462	4548.715814	4510.839927	4722.677196	4860.896322	4658.028542
CCDC124	5805.530113	5997.384905	5855.580613	5464.445453	5617.867625	4950.31074	5111.460434	6137.806254	6093.770287	5646.574634	5416.408473	6108.001281	5655.397509
PAFAH1B1	8059.374777	7811.736352	8006.568259	7628.150252	7498.014294	7819.856082	7607.029608	7563.717497	7643.540084	8157.841734	7705.638802	7807.064578	7363.786201
NOS2	3.418369056	8.845700449	1.028196771	5.988902172	1.327787196	1.061614999	4.456373525	0	5.501211247	2.832256128	3.315322707	5.626037409	0
KIAA0100	14289.92211	13937.87534	13756.2446	12622.03911	11488.01482	12561.02867	12927.04832	14276.43557	13177.7586	12962.29221	13948.39146	13645.95374	13875.80474
GAS7	1017.534522	961.2327822	990.1534909	657.9236815	411.6140307	466.0489845	430.4856826	666.9410218	655.4300257	586.2770185	771.6413601	761.3903961	726.7932005
TRAPPC6A	2509.082887	2464.019003	2147.903055	2739.494965	3253.078629	3207.138912	2836.927386	2540.005904	2481.046272	2392.312343	2484.834369	2562.66004	2489.782383
CD79B	38.74151597	40.29707982	33.93049346	39.35564284	37.17804148	43.52621495	45.45500996	24.90201867	27.50605623	20.76987827	37.29738046	41.25760767	25.48022907
SCN4A	18.23130163	11.79426727	9.253770943	15.40003416	21.24459513	24.41714497	16.04294469	11.9096611	21.21895767	25.49030515	19.06310557	26.25484124	15.77347514
ST7L	529.8472037	502.2392144	463.7167439	541.5678678	578.9152173	649.7083793	532.9822736	538.1001426	533.6174909	494.700737	549.5147387	477.2755069	605.4587764
TKTL1	301.9559333	243.7481902	236.4852574	124.0558307	55.76706222	91.2988899	75.75834993	113.6831287	128.8855206	108.5698182	157.4778286	127.5235146	123.7611126
PAX6	483.1294932	408.8679319	406.1377247	526.1678337	650.6157259	541.4236494	571.307086	569.49834	519.4715192	544.737262	520.505665	545.7256287	510.8179256
RPUSD1	1839.082552	1894.945607	1770.55484	1976.337717	2153.670831	2022.376573	2117.668699	2006.236548	2124.253429	1911.772886	1776.18414	1940.982906	1987.457867
RHBDF1	2695.953729	2541.664596	2542.730616	2686.450403	2946.359787	2624.312277	2722.844224	2380.849524	2573.780976	2724.630395	2436.76219	2336.680871	2601.410053
LUC7L	2722.161225	2751.01284	3085.618511	3035.517844	2825.531152	2657.222342	2971.509867	3316.299269	3295.225537	3601.68571	2776.582767	2776.449462	2986.040178
CACNA2D2	5.69728176	11.79426727	20.56393543	11.97780434	17.26123354	9.55453499	18.71676881	11.9096611	13.36008446	10.38493914	9.117137445	3.750691606	9.706753931
BAIAP3	697.3472874	755.8159606	788.6269237	874.3797171	1009.118269	1042.505929	1008.922966	922.4573872	1033.441827	954.4703152	755.8935772	805.4610224	902.7281155
TSR3	2510.222343	2657.641557	2517.025696	2599.183543	2749.847282	2703.933402	2696.997258	2704.575767	2660.228581	2535.81332	2422.672068	2602.979975	2777.344968
PIGQ	1743.368218	1836.957127	1731.483363	1765.870583	2290.432913	2154.016833	2346.726298	2640.696675	2609.145906	2483.888624	1807.679706	1955.048	1971.684392
CRAMP1	4695.699626	4682.324104	4727.648755	4306.876219	3591.664364	3829.245301	4054.408633	4437.972806	4061.465675	4237.999253	4276.766292	4179.208122	4235.784746
TEAD3	17357.33861	17589.18392	17200.70379	14458.0654	13454.46765	13054.67964	14064.31485	17213.79108	16410.11315	16727.30469	16128.21614	15971.38253	17227.06154
DNAJC11	6025.445189	6160.538935	6030.374064	5771.590579	5122.603001	5299.582074	5405.581086	5449.211303	5714.186711	5392.615668	5949.346598	5975.789402	5686.944459
MYLIP	2097.739144	1997.16259	1917.586979	1801.803996	1787.201565	1838.717178	1696.095764	2030.05587	1764.317036	1798.482641	1844.148256	1974.739131	1653.788201
E2F2	724.6942398	758.7645274	648.7921628	763.1572482	742.2330424	749.5001892	722.8237858	823.932009	642.8558285	635.3694581	708.6502287	769.8294522	670.9793654
PSMB1	12016.70669	11192.75964	13238.03343	11417.41421	12169.16965	10537.59048	10846.81316	10562.7867	11186.32013	12113.55946	11957.54017	11621.51794	11774.29252
JARID2	8670.123382	8668.78644	8649.191241	6806.815097	5700.190431	6179.660908	6320.920208	8947.403578	8003.476477	7551.738923	8068.666639	7917.709981	7368.639578
CDKL5	274.6089808	271.2681471	317.7128024	314.8451428	246.9684184	383.2430146	337.7931132	433.0785856	374.8682521	322.8771986	353.910699	258.7977208	320.3228797
CDK11A	1698.929421	1744.5687	1771.583037	1705.126004	1475.171574	1598.792188	1649.749479	1775.622201	1687.300078	1594.5602	1555.71518	1728.131158	1781.189346
NADK	3524.338497	3281.754867	3458.853939	3500.941098	3761.621125	3617.983916	3848.524177	3843.572447	3769.115591	3917.010225	3195.97109	3653.173624	3778.353967
TFAP2B	0	0.982855605	4.112787086	0.855557453	3.983361587	1.061614999	1.78254941	1.082696464	0.785887321	0.944085376	0.828830677	0	1.213344241
DLEC1	35.32314691	50.12563588	24.67672251	21.38893633	23.90016952	25.47875997	25.84696645	33.56359038	38.50847873	20.76987827	41.44153384	28.13018705	26.69357331
CYTH3	6259.033741	5911.876467	6218.534074	5484.123275	5474.466608	5699.810929	5902.021097	5659.254417	5315.741839	5281.213594	5733.021791	5666.357344	5548.623216
ADAM22	2448.6917	2403.081955	2263.061094	2458.016563	2224.043553	2384.387287	2397.528957	2364.609077	2318.367597	2355.493013	2628.222076	2422.009105	2282.300518
SYPL1	3176.804309	3208.040696	2998.221785	3589.063516	3935.561248	3498.021421	3782.569848	3232.931641	3291.2961	3511.997599	3465.34106	3359.682006	3333.056631
CYB561	7864.527741	7248.56009	7453.398396	7116.526895	7039.927712	6522.562553	6633.75763	7820.316559	7293.820226	7618.768985	6851.943205	7251.024548	7206.051449
