SYMBOL	CTRL_R1	CTRL_R2	CTRL_R3	DMSO	SMZ_R1	SMZ_R2	SMZ_R3	TMP_R1	TMP_R2	TMP_R3	CTX_R1	CTX_R2	CTX_R3
MSH2	5724.628712	5940.379279	6129.080954	7566.550116	6595.119001	6197.708363	6566.020752	5329.031995	6072.551329	6185.647384	6798.898042	6100.499898	5781.58531
MAP3K1	4540.733563	4532.930052	4158.027744	3731.086053	3120.29991	3700.789886	3495.579393	4200.86228	4028.458407	3626.231929	4464.082025	4354.552955	3669.152986
DHPS	3094.763452	2961.343939	2981.770637	2675.328156	2524.123459	2350.415607	2434.07122	2974.167186	2950.221003	3093.767777	2912.510998	2940.542219	2943.573129
HOOK2	4715.070384	4817.958178	5330.172063	4888.655287	4254.230175	4802.746255	4389.527923	5035.621254	5378.612825	5612.587561	4888.443332	4517.70804	5642.050722
ARCN1	21556.23527	19493.95808	19872.9872	15542.91225	14074.54427	13784.00915	14649.88233	20000.65178	17126.0565	17839.43727	18504.47369	18356.82239	17754.86628
EPB41L4B	856.8711767	862.9472216	895.5593879	865.8241426	851.1115924	951.207039	1106.963184	895.3899756	940.7071232	975.2401934	821.3712007	956.4263596	930.6350331
TMEM38B	2008.861548	1978.488334	1884.684682	2328.827387	2910.509533	2811.156517	2949.227999	2979.580669	2601.287032	2701.028261	2214.635568	2226.973141	2376.941369
PSMD5	4227.383066	4300.97613	4460.317594	4405.265326	4197.135326	4392.962865	4676.518378	4373.011018	4579.365419	4828.996698	4746.713286	4613.350676	4664.095264
PTGS1	9.115650816	3.931422422	2.056393543	5.133344719	1.327787196	2.123229998	2.673824115	3.248089392	2.357661963	3.776341504	1.657661354	0.937672902	7.280065448
NUP188	18308.78466	18298.80566	17732.28152	16332.59178	14944.24489	14874.28775	15625.82813	17892.64176	17625.09495	16562.08975	17483.3543	17894.54965	16337.68021
CRAT	8678.099576	8702.203531	8790.054199	8362.218547	9054.180887	8750.892436	9305.799196	9563.457866	8991.336839	9316.234491	8230.288621	9247.330155	9124.348695
SH2D3C	21.64967069	16.70854529	21.5921322	27.3778385	25.22795672	16.98583998	19.60804351	40.05976916	38.50847873	38.70750042	15.74778286	48.75899088	44.89373693
NANS	4781.158853	4355.033188	4437.697265	3933.85317	3715.148574	3522.438566	3411.799571	4639.354348	4378.178265	4370.171206	4595.866103	4073.251084	4196.957731
TBC1D2	6133.693543	5689.7511	5684.899949	4484.832169	3622.20347	3857.908906	3891.305362	4966.32868	4983.311502	4934.734261	4912.479421	4891.839527	4884.923916
WHRN	2453.249526	2377.52771	2299.047981	2487.961074	2269.188317	2420.482197	2295.92364	2220.610447	2233.491766	2145.90606	2268.509562	2310.426029	2477.648941
PDE6C	0	1.965711211	0	2.566672359	2.655574391	2.123229998	0	1.082696464	2.357661963	1.888170752	3.315322707	0	1.213344241
CWF19L1	2927.263368	2904.338314	2950.924734	3029.528942	2926.442979	2735.781852	2836.927386	2839.912825	2873.989933	2735.015334	2830.456761	2717.376069	2804.038542
SEMA4G	1502.942928	1560.774701	1382.924658	1409.958683	1511.021829	1682.659773	1612.315941	1441.068993	1416.168952	1488.822638	1416.471627	1432.764194	1408.692664
BTAF1	4017.723097	3783.011225	4238.227092	4092.131298	3476.146878	3709.282806	3795.047694	3885.797609	4271.297589	4501.399073	4436.730613	4248.595917	3786.847377
IKZF5	2080.647299	2086.60245	1989.560753	1939.548746	1719.484418	1936.385758	1927.827187	2038.717442	2004.798556	2209.15978	2250.275287	2056.316673	1932.857376
BLNK	1.139456352	2.948566816	9.253770943	5.133344719	2.655574391	3.184844997	9.804021756	0	0.785887321	3.776341504	3.315322707	4.688364508	1.213344241
TLL2	35.32314691	20.63996771	22.62032897	17.11114906	11.95008476	22.29391498	26.73824115	23.81932221	16.50363374	18.88170752	20.72076692	38.44458896	15.77347514
CYP26A1	0	0.982855605	1.028196771	2.566672359	1.327787196	2.123229998	0.891274705	3.248089392	2.357661963	0	0.828830677	7.501383212	0
TDRD1	941.1909467	910.1242907	866.7698783	1035.224518	991.8570352	1055.245309	1026.74846	920.2919943	943.0647851	853.4531799	1004.54278	979.8681821	900.3014271
SORBS1	222.1939886	239.8167677	224.1468962	149.7225543	118.1730604	117.8392649	122.9959093	113.6831287	98.23591512	99.12896448	185.6580716	215.6647674	155.3080629
CRTAC1	82.04085734	46.19421346	70.94557723	53.04456209	33.19467989	32.91006496	26.73824115	19.48853635	41.65202801	27.37847591	49.72984061	51.57200959	49.74711389
BAMBI	181.17356	178.8797202	176.8498447	254.1005636	290.7853959	232.4936848	259.3609392	221.9527751	202.7589288	221.8600634	188.9733943	186.5969074	200.2017998
IL11	7.976194464	10.81141166	12.33836126	7.700017078	5.311148783	10.61614999	18.71676881	6.496178783	6.287098568	8.496768384	9.117137445	3.750691606	7.280065448
WAC	17676.38639	17500.72691	18122.99629	16573.00342	13554.05169	14314.81664	15087.49821	18170.89475	17964.59827	18635.30124	18180.4009	17571.99018	17625.03845
CREM	1793.504298	1570.603258	1726.342379	1367.18081	1079.49099	957.576729	1059.725624	1301.40115	1349.36853	1412.351723	1460.399653	1392.444259	1398.98591
NUBP2	3337.467655	3536.314468	3357.062459	3294.751752	3523.947217	3293.129726	3645.313544	3415.907344	3670.093789	3409.092293	3094.024916	3586.598848	3326.98991
TPSD1	2.278912704	6.879989238	6.169180629	9.411131985	9.29451037	3.184844997	15.15166999	17.32314342	3.143549284	7.552683008	3.315322707	1.875345803	2.426688483
SMIM24	1.139456352	0.982855605	4.112787086	2.566672359	3.983361587	2.123229998	3.56509882	2.165392928	0.785887321	1.888170752	1.657661354	5.626037409	2.426688483
HIVEP1	617.5853428	630.9932987	518.2111728	765.7239206	715.6772985	841.8606941	785.2130152	569.49834	622.4227582	604.2146407	784.0738202	644.1812834	615.1655303
TREM2	4.557825408	0	1.028196771	0.855557453	0	2.123229998	0	0	0	2.832256128	0.828830677	0	1.213344241
FKBP5	0	0.982855605	6.169180629	6.844459625	6.638935978	10.61614999	16.9342194	11.9096611	7.85887321	1.888170752	3.315322707	5.626037409	7.280065448
SRPK1	5677.911002	5770.34526	5480.288792	6290.058395	5810.396768	5655.223099	5970.649249	5645.179363	5641.885077	5808.957319	6017.310714	5715.116335	5621.42387
BRPF3	7303.915216	7051.006114	7141.854774	6296.047298	5094.71947	6107.471088	5933.215712	7499.838405	6764.132171	6850.283489	6687.834731	6755.933256	6544.778838
MRPS18A	2808.759908	2992.795319	2894.373912	2233.86051	2660.88554	2040.424028	2284.337069	2961.174829	2610.71768	2659.488504	2267.680732	2972.423098	3003.026997
PGC	670.0003349	739.1074153	688.8918369	536.4345231	558.9984094	549.9165694	507.1353072	396.2669058	426.7368153	445.6082975	537.0822786	614.1757505	560.5650395
TMEM14A	1072.228427	1005.461284	1137.185629	1318.414035	1736.745652	1604.100263	1543.687789	1208.289254	1033.441827	1093.250865	1316.183115	1148.649304	1133.263521
EFHC1	1139.456352	1167.632459	1114.5653	1438.192079	1351.687365	1409.824718	1365.432848	1226.695094	1309.288277	1579.454834	1418.129288	1230.226847	1320.118535
HSP90AB1	103039.8985	102901.0505	100189.5498	89365.54265	83896.23396	77138.00743	81263.75379	102119.9305	93592.10694	93532.42637	99201.08604	99433.6475	92826.90118
CDC5L	4080.393196	3610.028639	4051.095279	4462.587676	3958.13363	3789.965546	3783.461123	3949.6767	3978.947506	4942.286944	4742.569133	4074.188757	3896.048359
ITPR3	10732.53938	10663.00046	10300.47526	10629.4458	10412.50719	11641.67008	11853.95358	11138.78122	9961.121793	9921.393217	11275.41253	10026.53634	10135.06445
ZNF184	422.7383066	433.439322	509.9855986	601.4568896	616.0932588	541.4236494	629.2399418	474.2210512	559.5517725	639.1457996	623.2806689	578.5441803	524.1647122
DSP	302865.2194	301332.7172	307798.9291	251869.2697	206389.9139	240474.9063	240642.3878	328240.0043	287929.4672	294652.8222	305568.3209	292994.6515	303055.7778
SIRT1	2502.246149	2262.533604	2553.012583	2532.450061	2397.983675	2568.046682	2525.872514	3038.046278	2964.366975	2719.909968	2808.907164	2692.0589	2430.328515
HNRNPH3	13574.34352	14143.29216	13168.11605	12539.05003	13563.3462	14020.74929	12845.94232	12549.53471	12282.63294	11716.09952	12105.90087	12427.91664	13141.73148
IFT74	516.1737274	523.8620377	572.7056017	633.9680728	601.4875996	566.9024094	590.9151295	592.2349658	543.8340261	639.1457996	537.0822786	514.782423	533.8714662
JAK2	110.5272661	82.55987086	125.4400061	182.2337375	138.0898684	176.2280898	177.3636663	102.8561641	154.0339149	109.5139036	133.441739	90.95427145	91.0008181
IL12RB1	6.836738112	1.965711211	3.084590314	2.566672359	1.327787196	1.061614999	2.673824115	1.082696464	0.785887321	0.944085376	0	0.937672902	1.213344241
ABL1	4116.8558	4162.393489	3722.072313	4186.242618	4116.140307	4384.469945	4644.432488	4597.129186	4498.419025	4104.883215	4469.88384	4226.091767	4194.531042
ACOT7	1084.762447	1071.31261	1202.990223	1287.613967	1200.319625	1227.226939	1366.324123	1247.266326	1251.132615	1280.17977	1204.290973	1224.600809	1232.757749
SH3GLB1	7618.405169	7827.462042	7929.453501	7374.049689	6592.463427	6613.861443	6931.443381	7794.331844	7856.515548	8097.42027	7174.358338	7511.697614	7448.720297
CDC7	1461.9225	1470.351986	1606.043357	2043.071198	2165.620916	1979.911973	1964.36945	1629.458178	1785.535993	1975.970692	2019.031529	1750.635307	1752.069084
SYDE2	3470.784048	3769.251247	3571.955584	3044.928976	2235.993638	2562.738607	2538.35036	3423.486219	3395.819114	3355.279426	3256.475729	3322.17509	2972.693391
PCSK5	7377.979879	6889.817794	7076.050181	5410.545334	3871.827463	4048.999606	4324.464869	6148.633218	5812.422626	5770.249818	6171.473219	6203.643917	5822.839014
SCD	106502.7063	106624.1075	103067.4726	104928.9883	112285.652	114766.9511	120244.5443	123308.3003	113071.1101	112304.62	104400.3409	110251.5798	103642.6517
TMED1	2609.355046	2480.727548	2478.982416	2105.526892	2362.133421	2062.717943	2202.339796	2948.182471	3006.019003	2707.636858	2488.149692	2441.700236	2622.036905
ABLIM1	3.418369056	3.931422422	2.056393543	4.277787266	1.327787196	2.123229998	2.673824115	0	1.571774642	0	1.657661354	0.937672902	2.426688483
ERMP1	10226.62076	9837.401755	9582.79391	10030.55558	9959.731755	9945.209309	10214.89939	10629.91388	9949.333483	10535.04871	10342.14919	9589.580764	9430.111444
RAB18	2891.940221	3044.886666	3184.325401	3844.875194	4027.178565	3495.898191	3786.134947	3026.136617	3490.91148	3601.68571	3580.548524	3216.218052	3189.88201
HSD17B7P2	173.1973655	186.742565	177.8780415	165.9781459	208.4625897	215.5078448	159.5381722	198.1334529	146.960929	186.9289045	172.3967808	210.0387299	152.8813744
TSPAN15	1449.38848	1325.872212	1189.623665	1771.003928	2476.32312	2304.766163	2348.508848	1695.502662	1692.015402	1614.385993	1438.850055	1619.361101	1668.348332
FAM21A	3381.906453	3402.646106	3157.592285	3238.28496	2974.243318	2902.455407	2801.276398	2885.386076	2768.681032	2656.656248	3108.943869	3157.14466	2842.865557
MAST3	1651.072254	1548.980434	1680.073524	1752.181664	1783.218204	1862.072708	1983.086219	1818.930059	1674.725881	1806.97941	1670.922644	1594.043933	1742.362331
MZF1	2682.280252	2993.778174	2716.49587	2372.460818	2233.338063	2280.349018	2160.449885	2677.508355	2897.566552	2734.071249	2608.33014	2723.002106	2888.972639
OCEL1	1633.980409	1631.540305	1618.381718	1801.803996	2012.925389	1788.821273	1893.958748	2198.956518	2244.494189	2104.366303	1707.391194	1802.207317	1840.643214
MYO9B	23506.98454	23244.53507	23104.60965	21594.27012	18315.49658	20307.63331	20316.6069	22761.52776	21483.01581	22548.53512	21299.29073	21670.55843	22374.06781
KCNK6	3.418369056	2.948566816	2.056393543	0.855557453	2.655574391	6.369689993	1.78254941	3.248089392	1.571774642	6.608597632	1.657661354	5.626037409	2.426688483
CATSPERG	54.69390489	36.3656574	46.26885471	77.85572824	122.156422	147.5644848	119.4308105	55.21751966	72.30163353	79.30317159	58.84697805	67.51244891	74.01399872
PSMD8	8740.769676	8404.398282	9059.441753	8345.107398	8982.480379	7933.448886	8715.775341	9141.206245	8223.524926	8768.664973	8094.36039	9238.891099	8703.318243
FBXL19	7224.153271	7440.216933	7775.223985	6630.570262	6621.674745	6640.401818	6677.43009	6741.950881	6166.857808	6282.888178	6421.780084	6803.754574	7094.423779
STX1B	5.69728176	9.828556055	8.225574171	13.68891925	7.966723174	4.246459995	10.69529646	9.744268175	6.287098568	2.832256128	8.288306768	11.25207482	9.706753931
HSD3B7	183.4524727	181.828287	171.7088608	173.678163	245.6406312	254.7875997	214.7972039	134.2543615	195.6859429	170.8794531	145.0453684	182.8462158	182.0016362
SETD1A	6451.601865	6480.949862	6328.551128	5337.82295	4633.977313	4781.513955	5156.024169	6037.115483	5805.34964	5537.06073	5961.779058	6238.337814	5815.558949
BCL7C	1845.91929	1953.916944	1887.769272	2356.205226	2516.156736	2659.345572	2376.138364	1862.237918	1931.711035	1868.344959	1990.851286	2017.872084	2126.992455
EFNA2	787.3643392	807.9073077	719.73774	696.4237669	787.377807	731.4527342	735.3016317	791.4511151	655.4300257	635.3694581	683.7853084	751.0759941	789.8871011
CIRBP	11425.32884	10842.86304	11944.56189	10602.92352	10581.13616	10168.14846	10005.44984	13671.20825	13875.62654	15213.93583	11233.14216	11256.76318	12428.28506
ATP5D	4956.635131	5177.68333	4611.46252	4770.588359	5179.69785	4455.59815	4541.044622	5017.215414	5017.890544	4742.140844	4366.280005	5030.615117	5130.019452
CBARP	265.49333	279.130992	292.0078831	260.0894658	284.1464599	315.2996547	303.0333997	302.0723134	297.0654073	353.0879306	210.5229919	223.1661506	263.2957004
AMELY	4.557825408	0	1.028196771	2.566672359	1.327787196	0	1.78254941	0	0.785887321	0.944085376	0.828830677	0.937672902	0
PRKY	1419.762615	1422.192061	1407.60138	1484.392181	1346.376216	1590.299268	1421.583155	1144.410162	1130.891855	1133.846537	1362.597633	1394.319605	1441.452959
HNRNPM	31495.71302	32332.018	32376.88814	30473.24537	31245.48829	28949.1794	29119.72716	28596.179	25219.12413	24960.67326	28627.81158	30319.65327	28671.32442
2-Mar	585.6805649	576.9362404	581.9593726	666.479256	962.6457169	822.7516241	937.6209897	770.8798823	765.4542506	736.3865933	650.6320813	544.7879558	653.9925461
NDUFB7	3909.474744	3661.13713	3645.985751	3797.819534	3600.958875	3621.168761	3445.66801	3695.243031	3876.782154	3505.389001	3567.287233	3598.788596	3710.40669
TECR	54438.66667	50129.5673	49629.00176	42465.59419	43000.38833	36221.24215	39175.97966	47474.07455	43724.41288	44693.0017	46915.96046	46919.27665	47213.65112
TIMM13	3929.984958	3860.656818	4135.407415	3605.319108	3857.221803	3259.158046	3400.213	3681.167977	3662.234916	3656.442661	3447.935615	3695.368905	3763.793837
CDC34	6881.176909	6772.857977	6747.027214	5599.623531	5993.631401	5405.743574	5695.245365	7386.155277	6703.618848	7232.638066	6112.626241	6544.956853	6532.645395
MTAP	6509.714139	6280.447319	6339.861293	6041.091177	5336.376739	5490.672774	5824.480198	6006.799982	6026.969864	6061.9722	6242.752658	6197.080206	5963.586946
MISP	18.23130163	4.914278027	17.47934511	18.82226397	19.91680794	10.61614999	25.84696645	6.496178783	16.50363374	10.38493914	27.35141233	12.18974772	10.92009817
CEP170B	4148.760577	4102.439297	4080.912986	5141.900293	5580.689584	5560.739364	6183.663904	5005.305753	5238.724881	4978.162188	4519.613681	4837.454499	4957.72457
POLR2E	6285.241237	5986.573493	6437.539986	6522.770023	7219.178983	6627.662438	7116.82852	6852.38592	6675.326904	6341.421471	6086.10366	6400.555226	6303.323334
POLRMT	5660.819156	6031.784851	5637.602898	5333.545163	5506.333501	5249.686169	5416.276383	5775.102938	5942.094034	5242.506093	5468.624805	5769.501363	5608.077083
HCN2	173.1973655	157.2568969	135.7219738	112.0780264	107.5507629	114.6544199	108.735514	177.5622201	137.5302812	151.9977455	170.7391194	115.3337669	140.747932
IZUMO4	558.3336125	480.6163911	566.5364211	515.9011442	638.6656411	602.9973194	525.852076	588.9868764	614.563885	639.1457996	573.5508283	535.4112268	604.2454322
RASSF7	403.3675486	609.3704754	628.2282273	704.9793414	779.4110839	492.5893595	583.7849318	522.9423921	481.7489277	591.9415308	455.0280416	470.7117966	579.9785474
GADD45B	1330.885019	1212.843817	1358.247935	989.8799733	888.2896339	752.6850342	847.6022445	1127.087019	964.2837428	1080.03367	1196.831497	1055.819687	1151.463685
PALM	811.2929226	702.7417579	778.344956	776.8461674	942.7289089	968.192879	939.4035392	682.0987723	693.1526171	709.9522028	755.8935772	788.5829102	806.8739205
MADCAM1	18.23130163	25.55424574	19.53573866	35.07785558	35.85025428	44.58782995	32.97716409	49.80403734	28.29194355	16.99353677	31.49556572	28.13018705	18.20016362
MKNK2	28441.97	26803.45522	26617.95802	22093.91567	21936.37226	19972.16297	20792.54759	26333.34339	24526.7574	24352.68227	25911.73345	25911.65296	25150.19943
ARVCF	248.4014847	341.0508951	324.9101798	381.5786241	426.2196898	372.6268646	401.964892	312.8992781	334.7879987	344.5911623	291.7483982	285.0525621	379.7767475
TRMT2A	1904.031564	1957.848366	1988.532556	1940.404304	2046.120069	2010.698808	2128.363996	2182.716071	2226.41878	2046.777095	1954.382736	1964.424729	2124.565767
RANBP1	9769.698762	9620.190666	10239.81165	9232.320477	8613.355538	7965.297336	8584.757959	8646.413961	8734.351685	8778.105826	9474.363466	9086.050416	8827.079356
ZDHHC8	3285.052663	3302.394834	3286.116881	3163.851462	3263.700927	3090.361262	3255.826498	3307.637697	3501.913902	3325.068694	3355.93541	3325.925782	3417.990728
KLHL22	476.2927551	536.6391606	439.0400214	526.1678337	576.2596429	677.3103693	614.9795465	571.6637329	569.7683077	493.7566517	547.8570774	498.8419836	595.7520225
MED15	14934.85441	13976.20671	14773.13121	11129.09135	9852.180992	9254.097945	9948.408258	14342.48006	12919.98756	13299.33069	12530.26217	13085.22534	12485.31224
SERPIND1	4.557825408	6.879989238	3.084590314	0.855557453	0	0	0.891274705	0	0	0	0.828830677	0.937672902	0
SNAP29	4443.879773	4688.221238	4746.156297	4686.743728	4027.178565	3913.112886	3799.504068	4690.241082	4536.141617	4432.48084	4257.703187	4493.328544	4654.38851
CRKL	40161.27858	39379.09269	40922.2315	33193.91807	30428.89916	29750.69873	31265.02538	40423.55518	38481.75856	36934.50808	38510.78857	37953.24836	36835.91782
LZTR1	2100.018057	1960.796933	1995.729933	1961.79324	2116.49279	2052.101793	2122.125073	2178.385285	2213.844583	2178.949048	1961.842212	1910.0397	2022.64485
MMP11	80.90140099	71.7484592	56.55082243	93.25576239	80.99501894	162.4270948	116.7569864	58.46560905	57.36977443	65.14189095	101.1173426	97.51798176	89.78747386
CECR2	2041.905783	1755.380111	1792.146973	1506.636675	1517.660765	1605.161878	1515.166999	1807.020398	1637.789177	1579.454834	2044.72528	1843.464924	1775.122625
SMARCB1	2899.916416	3489.137399	2634.240128	1030.946731	993.1848224	854.6000741	1767.39774	1223.447004	2033.090499	1111.188488	977.1913679	2573.912115	1759.34915
P2RX6	55.83336125	56.02276951	60.66360951	94.9668773	104.8951885	98.73019489	100.7140417	40.05976916	57.36977443	80.24725696	50.55867128	64.69943021	65.52058903
SLC7A4	3003.606944	3043.90381	2871.753583	2878.95083	3286.273309	3304.807491	3542.816953	2462.051759	2550.204357	2794.492713	2197.230124	2469.830423	2903.532769
BCL2L13	6074.441812	6274.550185	5994.387177	5944.413184	5272.642954	5564.985824	5589.183676	6542.734731	6170.001357	6043.090492	6079.473014	6136.131468	5792.505408
DDTL	0	3.931422422	1.028196771	1.711114906	1.327787196	3.184844997	0	2.165392928	0.785887321	1.888170752	2.48649203	0	0
DDT	6.836738112	12.77712287	44.21246117	36.78897048	46.47255185	11.67776499	5.34764823	14.07505403	7.85887321	10.38493914	19.89193624	13.12742062	12.13344241
GSTT2	11.39456352	4.914278027	11.31016449	8.555574531	6.638935978	8.492919991	10.69529646	17.32314342	1.571774642	16.04945139	14.91895218	8.439056114	9.706753931
CABIN1	13102.60859	12357.44353	12082.34026	11065.7801	9877.408949	9513.132005	9899.388149	11554.53666	11260.97942	10782.39908	11524.89056	11897.19377	11627.47786
TBC1D10A	3426.34525	3065.526633	3268.637536	2690.72819	2566.612649	2336.614612	2385.051111	3019.640438	2823.693144	2815.262591	2716.078128	2888.032537	2899.892737
SUSD2	112.8061788	127.7712287	112.0734481	129.1891754	127.4675708	128.4554149	130.1261069	115.8485216	132.0290699	163.3267701	126.8110935	101.2686734	191.7083901
SF3A1	19230.60485	18088.47456	18493.14713	15254.58939	14159.52265	14291.46111	15157.01763	20158.72546	17167.70853	16674.43591	17263.71417	18178.66454	16735.65712
GGT5	11.39456352	8.845700449	5.140983857	5.133344719	5.311148783	1.061614999	5.34764823	9.744268175	3.143549284	2.832256128	7.459476091	6.563710311	7.280065448
RNF215	1179.337324	1327.837923	1286.274161	1441.614309	1538.90536	1510.678143	1467.929439	1349.039794	1387.877009	1482.21404	1139.642181	1296.801623	1480.279974
SEC14L2	9.115650816	4.914278027	8.225574171	7.700017078	5.311148783	12.73937999	4.456373525	7.578875247	7.85887321	6.608597632	2.48649203	1.875345803	2.426688483
SEC14L3	0	0	0	0.855557453	0	0	0.891274705	0	1.571774642	3.776341504	0	0.937672902	2.426688483
SPECC1L	3304.423421	3327.94908	2961.206702	3124.495819	3024.699232	3110.531947	3089.158128	3645.438994	3369.098945	3327.900951	3332.728151	3206.841323	3026.080538
PPIL2	5146.924342	4935.900851	4822.242858	4343.66519	4179.874092	4043.691531	4211.272982	4899.201499	4753.046517	5210.40719	4576.802997	4665.860358	4887.350604
UPB1	2.278912704	6.879989238	4.112787086	2.566672359	11.95008476	2.123229998	10.69529646	2.165392928	3.929436605	3.776341504	1.657661354	0.937672902	2.426688483
YPEL1	165.221171	136.6169292	141.8911545	216.4560356	301.4076934	319.5461147	334.2280144	280.4183841	288.4206468	275.6729298	182.3427489	173.4694868	175.934915
SNRPD3	6521.108702	6381.681446	6567.092779	6863.281889	6907.148992	6079.869098	6274.573924	5464.369053	5746.408091	6165.821591	6795.582719	6301.161898	6083.708026
PES1	11371.77439	11721.53595	11755.37369	9412.843099	8789.951235	8272.104071	8574.953938	11108.46572	10134.80289	10483.12402	10082.72518	10642.58743	10468.73411
MAPK1	2701.65101	2464.019003	2404.952248	2678.750386	2590.512819	2681.639487	2821.775716	2972.001793	3040.598045	2954.987227	2736.798895	2647.050601	2579.569857
GGT1	44.43879773	40.29707982	51.40983857	34.22229813	49.12812624	38.21813996	49.02010878	35.72898331	38.50847873	43.4279273	53.04516331	53.44735539	49.74711389
PRODH	184.591929	110.0798278	108.9888578	49.62233228	46.47255185	153.9341748	90.01874521	76.87144894	173.6810979	186.9289045	76.25242227	43.13295347	198.9884556
PPM1F	2493.130498	2809.984176	2507.771925	2916.595358	3331.418074	3227.309597	3257.609047	2883.220683	2791.471764	2721.798139	2554.456146	2783.950845	2828.305427
SLC35E4	39.88097232	81.57701525	63.74819983	96.6779922	132.7787196	98.73019489	131.0173816	69.29257369	67.5863096	55.70103719	62.16230076	85.32823404	53.38714662
TOP3B	2918.147717	2855.195534	2915.966044	2841.306302	2473.667546	2408.804432	2467.048384	2576.817584	2708.167708	2627.389602	2662.204134	2554.220984	2796.758476
CRYBB3	3.418369056	0.982855605	3.084590314	1.711114906	3.983361587	4.246459995	4.456373525	1.082696464	1.571774642	1.888170752	0.828830677	0	1.213344241
DGCR14	1516.616404	1471.334841	1662.594179	1479.258836	1451.271405	1473.521618	1524.97102	1602.390767	1633.85974	1485.990382	1484.435742	1518.092428	1582.200891
CRYBB2P1	333.8607111	333.1880503	346.502312	217.3115931	143.4010171	208.0765398	176.4723916	268.508723	305.7101679	291.7223812	251.9645257	294.4292911	325.1762567
MFNG	5.69728176	0.982855605	1.028196771	1.711114906	1.327787196	2.123229998	0	0	0	3.776341504	0	2.813018705	1.213344241
CARD10	959.4222483	995.6327283	885.2774202	1044.63565	1258.742262	1147.605814	1344.93353	724.3239343	832.2546729	861.0058629	818.055878	988.3072382	934.2750658
LRP5L	48.99662313	44.22850225	47.29705149	93.25576239	91.6173165	60.51205493	76.64962464	73.62335954	62.08509836	89.68811072	50.55867128	43.13295347	46.10708117
SLC25A1	7864.527741	8107.57589	7777.280379	7884.817488	8922.729955	7990.776096	8361.939283	8133.215837	8166.941039	8057.768684	7743.765013	7921.460672	8022.632124
GRK3	7758.5583	7515.896815	7720.729557	7607.616873	5522.266947	6080.930713	6673.864992	7229.164289	7237.236339	7226.973554	7371.620039	7419.80567	7284.918825
PLA2G3	53.55444854	101.2341274	79.1711514	64.16680899	69.04493418	49.89590495	44.56373525	54.13482319	61.29921103	51.92469568	57.1893167	67.51244891	72.80065448
LGALS2	3.418369056	7.862844844	17.47934511	6.844459625	3.983361587	6.369689993	5.34764823	6.496178783	5.501211247	4.72042688	9.117137445	7.501383212	4.853376965
GGA1	5929.730856	5690.733956	5545.065188	5149.60031	5400.110525	4984.28242	4923.401471	5426.474677	5573.51288	5402.056522	5398.174198	5450.692577	5728.198163
HIRA	3021.838245	3116.635125	3052.716214	3288.76285	2998.143488	3201.830837	3276.325816	3392.088021	3377.743705	3272.199913	3104.799715	3249.974277	3068.547586
SH3BP1	4221.685784	4089.662174	4160.084137	3855.997441	3611.581172	3419.461911	3724.636993	4041.7059	3707.030493	3586.580344	3680.837036	3959.792663	3917.888555
LGALS1	2868.011638	2541.664596	2671.255212	3277.640603	3757.637764	3417.338681	3372.583484	3078.106047	2912.498411	2962.53991	3101.484393	2959.295677	2835.585492
HPS4	4611.379856	4737.364018	4769.804823	4006.575553	3582.369854	3734.761566	3806.634265	4074.186794	4389.180688	4328.631449	4454.964888	4391.122198	4438.413235
PIK3IP1	348.6736437	330.2394834	416.4196924	431.2009564	485.9701136	510.6368145	492.8749119	331.305118	336.3597734	370.0814674	310.8115038	387.2589083	371.2833378
RP1-37E16.12	1275.051658	1102.763989	1193.736452	1039.502306	1018.412779	813.1970891	955.4464838	1037.223212	1005.935771	1017.724035	1101.515969	1108.32937	1082.303063
SRRD	2141.038485	2232.06508	2182.861746	2015.69336	1864.213223	1907.722153	1921.588264	2255.256734	2070.813091	2156.290999	2067.932539	2131.330505	2016.578129
PATZ1	5617.519815	5324.128815	5253.057305	4829.621823	5106.669555	4762.404885	4919.836372	5843.312816	5421.05074	5405.832863	4974.641722	5085.937818	4867.937096
TRIOBP	3247.450603	3458.668876	3011.588343	3083.429061	3044.61604	3327.101406	3105.201073	3130.075477	2878.705257	2919.111983	2889.303739	3103.697304	3066.120898
TFIP11	3558.522187	3569.731559	3621.309029	3038.084516	2836.15345	2902.455407	2721.061675	3650.852476	3292.867875	3546.928758	3407.322912	3462.826025	3374.310335
GCAT	1154.269285	1045.758364	1137.185629	906.0353429	824.5558485	768.6092592	806.6036081	1120.59084	1108.88701	1023.388548	952.3264476	958.3017054	959.7552949
GGTLC2	38.74151597	36.3656574	34.95869023	19.67782142	10.62229757	13.80099499	11.58657117	21.65392928	19.64718302	16.99353677	18.23427489	29.06785995	20.6268521
ANKRD54	1017.534522	1159.769614	981.9279167	1099.391327	1281.314644	1168.838114	1206.785951	1158.485216	1183.546305	1192.37983	1079.966372	1095.201949	1166.023816
EIF3L	37929.08359	38989.88187	38101.88776	40135.05568	39707.47609	34316.70484	35733.87675	36914.53594	39650.373	42026.9046	40769.35216	38572.11248	36974.23907
SNU13	8100.395206	7666.273723	7831.774808	7992.617727	8054.357129	7573.561402	7538.401456	7912.345758	7135.070987	7782.095755	7815.873282	7467.626988	7691.389146
MICALL1	13094.6324	14131.4979	12848.34686	11437.94759	10923.70526	11076.8909	12056.27294	12214.98151	11501.46094	11755.7511	11612.74661	13006.46082	12794.71502
