NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
KRT71	1	KRT71	
MIR4292	1	MIR4292	
ATE1OSP	1	ATE1-AS1	
RNA5SP82	1	RNA5SP82	
KRT79	1	KRT79	
TOMM34	1	TOMM34	
TSC2	1	TSC2	
KRT78	1	KRT78	
TSC1	1	TSC1	
KRT77	1	KRT77	
OCRL	1	OCRL	
ALDH3A2	1	ALDH3A2	
DCTD	1	DCTD	
SNORD73B	1	SNORD73B	
FIZ1	1	FIZ1	
ISCU	1	ISCU	
NACA3P	1	NACA3P	
HPCA	1	HPCA	
ALDH3B2	1	ALDH3B2	
COBLL1	1	COBLL1	
ALDH3B1	1	ALDH3B1	
RIPK1	1	RIPK1	
NF1P11	1	NF1P11	
MIR4285	1	MIR4285	
PSMA3-AS1	1	PSMA3-AS1	
NF1P10	1	NF1P10	
ANKZF1	1	ANKZF1	
CCDC86-AS1	1	RP5-1148A21.3	
ENKD1	1	ENKD1	
BTNL9	1	BTNL9	
ACBD7	1	ACBD7	
NACA4P	1	NACAP1	
BTNL8	1	BTNL8	
ACBD6	1	ACBD6	
ACBD5	1	ACBD5	
ACBD4	1	ACBD4	
MIR4271	1	MIR4271	
LRRC3-DT	1	LRRC3-AS1	
MRGBP	1	MRGBP	
ACBD3	1	ACBD3	
CREBZF	1	CREBZF	
SCYL3	1	SCYL3	
MIR34A	1	MIR34A	
THA1P	1	THA1P	
HPF1	1	HPF1	
CA5B	1	CA5B	
CASTOR3P	1	GATS	
CA5A	1	CA5A	
NAPRT	1	NAPRT	
GAS6-AS1	1	GAS6-AS1	
SPEG	1	SPEG	
SCYL2	1	SCYL2	
SCYL1	1	SCYL1	
TSFM	1	TSFM	
JAGN1	1	JAGN1	
DCXR	1	DCXR	
RUSF1	1	C16orf58	
HPDL	1	HPDL	
HSH2D	1	HSH2D	
LUC7L3	1	LUC7L3	
PXYLP1	1	PXYLP1	
ITGB3BP	1	ITGB3BP	
LUC7L2	1	LUC7L2	
KRT81	1	KRT81	
KRT80	1	KRT80	
TUFT1	1	TUFT1	
RNA5SP97	1	RNA5SP97	
SPG7	1	SPG7	
KRT86	1	KRT86	
U2AF1L4	1	U2AF1L4	
GMDS	1	GMDS	
SASH1	1	SASH1	
CMTM7	1	CMTM7	
SPEN	1	SPEN	
CMTM8	1	CMTM8	
CMTM3	1	CMTM3	
CMTM4	1	CMTM4	
CMTM6	1	CMTM6	
PDE4DIP	1	PDE4DIP	
PANTR1	1	LINC01158	
GDAP1	1	GDAP1	
GDAP2	1	GDAP2	
RMC1	1	C18orf8	
TICRR	1	TICRR	
CMTM1	1	CMTM1	
TSKS	1	TSKS	
TUBBP2	1	TUBBP2	
MT-TQ	1	MT-TQ	
TUBBP1	1	TUBBP1	
LRRC14B	1	LRRC14B	
MT-TP	1	MT-TP	
GMFB	1	GMFB	
MT-TN	1	MT-TN	
TUBBP5	1	TUBBP5	
MT-TT	1	MT-TT	
GMFG	1	GMFG	
MT-TR	1	MT-TR	
MT-TY	1	MT-TY	
MT-TW	1	MT-TW	
MT-TV	1	MT-TV	
ISM1	1	ISM1	
RPL13AP25	1	RPL13AP25	
ISM2	1	ISM2	
TSKU	1	TSKU	
ANAPC1P1	1	ANAPC1P1	
SPIB	1	SPIB	
MEIOSIN	1	BHMG1	
RAVER1	1	RAVER1	
RAVER2	1	RAVER2	
MTERF1	1	MTERF1	
MLYCD	1	MLYCD	
GTSE1	1	GTSE1	
ARPIN	1	ARPIN	
ZNF271P	1	ZNF271P	
ISL1	1	ISL1	
MT-TA	1	MT-TA	
ISL2	1	ISL2	
RPL13AP20	1	RPL13AP20	
MT-TE	1	MT-TE	
MT-TD	1	MT-TD	
MT-TC	1	MT-TC	
TMEM126A	1	TMEM126A	
CTAGE9	1	CTAGE9	
MT-TI	1	MT-TI	
MT-TH	1	MT-TH	
MT-TG	1	MT-TG	
TMEM126B	1	TMEM126B	
CTAGE6	1	CTAGE6	
OBSCN-AS1	1	C1orf145	
MT-TF	1	MT-TF	
MT-TM	1	MT-TM	
GTSF1	1	GTSF1	
MT-TK	1	MT-TK	
NLRX1	1	NLRX1	
KCNMB2-AS1	1	KCNMB2-AS1	
PLA2G3	1	PLA2G3	
MRPS36P1	1	MRPS36P1	
BAZ2A	1	BAZ2A	
BAZ2B	1	BAZ2B	
PLA2G6	1	PLA2G6	
KRTAP5-10	1	KRTAP5-10	
RHOT2	1	RHOT2	
RHOT1	1	RHOT1	
AFMID	1	AFMID	
PRELID3A	1	PRELID3A	
PRELID3B	1	PRELID3B	
CCZ1B	1	CCZ1B	
MTERF3	1	MTERF3	
MTERF2	1	MTERF2	
CYP4F2	1	CYP4F2	
CYP4F3	1	CYP4F3	
MTERF4	1	MTERF4	
DLG3-AS1	1	DLG3-AS1	
FOXL2NB	1	FOXL2NB	
MATN1-AS1	1	MATN1-AS1	
ZNF497	1	ZNF497	
ZNF496	1	ZNF496	
ANXA8L1	1	ANXA8L1	
NUDT4B	1	NUDT4P1	
ZNF493	1	ZNF493	
ZNF492	1	ZNF492	
ZNF491	1	ZNF491	
LRRC10B	1	LRRC10B	
ZNF490	1	ZNF490	
DDX12P	1	DDX12P	
MED19	1	MED19	
MED16	1	MED16	
OSBPL11	1	OSBPL11	
MED15	1	MED15	
MED18	1	MED18	
MED17	1	MED17	
DDA1	1	DDA1	
OSBPL10	1	OSBPL10	
MECP2	1	MECP2	
MED12	1	MED12	
MED11	1	MED11	
POU5F1P6	1	POU5F1P6	
MED14	1	MED14	
MED13	1	MED13	
MT1XP1	1	MT1XP1	
MECOM	1	MECOM	
MED10	1	MED10	
TSPO	1	TSPO	
ZNF488	1	ZNF488	
ZNF487	1	ZNF487	
ZNF483	1	ZNF483	
RMI2	1	RMI2	
CNOT6L	1	CNOT6L	
RMI1	1	RMI1	
ZNF480	1	ZNF480	
KIAA1143	1	KIAA1143	
JOSD2	1	JOSD2	
BAZ1A	1	BAZ1A	
GMIP	1	GMIP	
MED27	1	MED27	
BAZ1B	1	BAZ1B	
JOSD1	1	JOSD1	
MED26	1	MED26	
MED29	1	MED29	
PGM2L1	1	PGM2L1	
MED28	1	MED28	
DDB2	1	DDB2	
MED23	1	MED23	
DDB1	1	DDB1	
MED22	1	MED22	
MED25	1	MED25	
MIR762	1	MIR762	
MED24	1	MED24	
NSFP1	1	NSFP1	
INCENP	1	INCENP	
MED21	1	MED21	
JMJD7-PLA2G4B	1	JMJD7-PLA2G4B	
MED20	1	MED20	
ZNF474	1	ZNF474	
TNKS2-DT	1	TNKS2-AS1	
ZNF473	1	ZNF473	
ZSWIM1	1	ZSWIM1	
ZNF470	1	ZNF470	
TSR3	1	TSR3	
SOCS5P4	1	SOCS5P4	
ODC1	1	ODC1	
EGFR	1	EGFR	
MIR766	1	MIR766	
MIR765	1	MIR765	
SPOP	1	SPOP	
ZSWIM8	1	ZSWIM8	
ZSWIM9	1	C19orf68	
ZNF469	1	ZNF469	
ZSWIM6	1	ZSWIM6	
ZNF468	1	ZNF468	
ZSWIM7	1	ZSWIM7	
ZNF467	1	ZNF467	
ZSWIM4	1	ZSWIM4	
ZSWIM5	1	ZSWIM5	
ZSWIM3	1	ZSWIM3	
GNAS-AS1	1	GNAS-AS1	
ZNF462	1	ZNF462	
ZNF461	1	ZNF461	
ZNF460	1	ZNF460	
ODAM	1	ODAM	
NUDT22	1	NUDT22	
ST7-AS1	1	ST7-AS1	
NUDT21	1	NUDT21	
ST7-AS2	1	ST7-AS2	
ABCB10	1	ABCB10	
TAOK3	1	TAOK3	
TAOK1	1	TAOK1	
TAOK2	1	TAOK2	
TSR2	1	TSR2	
OR2A20P	1	OR2A20P	
GAPLINC	1	GAPLINC	
TSR1	1	TSR1	
ZNF454	1	ZNF454	
ZNF451	1	ZNF451	
MRM3P2	1	RNMTL1P2	
CASC9	1	CASC9	
NAB1	1	NAB1	
GMNN	1	GMNN	
NAB2	1	NAB2	
MPV17L2	1	MPV17L2	
CASC2	1	CASC2	
CASC3	1	CASC3	
OLFML2A	1	OLFML2A	
NUDT11	1	NUDT11	
ZNF449	1	ZNF449	
NUDT19	1	NUDT19	
HMGB1P3	1	HMGB1P3	
NUDT18	1	NUDT18	
NUDT17	1	NUDT17	
ZNF446	1	ZNF446	
HMGB1P5	1	HMGB1P5	
NUDT16	1	NUDT16	
MTPAP	1	MTPAP	
NUDT15	1	NUDT15	
ZNF445	1	ZNF445	
ZNF444	1	ZNF444	
NUDT14	1	NUDT14	
NUDT13	1	NUDT13	
ZNF443	1	ZNF443	
HMGB1P1	1	HMGB1P1	
ZNF441	1	ZNF441	
ZNF440	1	ZNF440	
IST1	1	IST1	
ODCP	1	ODCP	
GCSHP5	1	GCSHP5	
GCSHP3	1	GCSHP3	
ZCRB1	1	ZCRB1	
CASD1	1	CASD1	
MIR1283-2	1	MIR1283-2	
NAAA	1	NAAA	
ZNF439	1	ZNF439	
ZNF438	1	ZNF438	
ZNF436	1	ZNF436	
ZNF433	1	ZNF433	
ZNF432	1	ZNF432	
ZNF431	1	ZNF431	
ZNF430	1	ZNF430	
SMYD5	1	SMYD5	
TMEM121B	1	CECR6	
GMPS	1	GMPS	
SPATA1	1	SPATA1	
GMPR	1	GMPR	
SPATA2	1	SPATA2	
SPATA3	1	SPATA3	
RBM5-AS1	1	RBM5-AS1	
SPATA5	1	SPATA5	
SPATA6	1	SPATA6	
SPATA7	1	SPATA7	
MED30	1	MED30	
ZNF429	1	ZNF429	
MED31	1	MED31	
ZNF428	1	ZNF428	
PGK1	1	PGK1	
SMYD2	1	SMYD2	
ZNF426	1	ZNF426	
BRIX1	1	BRIX1	
ZNF425	1	ZNF425	
SMYD4	1	SMYD4	
NAE1	1	NAE1	
SMYD3	1	SMYD3	
ZNF423	1	ZNF423	
NADK	1	NADK	
ZNF420	1	ZNF420	
ALG1L2	1	ALG1L2	
TMEM120B	1	TMEM120B	
ODF2	1	ODF2	
TMEM120A	1	TMEM120A	
HPS1	1	HPS1	
UBXN7-AS1	1	UBXN7-AS1	
HPS4	1	HPS4	
RABL2A	1	RABL2A	
RABL2B	1	RABL2B	
HPS3	1	HPS3	
TNK2-AS1	1	TNK2-AS1	
ARPC4	1	ARPC4	
HPS6	1	HPS6	
ARPC5	1	ARPC5	
HPS5	1	HPS5	
CCNQP3	1	FAM58DP	
ARPC2	1	ARPC2	
ZNF419	1	ZNF419	
ARPC3	1	ARPC3	
NACA	1	NACA	
ZNF418	1	ZNF418	
ZNF417	1	ZNF417	
ZNF416	1	ZNF416	
ZNF415	1	ZNF415	
ZNF414	1	ZNF414	
OSBPL1A	1	OSBPL1A	
ZNF410	1	ZNF410	
SPRN	1	SPRN	
MIPEP	1	MIPEP	
ISY1	1	ISY1	
NFYC-AS1	1	NFYC-AS1	
ITGB1	1	ITGB1	
CIITA	1	CIITA	
GPR89A	1	GPR89A	
ITGAM	1	ITGAM	
ITGB5	1	ITGB5	
NUMA1	1	NUMA1	
ITGB4	1	ITGB4	
ITGB3	1	ITGB3	
ITGB2	1	ITGB2	
ITGAE	1	ITGAE	
ITGAL	1	ITGAL	
GPR89B	1	GPR89B	
ELFN1	1	ELFN1	
NKPD1	1	NKPD1	
ZNRD2	1	SSSCA1	
ZNF408	1	ZNF408	
ZNF407	1	ZNF407	
DDI2	1	DDI2	
PGM3	1	PGM3	
ITGAX	1	ITGAX	
PGM2	1	PGM2	
ZNF404	1	ZNF404	
PGM5	1	PGM5	
ITGAV	1	ITGAV	
ITGB7	1	ITGB7	
PGLS	1	PGLS	
ITGB6	1	ITGB6	
YAF2	1	YAF2	
PGM1	1	PGM1	
RMRP	1	RMRP	
TMEM255B	1	TMEM255B	
ITGA3	1	ITGA3	
ITGA2	1	ITGA2	
ITGA1	1	ITGA1	
STXBP5-AS1	1	STXBP5-AS1	
AHSA1	1	AHSA1	
TFIP11	1	TFIP11	
SPTB	1	SPTB	
RRM2B	1	RRM2B	
ADORA2A	1	ADORA2A	
ITGAD	1	ITGAD	
ADORA2B	1	ADORA2B	
ITGA8	1	ITGA8	
ITGA7	1	ITGA7	
NAF1	1	NAF1	
ITGA6	1	ITGA6	
ITGA5	1	ITGA5	
YAE1	1	YAE1D1	
ITGA9	1	ITGA9	
BECN1	1	BECN1	
ROCK1	1	ROCK1	
ROCK2	1	ROCK2	
PPT2-EGFL8	1	PPT2-EGFL8	
FOXRED1	1	FOXRED1	
FOXRED2	1	FOXRED2	
ZNRF1	1	ZNRF1	
ZNRF2	1	ZNRF2	
ZNRF3	1	ZNRF3	
CCDC85C	1	CCDC85C	
CCDC85B	1	CCDC85B	
MROH7-TTC4	1	MROH7-TTC4	
FEM1C	1	FEM1C	
TM4SF19-AS1	1	TM4SF19-AS1	
POLR2J3	1	POLR2J3	
POLR2J4	1	POLR2J4	
RN7SL823P	1	RN7SL823P	
POLR2J2	1	POLR2J2	
FEM1A	1	FEM1A	
FEM1B	1	FEM1B	
CYP4B1	1	CYP4B1	
NAGA	1	NAGA	
NAGK	1	NAGK	
POU2AF3	1	COLCA2	
NAGS	1	NAGS	
CAHM	1	CAHM	
KRT42P	1	KRT42P	
NBPF5P	1	NBPF5P	
LDLRAD2	1	LDLRAD2	
LDLRAD3	1	LDLRAD3	
LDLRAD4	1	LDLRAD4	
CCDC102A	1	CCDC102A	
CCDC102B	1	CCDC102B	
HADHAP1	1	HADHAP1	
SNRPD2	1	SNRPD2	
SNRPD1	1	SNRPD1	
SNRPD3	1	SNRPD3	
SPA17	1	SPA17	
TBC1D22A	1	TBC1D22A	
TBC1D22B	1	TBC1D22B	
ABT1P1	1	ABT1P1	
UNC93A	1	UNC93A	
FLJ36000	1	FLJ36000	
FAM76B	1	FAM76B	
FAM76A	1	FAM76A	
NAIP	1	NAIP	
GGNBP1	1	GGNBP1	
NUMBL	1	NUMBL	
TBC1D9B	1	TBC1D9B	
GGNBP2	1	GGNBP2	
GARRE1	1	KIAA0355	
CES1P1	1	CES1P1	
GMDS-DT	1	GMDS-AS1	
GSPT1	1	GSPT1	
PGS1	1	PGS1	
SEC14L2	1	SEC14L2	
SEC14L3	1	SEC14L3	
BRIP1	1	BRIP1	
SEC14L1	1	SEC14L1	
SEC14L6	1	SEC14L6	
SEC14L4	1	SEC14L4	
SEC14L5	1	SEC14L5	
MIR1915HG	1	CASC10	
TBC1D8B	1	TBC1D8B	
EGR1	1	EGR1	
TSPEAR-AS2	1	TSPEAR-AS2	
EGR2	1	EGR2	
EGR4	1	EGR4	
FAM78A	1	FAM78A	
NBPF2P	1	NBPF2P	
TSPEAR-AS1	1	TSPEAR-AS1	
CALY	1	CALY	
EPRS1	2	QARS:EPRS	
CALU	1	CALU	
CALR	1	CALR	
DDR1	1	DDR1	
CDC37L1-DT	1	CDC37L1-AS1	
NAT10	1	NAT10	
NBPF20	1	NBPF20	
NAT14	1	NAT14	
NBPF26	1	NBPF26	
NANP	1	NANP	
MAP1LC3B	1	MAP1LC3B	
ODR4	1	C1orf27	
NEDD8-MDP1	1	NEDD8-MDP1	
MIS18BP1	1	MIS18BP1	
MAP1LC3C	1	MAP1LC3C	
CHAMP1	1	CHAMP1	
NANS	1	NANS	
HTATIP2	1	HTATIP2	
HSPB1P2	1	HSPB1P2	
CAP1	1	CAP1	
APOBEC1	1	APOBEC1	
NAMA	1	NAMA	
APOBEC2	1	APOBEC2	
NBPF10	1	NBPF10	
NBPF12	1	NBPF12	
NBPF11	1	NBPF11	
NBPF14	1	NBPF14	
NBPF15	1	NBPF15	
MIR219B	1	MIR219B	
NBPF19	1	NBPF19	
CANX	1	CANX	
MFGE8	1	MFGE8	
FJX1	1	FJX1	
DDR2	1	DDR2	
NAPA	1	NAPA	
YAP1	1	YAP1	
NAPB	1	NAPB	
GNAI3	1	GNAI3	
CAPG	1	CAPG	
NAPG	1	NAPG	
GNAI1	1	GNAI1	
GNAI2	1	GNAI2	
PNMA1	1	PNMA1	
EPS15	1	EPS15	
CAP2	1	CAP2	
GABBR2	1	GABBR2	
GABBR1	1	GABBR1	
DDTL	1	DDTL	
TTC1	1	TTC1	
NAPA-AS1	1	NAPA-AS1	
PNMA2	1	PNMA2	
TTC9	1	TTC9	
ITCH	1	ITCH	
TTC8	1	TTC8	
TBC1D3K	1	TBC1D3K	
TBC1D3L	1	TBC1D3L	
TTC5	1	TTC5	
TTC4	1	TTC4	
TTC3	1	TTC3	
RTN4IP1	1	RTN4IP1	
CAPS	1	CAPS	
NARF	1	NARF	
TBC1D3B	1	TBC1D3B	
TBC1D29P	1	TBC1D29	
SNORD1C	1	SNORD1C	
PAGE2	1	PAGE2	
SNORD1A	1	SNORD1A	
TBC1D3E	1	TBC1D3E	
SNORD1B	1	SNORD1B	
TBC1D3F	1	TBC1D3F	
TBC1D3C	1	TBC1D3C	
MSMO1	1	MSMO1	
TTF2	1	TTF2	
TBC1D3D	1	TBC1D3D	
TTF1	1	TTF1	
TBC1D3I	1	TBC1D3I	
YARS1	1	YARS	
CARF	1	CARF	
YARS2	1	YARS2	
TBC1D3G	1	TBC1D3G	
TBC1D3H	1	TBC1D3H	
SNORD19	1	SNORD19	
AKR7A2	1	AKR7A2	
SNORD17	1	SNORD17	
AKR7A3	1	AKR7A3	
TBC1D31	1	TBC1D31	
TBC1D32	1	TBC1D32	
SNORD16	1	SNORD16	
TBC1D30	1	TBC1D30	
SNORD11	1	SNORD11	
SNORD12	1	SNORD12	
SNORD10	1	SNORD10	
CAST	1	CAST	
IRAG1	1	MRVI1	
CASK	1	CASK	
CDKAL1	1	CDKAL1	
TBC1D2B	1	TBC1D2B	
TBC1D20	1	TBC1D20	
TBC1D24	1	TBC1D24	
WDFY1	1	WDFY1	
TBC1D25	1	TBC1D25	
WDFY3	1	WDFY3	
TBC1D23	1	TBC1D23	
TSNARE1	1	TSNARE1	
WDFY2	1	WDFY2	
CARS1	1	CARS	
CARS2	1	CARS2	
EMID1	1	EMID1	
TBC1D26	1	TBC1D26	
RNASEH1-DT	1	RNASEH1-AS1	
GNAZ	1	GNAZ	
DDX6	1	DDX6	
TBC1D19	1	TBC1D19	
DDX5	1	DDX5	
PKDCC	1	PKDCC	
DDX4	1	DDX4	
MAGEA12	1	MAGEA12	
DDX1	1	DDX1	
SNORD3C	1	SNORD3C	
SNORD3D	1	SNORD3D	
SNORD3A	1	SNORD3A	
VCPIP1	1	VCPIP1	
SNORD37	1	SNORD37	
IRAK1	1	IRAK1	
IRAK2	1	IRAK2	
TBC1D13	1	TBC1D13	
RHPN1	1	RHPN1	
SNORD33	1	SNORD33	
ZNF33BP1	1	ZNF33BP1	
TBC1D14	1	TBC1D14	
SNORD34	1	SNORD34	
TBC1D12	1	TBC1D12	
RHPN2	1	RHPN2	
TBC1D17	1	TBC1D17	
MAGEA11	1	MAGEA11	
TBC1D15	1	TBC1D15	
TBC1D16	1	TBC1D16	
CAV2	1	CAV2	
CAV1	1	CAV1	
CNOT10	1	CNOT10	
UEVLD	1	UEVLD	
GNAO1	1	GNAO1	
GNAL	1	GNAL	
NASP	1	NASP	
NAT1	1	NAT1	
SNORD26	1	SNORD26	
NAT2	1	NAT2	
CNOT11	1	CNOT11	
GNAQ	1	GNAQ	
GNB2	1	GNB2	
SNORD24	1	SNORD24	
GNB1	1	GNB1	
SNORD25	1	SNORD25	
GNAS	1	GNAS	
GNB4	1	GNB4	
SNORD22	1	SNORD22	
GNB3	1	GNB3	
SNORD20	1	SNORD20	
GNB5	1	GNB5	
SNORD21	1	SNORD21	
NAT9	1	NAT9	
SLC35E2B	1	SLC35E2B	
SLC35E2A	1	SLC35E2	
DYRK4	1	DYRK4	
DYRK3	1	DYRK3	
DYRK2	1	DYRK2	
HP1BP3	1	HP1BP3	
ARHGEF34P	1	ARHGEF34P	
DPY30	1	DPY30	
RND2	1	RND2	
RND1	1	RND1	
IDI2-AS1	1	IDI2-AS1	
SNORD57	1	SNORD57	
MYO18B	1	MYO18B	
MYO18A	1	MYO18A	
SNORD55	1	SNORD55	
FBXL19-AS1	1	FBXL19-AS1	
SNORD53	1	SNORD53	
SNORD54	1	SNORD54	
CARMN	1	CARMN	
NAT8B	1	NAT8B	
PDPK1	1	PDPK1	
RNY3P16	1	RNY3P16	
RNY3P15	1	RNY3P15	
NAV1	1	NAV1	
SNORD4B	1	SNORD4B	
NAV2	1	NAV2	
IRAK4	1	IRAK4	
QRSL1	1	QRSL1	
MAGEA2B	1	MAGEA2B	
SNORD4A	1	SNORD4A	
TTI2	1	TTI2	
TTI1	1	TTI1	
TAPBP	1	TAPBP	
SNORD46	1	SNORD46	
GNB1L	1	GNB1L	
NUCB1-AS1	1	NUCB1-AS1	
SNORD43	1	SNORD43	
FAM72D	1	FAM72D	
NAT8L	1	NAT8L	
SNORD41	1	SNORD41	
FAM72C	1	FAM72C	
FAM72B	1	FAM72B	
FAM72A	1	FAM72A	
NAXE	1	NAXE	
RNF8	1	RNF8	
RNF6	1	RNF6	
RSPH9	1	RSPH9	
RNF7	1	RNF7	
RNF4	1	RNF4	
RNF5	1	RNF5	
RNF2	1	RNF2	
GNG3	1	GNG3	
GNG5	1	GNG5	
GNG4	1	GNG4	
GNG7	1	GNG7	
TRA2B	1	TRA2B	
TRA2A	1	TRA2A	
RHOXF1-AS1	1	RHOXF1-AS1	
SNORD71	1	SNORD71	
SNORD72	1	SNORD72	
SNORD70	1	SNORD70	
TMED7-TICAM2	1	TMED7-TICAM2	
RSPH3	1	RSPH3	
RSPH1	1	RSPH1	
MYO15B	1	MYO15B	
MYO15A	1	MYO15A	
SNORD68	1	SNORD68	
CARM1	1	CARM1	
SIMC1	1	SIMC1	
SNORD69	1	SNORD69	
SNORD66	1	SNORD66	
SNORD67	1	SNORD67	
STIMATE-MUSTN1	1	TMEM110-MUSTN1	
NAXD	1	NAXD	
NRDE2	1	NRDE2	
SNORD62	1	SNORD62	
SNORD63	1	SNORD63	
PHB1	1	PHB	
RNH1	1	RNH1	
GPATCH2	1	GPATCH2	
GPATCH1	1	GPATCH1	
HNRNPU	1	HNRNPU	
GPATCH4	1	GPATCH4	
PHAX	1	PHAX	
HNRNPR	1	HNRNPR	
ADARB1	1	ADARB1	
GPATCH3	1	GPATCH3	
PHB2	1	PHB2	
GPATCH8	1	GPATCH8	
SNORD99	1	SNORD99	
MIR22HG	1	MIR22HG	
SNORD97	1	SNORD97	
SNORD98	1	SNORD98	
SNORD93	1	SNORD93	
CMKLR2	1	GPR1	
CMKLR1	1	CMKLR1	
SNORD94	1	SNORD94	
DDX17	1	DDX17	
DDX18	1	DDX18	
SNORD92	1	SNORD92	
DDX11	1	DDX11	
DDX10	1	DDX10	
SNORD89	1	SNORD89	
SNORD86	1	SNORD86	
SNORD87	1	SNORD87	
SNORD84	1	SNORD84	
ASTN2	1	ASTN2	
SNORD82	1	SNORD82	
RHNO1	1	RHNO1	
ZNF398	1	ZNF398	
ASTN1	1	ASTN1	
ZNF397	1	ZNF397	
ZNF396	1	ZNF396	
TUBAP2	1	TUBAP2	
ZNF395	1	ZNF395	
ZNF394	1	ZNF394	
PDXDC1	1	PDXDC1	
ZNF391	1	ZNF391	
MID1IP1-AS1	1	MID1IP1-AS1	
TBC1D3P1-DHX40P1	1	TBC1D3P1-DHX40P1	
NTHL1	1	NTHL1	
PLEK2	1	PLEK2	
NCKAP1L	1	NCKAP1L	
NRBF2	1	NRBF2	
NHEJ1	1	NHEJ1	
PRELID2	1	PRELID2	
ZNF384	1	ZNF384	
PHC2	1	PHC2	
PRELID1	1	PRELID1	
PHC1	1	PHC1	
ZNF383	1	ZNF383	
ZNF382	1	ZNF382	
CALM1P2	1	CALM1P2	
PHC3	1	PHC3	
RPSAP71	1	RPSAP71	
PAFAH2	1	PAFAH2	
EHD1	1	EHD1	
HNRNPL	1	HNRNPL	
EHD2	1	EHD2	
HNRNPM	1	HNRNPM	
SQLE	1	SQLE	
EHD3	1	EHD3	
EHD4	1	EHD4	
HNRNPK	1	HNRNPK	
ZNF37A	1	ZNF37A	
HNRNPF	1	HNRNPF	
HNRNPD	1	HNRNPD	
LYPLAL1-AS1	1	LYPLAL1-AS1	
HNRNPC	1	HNRNPC	
DANCR	1	DANCR	
ITPA	1	ITPA	
DAND5	1	DAND5	
PHF3	1	PHF3	
PHF2	1	PHF2	
PHF1	1	PHF1	
PHF7	1	PHF7	
RPSAP61	1	RPSAP61	
ABCC10	1	ABCC10	
PHF6	1	PHF6	
ABCC11	1	ABCC11	
PHEX	1	PHEX	
PHF8	1	PHF8	
MIR3609	1	MIR3609	
RPSAP54	1	RPSAP54	
ZNF280D	1	ZNF280D	
C1QTNF4	1	C1QTNF4	
C1QTNF3	1	C1QTNF3	
RPSAP51	1	RPSAP51	
CATIP	1	CATIP	
C1QTNF1	1	C1QTNF1	
GNLY	1	GNLY	
TCTN3	1	TCTN3	
ZNF280A	1	ZNF280A	
TCTN2	1	TCTN2	
MIR3613	1	MIR3613	
C1QTNF6	1	C1QTNF6	
ZNF280B	1	ZNF280B	
TCTN1	1	TCTN1	
ZNF280C	1	ZNF280C	
DENND6A-AS1	1	DENND6A-AS1	
RBPMS2	1	RBPMS2	
DNAJC9-AS1	1	DNAJC9-AS1	
JARID2	1	JARID2	
ZNF367	1	ZNF367	
ZNF366	1	ZNF366	
GRAMD2B	1	GRAMD3	
ZNF362	1	ZNF362	
GRAMD2A	1	GRAMD2	
ELMOD2	1	ELMOD2	
ELMOD1	1	ELMOD1	
ELMOD3	1	ELMOD3	
MIR638	1	MIR638	
GNL2	1	GNL2	
MIR635	1	MIR635	
COQ10B	1	COQ10B	
COQ10A	1	COQ10A	
GNL3	1	GNL3	
APBB1IP	1	APBB1IP	
TUBB2B	1	TUBB2B	
MIR641	1	MIR641	
SIKE1	1	SIKE1	
TUBB2A	1	TUBB2A	
ZEB1	1	ZEB1	
RPSAP47	1	RPSAP47	
RPSAP45	1	RPSAP45	
RPSAP49	1	RPSAP49	
ZNF358	1	ZNF358	
GRAMD1C	1	GRAMD1C	
GRAMD1B	1	GRAMD1B	
NBAS	1	NBAS	
GRAMD1A	1	GRAMD1A	
ZNF350	1	ZNF350	
RNMT	1	RNMT	
WDR45B	1	WDR45B	
MIR647	1	MIR647	
FENDRR	1	FENDRR	
DNAAF4-CCPG1	1	DYX1C1-CCPG1	
NECTIN3-AS1	1	PVRL3-AS1	
RPSAP36	1	RPSAP36	
ZNF347	1	ZNF347	
ZNF346	1	ZNF346	
ZNF345	1	ZNF345	
DEDD	1	DEDD	
ZNF343	1	ZNF343	
ZNF341	1	ZNF341	
GLYCTK	1	GLYCTK	
SQOR	1	SQRDL	
ZFYVE9P1	1	ZFYVE9P1	
MIR659	1	MIR659	
TUBB4B	1	TUBB4B	
DEF8	1	DEF8	
DEF6	1	DEF6	
GNMT	1	GNMT	
ZNF33B	1	ZNF33B	
ZNF33A	1	ZNF33A	
RPSAP21	1	RPSAP21	
WASIR2	1	WASIR2	
RPSAP24	1	RPSAP24	
RNU1-103P	1	RNU1-103P	
RPSAP29	1	RPSAP29	
ZNF337	1	ZNF337	
RPSAP26	1	RPSAP26	
ZNF335	1	ZNF335	
ZNF334	1	ZNF334	
ZNF333	1	ZNF333	
ZNF331	1	ZNF331	
ZNF330	1	ZNF330	
VKORC1L1	1	VKORC1L1	
TMEM131L	1	KIAA0922	
TM7SF3	1	TM7SF3	
TM7SF2	1	TM7SF2	
NRBP2	1	NRBP2	
DEPTOR	1	DEPTOR	
PDCL3P5	1	PDCL3P5	
PDCL3P4	1	PDCL3P4	
FCGRT	1	FCGRT	
MIR3657	1	MIR3657	
SLCO2B1	1	SLCO2B1	
ZNF329	1	ZNF329	
MALINC1	1	LINC01024	
MIR3651	1	MIR3651	
ZNF326	1	ZNF326	
ZNF324	1	ZNF324	
ZNF322	1	ZNF322	
ZNF320	1	ZNF320	
