"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"MVP"	468.800009758808	-0.0633417699150335	0.11064482131563	-0.572478396746128	0.566997917404973	0.788451394723461	FALSE	FALSE	FALSE
"NUB1"	4509.00231758294	-0.0283003266126376	0.0646204341633687	-0.437947020614111	0.661424688946695	0.842884653577117	FALSE	FALSE	FALSE
"PGM3"	4558.66770165876	0.00660166914654714	0.0799561021109989	0.0825661703390992	0.934196501554649	0.973065448050365	FALSE	FALSE	FALSE
"RWDD2A"	354.389965350658	0.0419950799709603	0.118880905027364	0.353253366983486	0.723898502406113	0.878281667446677	FALSE	FALSE	FALSE
"CLK1"	7272.05118516478	0.0581448760700184	0.128816260161798	0.451378389630209	0.651716855817496	0.837620684613967	FALSE	FALSE	FALSE
"POLR3B"	2949.3539176776	-0.0967720511790346	0.0601659043456514	-1.60842012152069	0.107743197703536	0.337825284935907	FALSE	FALSE	FALSE
"ANGEL1"	3243.22155084548	0.0240048734285988	0.0539779628278589	0.444716179918697	0.656524875075225	0.840011935646993	FALSE	FALSE	FALSE
"RNF14"	2163.03893946382	0.0476635266386972	0.0706405957490608	0.674732795403002	0.499845544516202	0.747204614228567	FALSE	FALSE	FALSE
"DNASE1L1"	1845.77774573475	0.0274411770951976	0.0692203509614747	0.396432215584551	0.691786204122111	0.860562683703163	FALSE	FALSE	FALSE
"DDX11"	8002.66572816178	-0.0291395990204659	0.0554378957575414	-0.525625993235898	0.599148092921719	0.80760717710639	FALSE	FALSE	FALSE
"HEBP1"	1430.49422634312	0.0690635413350802	0.0690682786578082	0.999931411020804	0.317343702051233	0.601894421178716	FALSE	FALSE	FALSE
"GPRC5A"	1730.80100156201	-0.581882772205007	0.144450418077979	-4.02825260007824	5.61929508342256e-05	0.00181279264063539	TRUE	FALSE	FALSE
"TACC3"	4214.89871506527	0.00260681230656378	0.0505407167737682	0.0515784593683638	0.958864583423136	0.983527622789377	FALSE	FALSE	FALSE
"UFL1"	4680.49251071579	0.176279523220624	0.0845530204979075	2.08484004690272	0.0370838222253501	0.181748377454698	FALSE	FALSE	FALSE
"POLA2"	2706.46381794746	-0.0569945532454891	0.067367645132498	-0.846022643858082	0.397540112316689	0.669532535866523	FALSE	FALSE	FALSE
"ZC3H3"	1572.72749649989	0.158181421351786	0.0805260662685601	1.96435053494653	0.0494894549966458	0.214957634279112	FALSE	FALSE	FALSE
"CAPN1"	30342.5547875257	-0.139009513527616	0.0490573967429345	-2.83360966453314	0.00460255128168971	0.0480233499711538	TRUE	FALSE	FALSE
"MDH1"	16971.6871612669	0.0279889253186699	0.0618567122846826	0.452480002329525	0.650923224447876	0.837162099870227	FALSE	FALSE	FALSE
"SLC30A9"	3413.39117361491	0.176125770416103	0.0648546370826367	2.71570050097862	0.00661357167289258	0.0601990897659858	FALSE	FALSE	FALSE
"MTMR11"	1807.77165146831	-0.335369199124855	0.0841195364667054	-3.9868170131631	6.69656326510707e-05	0.00207705849211504	TRUE	FALSE	FALSE
"COX15"	3992.18453050352	-0.0509003230377158	0.0508804565240441	-1.00039045470558	0.317121587536529	0.601894421178716	FALSE	FALSE	FALSE
"CCDC88C"	15717.065774491	0.00839556586254775	0.0482258265485618	0.174088584134348	0.861795844748841	0.944607073748791	FALSE	FALSE	FALSE
"YAF2"	502.172677182059	-0.128397265742429	0.0966144362065885	-1.32896563685245	0.183859307149042	0.456450607465084	FALSE	FALSE	FALSE
"ZMYND11"	5120.5875927777	-0.00482871852822693	0.0676869742295144	-0.0713389626762397	0.943127986476193	0.976953099333183	FALSE	FALSE	FALSE
"DPEP1"	9381.00598905671	-0.422465420604338	0.0636824592781022	-6.63393696464242	3.26849455434873e-11	9.20421685231911e-09	TRUE	FALSE	FALSE
"MATR3"	30218.2023454975	0.144675751389375	0.0706777446643105	2.04697747609978	0.0406602961160799	0.192007819983627	FALSE	FALSE	FALSE
"XYLT2"	3963.28369109489	0.150839921907856	0.0630457589224672	2.39254669125892	0.0167318990323878	0.11086523491215	FALSE	FALSE	FALSE
